apprenant_id,prenom,nom,email,genre,age,pays,canal_acquisition,date_inscription,premium
APP1043,Rokia,Ndoye,rokia.ndoye1042@email.com,F,27,Cote d'Ivoire,Reseaux sociaux,2022-02-02,1
APP1044,Marie,Diop,marie.diop1043@email.com,F,33,Burkina Faso,Reseaux sociaux,2024-06-30,0
APP1045,Moussa,Diop,moussa.diop1044@email.com,M,18,Senegal,Publicite,2023-10-24,0
APP1046,Paul,Diallo,paul.diallo1045@email.com,M,27,Burkina Faso,Organique,2022-03-03,1
APP1047,Amadou,Keita,amadou.keita1046@email.com,M,22,Senegal,Partenaire,2022-12-07,0
APP1048,Marie,Keita,marie.keita1047@email.com,F,21,Cameroun,Reseaux sociaux,2024-06-30,0
APP1049,Aminata,Ouattara,aminata.ouattara1048@email.com,F,29,Cote d'Ivoire,Publicite,2022-06-11,1
APP1050,Seydou,Camara,seydou.camara1049@email.com,M,24,Cameroun,Organique,2023-04-21,0
APP1051,Aissatou,Dembele,aissatou.dembele1050@email.com,F,20,Cote d'Ivoire,Organique,2024-06-30,0
APP1052,Oumar,Bah,oumar.bah1051@email.com,M,35,Cameroun,Organique,2023-05-07,1
APP1053,Cheick,Cisse,cheick.cisse1052@email.com,M,33,Mali,Organique,2022-04-29,1
APP1054,Seydou,Sow,seydou.sow1053@email.com,M,18,Senegal,Organique,2023-07-01,1
APP1055,Moussa,Barry,moussa.barry1054@email.com,M,19,Senegal,Publicite,2023-01-24,0
APP1056,Aissatou,Sylla,aissatou.sylla1055@email.com,F,31,Cote d'Ivoire,Organique,2022-02-19,0
APP1057,Sophie,Bamba,sophie.bamba1056@email.com,F,26,Cameroun,Organique,2022-05-29,1
APP1058,Seydou,Bah,seydou.bah1057@email.com,M,37,Senegal,Organique,2022-01-31,0
APP1059,Kofi,Bamba,kofi.bamba1058@email.com,M,31,Senegal,Reseaux sociaux,2022-04-04,1
APP1060,Aida,Sylla,aida.sylla1059@email.com,F,29,Cote d'Ivoire,Reseaux sociaux,2022-07-14,0
APP1061,Clarisse,Coulibaly,clarisse.coulibaly1060@email.com,F,21,Cote d'Ivoire,Organique,2022-01-16,0
APP1062,Aida,Cisse,aida.cisse1061@email.com,F,30,Cote d'Ivoire,Partenaire,2022-12-08,1
APP1063,Luc,Toure,luc.toure1062@email.com,M,20,Burkina Faso,Partenaire,2022-04-11,1
APP1064,Fatoumata,Konaté,fatoumata.konaté1063@email.com,F,35,Burkina Faso,Organique,2022-11-25,0
APP1065,Oumar,Bah,oumar.bah1064@email.com,M,30,Cote d'Ivoire,Partenaire,2023-04-18,0
APP1066,Nathalie,Bamba,nathalie.bamba1065@email.com,F,23,Cote d'Ivoire,Reseaux sociaux,2022-11-08,1
APP1067,Cheick,Camara,cheick.camara1066@email.com,M,32,Mali,Reseaux sociaux,2022-12-14,1
APP1068,Coumba,Traore,coumba.traore1067@email.com,F,41,Senegal,Publicite,2022-03-20,0
APP1069,Yao,Dembele,yao.dembele1068@email.com,M,26,Cote d'Ivoire,Publicite,2024-06-30,0
APP1070,Luc,Sow,luc.sow1069@email.com,M,31,Cameroun,Reseaux sociaux,2022-05-30,0
APP1071,Laure,Dembele,laure.dembele1070@email.com,F,25,Cote d'Ivoire,Reseaux sociaux,2022-05-01,0
APP1072,Adjoua,Sylla,adjoua.sylla1071@email.com,F,28,Cote d'Ivoire,Organique,2024-06-24,0
APP1073,Oumar,Ndoye,oumar.ndoye1072@email.com,M,18,Cote d'Ivoire,Reseaux sociaux,2023-06-26,1
APP1074,Adjoua,Camara,adjoua.camara1073@email.com,F,27,Burkina Faso,Partenaire,2022-03-04,0
APP1075,Laure,Sow,laure.sow1074@email.com,F,28,Mali,Organique,2022-01-25,0
APP1076,Thierry,Konaté,thierry.konaté1075@email.com,M,38,Cote d'Ivoire,Publicite,2022-06-03,0
APP1077,Cheick,Keita,cheick.keita1076@email.com,M,18,Senegal,Partenaire,2024-06-30,0
APP1078,Kone,Sylla,kone.sylla1077@email.com,M,26,Burkina Faso,Organique,2023-09-18,0
APP1079,Rokia,Mbaye,rokia.mbaye1078@email.com,F,35,France,Publicite,2022-10-10,0
APP1080,Paul,Coulibaly,paul.coulibaly1079@email.com,M,26,Mali,Partenaire,2022-01-06,0
APP1081,Serge,Cisse,serge.cisse1080@email.com,M,26,Cote d'Ivoire,Organique,2022-06-20,1
APP1082,Aissatou,Diallo,aissatou.diallo1081@email.com,F,23,Cote d'Ivoire,Reseaux sociaux,2022-05-23,0
APP1083,Marie,Keita,marie.keita1082@email.com,F,22,Cote d'Ivoire,Publicite,2024-06-30,0
APP1084,Bintou,Keita,bintou.keita1083@email.com,F,18,Cote d'Ivoire,Publicite,2022-01-10,1
APP1085,Bintou,Doumbia,bintou.doumbia1084@email.com,F,24,Cote d'Ivoire,Organique,2022-01-07,0
APP1086,Clarisse,Traore,clarisse.traore1085@email.com,F,22,Cote d'Ivoire,Partenaire,2023-03-16,0
APP1087,Aida,Cisse,aida.cisse1086@email.com,F,28,Senegal,Publicite,2022-02-24,1
APP1088,Laure,Ouattara,laure.ouattara1087@email.com,F,23,Cote d'Ivoire,Publicite,2022-07-11,0
APP1089,Amadou,Barry,amadou.barry1088@email.com,M,25,Senegal,Organique,2022-02-08,0
APP1090,Kone,Coulibaly,kone.coulibaly1089@email.com,M,25,Cote d'Ivoire,Reseaux sociaux,2022-03-21,1
APP1091,Seydou,Diop,seydou.diop1090@email.com,M,27,Cote d'Ivoire,Publicite,2022-06-16,0
APP1092,Aida,Barry,aida.barry1091@email.com,F,24,Autre,Organique,2023-01-04,1
APP1093,Jean,Sylla,jean.sylla1092@email.com,M,21,Senegal,Reseaux sociaux,2023-06-27,0
APP1094,Yao,Ndoye,yao.ndoye1093@email.com,M,28,Cote d'Ivoire,Reseaux sociaux,2022-11-21,0
APP1095,Coumba,Diallo,coumba.diallo1094@email.com,F,34,Mali,Reseaux sociaux,2022-01-11,0
APP1096,Moussa,Toure,moussa.toure1095@email.com,M,28,Burkina Faso,Partenaire,2022-07-20,0
APP1097,Kone,Toure,kone.toure1096@email.com,M,24,France,Organique,2022-03-13,0
APP1098,Coumba,Ouattara,coumba.ouattara1097@email.com,F,27,Cote d'Ivoire,Partenaire,2022-03-17,0
APP1099,Bintou,Camara,bintou.camara1098@email.com,F,18,Cameroun,Organique,2022-09-11,0
APP1100,Jean,Ndoye,jean.ndoye1099@email.com,M,27,Autre,Partenaire,2023-06-19,0
APP1101,Paul,Keita,paul.keita1100@email.com,M,25,Mali,Reseaux sociaux,2022-04-09,0
APP1102,Luc,Mbaye,luc.mbaye1101@email.com,M,22,Cote d'Ivoire,Organique,2023-09-02,0
APP1103,Rokia,Toure,rokia.toure1102@email.com,F,23,Burkina Faso,Publicite,2023-06-25,1
APP1104,Rokia,Camara,rokia.camara1103@email.com,F,25,Senegal,Partenaire,2024-06-30,0
APP1105,Cheick,Bamba,cheick.bamba1104@email.com,M,33,Senegal,Organique,2024-02-26,1
APP1106,Clarisse,Traore,clarisse.traore1105@email.com,F,34,Senegal,Organique,2022-10-14,0
APP1107,Seydou,Cisse,seydou.cisse1106@email.com,M,22,Mali,Reseaux sociaux,2022-03-29,0
APP1108,Kofi,Camara,kofi.camara1107@email.com,M,24,Cote d'Ivoire,Publicite,2023-04-01,1
APP1109,Bintou,Bamba,bintou.bamba1108@email.com,F,25,Senegal,Organique,2024-06-30,1
APP1110,Yao,Camara,yao.camara1109@email.com,M,32,Mali,Publicite,2024-03-27,0
APP1111,Seydou,Diallo,seydou.diallo1110@email.com,M,28,Senegal,Organique,2022-06-03,0
APP1112,Ibrahim,Kone,ibrahim.kone1111@email.com,M,28,Cote d'Ivoire,Partenaire,2024-06-30,1
APP1113,Bintou,Mbaye,bintou.mbaye1112@email.com,F,31,Cote d'Ivoire,Reseaux sociaux,2022-04-16,0
APP1114,Mariame,Konaté,mariame.konaté1113@email.com,F,24,Senegal,Organique,2022-11-04,0
APP1115,Nathalie,Ouattara,nathalie.ouattara1114@email.com,F,36,Cameroun,Publicite,2022-09-13,0
APP1116,Paul,Bamba,paul.bamba1115@email.com,M,27,Senegal,Organique,2024-02-21,0
APP1117,Kone,Keita,kone.keita1116@email.com,M,22,France,Publicite,2022-08-26,1
APP1118,Nathalie,Bamba,nathalie.bamba1117@email.com,F,26,Cameroun,Organique,2023-06-14,0
APP1119,Kone,Cisse,kone.cisse1118@email.com,M,35,Senegal,Organique,2022-07-13,0
APP1120,Coumba,Traore,coumba.traore1119@email.com,F,25,Cote d'Ivoire,Publicite,2022-03-26,0
APP1121,Rokia,Toure,rokia.toure1120@email.com,F,33,Senegal,Partenaire,2023-10-04,0
APP1122,Eric,Doumbia,eric.doumbia1121@email.com,M,24,Cote d'Ivoire,Organique,2022-10-24,1
APP1123,Coumba,Ndoye,coumba.ndoye1122@email.com,F,23,Cameroun,Reseaux sociaux,2023-10-12,1
APP1124,Kone,Ndoye,kone.ndoye1123@email.com,M,31,Cote d'Ivoire,Organique,2022-10-29,0
APP1125,Thierry,Diop,thierry.diop1124@email.com,M,22,Ghana,Publicite,2022-06-17,1
APP1126,Kofi,Ndoye,kofi.ndoye1125@email.com,M,32,Cote d'Ivoire,Organique,2022-07-14,0
APP1127,Thierry,Cisse,thierry.cisse1126@email.com,M,30,Senegal,Reseaux sociaux,2024-06-30,0
APP1128,Mariame,Diop,mariame.diop1127@email.com,F,22,Cote d'Ivoire,Organique,2024-05-05,0
APP1129,Fatoumata,Kone,fatoumata.kone1128@email.com,F,27,Cote d'Ivoire,Partenaire,2024-02-10,0
APP1130,Mariame,Diallo,mariame.diallo1129@email.com,F,24,Ghana,Publicite,2023-08-06,0
APP1131,Laure,Bah,laure.bah1130@email.com,F,30,Cote d'Ivoire,Partenaire,2022-03-14,1
APP1132,Oumar,Ouattara,oumar.ouattara1131@email.com,M,39,Senegal,Reseaux sociaux,2023-02-17,0
APP1133,Luc,Sow,luc.sow1132@email.com,M,25,Autre,Organique,2022-10-07,0
APP1134,Aissatou,Kone,aissatou.kone1133@email.com,F,31,Cameroun,Organique,2023-01-11,1
APP1135,Marie,Camara,marie.camara1134@email.com,F,28,Cote d'Ivoire,Publicite,2022-07-31,1
APP1136,Jean,Barry,jean.barry1135@email.com,M,28,Cote d'Ivoire,Organique,2024-03-14,0
APP1137,Eric,Ouattara,eric.ouattara1136@email.com,M,27,Cote d'Ivoire,Reseaux sociaux,2023-07-06,0
APP1138,Luc,Kone,luc.kone1137@email.com,M,22,Cote d'Ivoire,Reseaux sociaux,2023-02-09,1
APP1139,Cheick,Kone,cheick.kone1138@email.com,M,30,Cote d'Ivoire,Publicite,2022-07-09,0
APP1140,Laure,Dembele,laure.dembele1139@email.com,F,26,Senegal,Reseaux sociaux,2022-09-08,0
APP1141,Luc,Dembele,luc.dembele1140@email.com,M,22,Cote d'Ivoire,Reseaux sociaux,2023-01-19,0
APP1142,Bintou,Sow,bintou.sow1141@email.com,F,34,Cote d'Ivoire,Publicite,2022-01-02,0
APP1143,Marie,Sylla,marie.sylla1142@email.com,F,28,Senegal,Publicite,2022-10-11,1
APP1144,Aminata,Toure,aminata.toure1143@email.com,F,26,Cote d'Ivoire,Reseaux sociaux,2023-06-24,1
APP1145,Moussa,Coulibaly,moussa.coulibaly1144@email.com,M,36,Cote d'Ivoire,Partenaire,2023-10-14,0
APP1146,Kone,Diop,kone.diop1145@email.com,M,18,Senegal,Reseaux sociaux,2022-08-04,1
APP1147,Mariame,Barry,mariame.barry1146@email.com,F,35,Ghana,Reseaux sociaux,2022-07-17,0
APP1148,Clarisse,Keita,clarisse.keita1147@email.com,F,22,Senegal,Organique,2024-06-30,0
APP1149,Eric,Sylla,eric.sylla1148@email.com,M,29,Senegal,Partenaire,2022-03-16,0
APP1150,Mariame,Bamba,mariame.bamba1149@email.com,F,24,Autre,Partenaire,2022-09-06,0
APP1151,Kone,Traore,kone.traore1150@email.com,M,22,Cameroun,Organique,2022-09-10,0
APP1152,Sophie,Diallo,sophie.diallo1151@email.com,F,35,Cote d'Ivoire,Organique,2023-02-20,1
APP1153,Amadou,Sylla,amadou.sylla1152@email.com,M,39,Cote d'Ivoire,Partenaire,2022-12-14,0
APP1154,Seydou,Sylla,seydou.sylla1153@email.com,M,26,Senegal,Organique,2022-12-14,0
APP1155,Luc,Mbaye,luc.mbaye1154@email.com,M,30,Senegal,Partenaire,2022-07-07,0
APP1156,Thierry,Barry,thierry.barry1155@email.com,M,28,Cote d'Ivoire,Partenaire,2023-07-23,0
APP1157,Thierry,Doumbia,thierry.doumbia1156@email.com,M,38,Cote d'Ivoire,Reseaux sociaux,2023-10-13,0
APP1158,Seydou,Barry,seydou.barry1157@email.com,M,18,Cote d'Ivoire,Organique,2023-09-20,0
APP1159,Oumar,Camara,oumar.camara1158@email.com,M,30,Ghana,Reseaux sociaux,2022-09-05,0
APP1160,Laure,Ndoye,laure.ndoye1159@email.com,F,23,Cameroun,Reseaux sociaux,2022-12-29,1
APP1161,Thierry,Toure,thierry.toure1160@email.com,M,18,Burkina Faso,Reseaux sociaux,2022-04-19,1
APP1162,Nathalie,Camara,nathalie.camara1161@email.com,F,25,Cote d'Ivoire,Partenaire,2023-01-02,0
APP1163,Nathalie,Cisse,nathalie.cisse1162@email.com,F,39,Senegal,Publicite,2022-12-29,0
APP1164,Eric,Sow,eric.sow1163@email.com,M,24,Senegal,Organique,2022-08-21,0
APP1165,Luc,Ouattara,luc.ouattara1164@email.com,M,32,Senegal,Partenaire,2024-06-30,0
APP1166,Awa,Bamba,awa.bamba1165@email.com,F,35,Senegal,Organique,2022-05-01,1
APP1167,Awa,Diop,awa.diop1166@email.com,F,27,Cote d'Ivoire,Partenaire,2022-01-21,0
APP1168,Kone,Kone,kone.kone1167@email.com,M,28,Cote d'Ivoire,Organique,2024-06-30,1
APP1169,Mariame,Dembele,mariame.dembele1168@email.com,F,18,Burkina Faso,Reseaux sociaux,2024-02-18,0
APP1170,Moussa,Dembele,moussa.dembele1169@email.com,M,23,Ghana,Reseaux sociaux,2022-02-27,1
APP1171,Eric,Toure,eric.toure1170@email.com,M,33,Cote d'Ivoire,Organique,2022-08-10,1
APP1172,Mariame,Ouattara,mariame.ouattara1171@email.com,F,28,Senegal,Publicite,2022-03-13,1
APP1173,Seydou,Kone,seydou.kone1172@email.com,M,30,Senegal,Organique,2022-12-16,1
APP1174,Fatoumata,Keita,fatoumata.keita1173@email.com,F,28,Mali,Organique,2022-03-08,0
APP1175,Eric,Barry,eric.barry1174@email.com,M,41,Autre,Reseaux sociaux,2023-01-23,0
APP1176,Aissatou,Bamba,aissatou.bamba1175@email.com,F,25,Senegal,Reseaux sociaux,2022-05-28,0
APP1177,Paul,Coulibaly,paul.coulibaly1176@email.com,M,37,Cameroun,Organique,2024-06-30,1
APP1178,Eric,Sow,eric.sow1177@email.com,M,28,Ghana,Organique,2022-09-01,1
APP1179,Ibrahim,Diallo,ibrahim.diallo1178@email.com,M,38,Burkina Faso,Organique,2023-01-29,0
APP1180,Jean,Diop,jean.diop1179@email.com,M,20,Cote d'Ivoire,Publicite,2022-05-21,1
APP1181,Mariame,Konaté,mariame.konaté1180@email.com,F,29,Mali,Reseaux sociaux,2022-09-10,0
APP1182,Eric,Bah,eric.bah1181@email.com,M,25,Senegal,Organique,2022-01-21,0
APP1183,Luc,Doumbia,luc.doumbia1182@email.com,M,28,Cote d'Ivoire,Reseaux sociaux,2022-05-12,0
APP1184,Kone,Diallo,kone.diallo1183@email.com,M,35,Mali,Publicite,2022-12-02,0
APP1185,Eric,Doumbia,eric.doumbia1184@email.com,M,30,Burkina Faso,Publicite,2022-04-26,0
APP1186,Rokia,Diallo,rokia.diallo1185@email.com,F,35,Cote d'Ivoire,Organique,2022-03-10,1
APP1187,Paul,Coulibaly,paul.coulibaly1186@email.com,M,23,Senegal,Partenaire,2022-01-14,0
APP1188,Aissatou,Kone,aissatou.kone1187@email.com,F,23,Cote d'Ivoire,Organique,2022-07-16,0
APP1189,Amadou,Diallo,amadou.diallo1188@email.com,M,28,Cote d'Ivoire,Organique,2024-03-22,0
APP1190,Awa,Coulibaly,awa.coulibaly1189@email.com,F,27,Autre,Publicite,2023-05-11,0
APP1191,Moussa,Ndoye,moussa.ndoye1190@email.com,M,26,Cote d'Ivoire,Publicite,2024-06-30,1
APP1192,Yao,Mbaye,yao.mbaye1191@email.com,M,22,Senegal,Organique,2023-05-08,1
APP1193,Mariame,Diop,mariame.diop1192@email.com,F,35,Cote d'Ivoire,Publicite,2022-07-01,0
APP1194,Awa,Coulibaly,awa.coulibaly1193@email.com,F,25,Cameroun,Partenaire,2024-02-10,1
APP1195,Mariame,Bah,mariame.bah1194@email.com,F,36,Ghana,Partenaire,2023-07-18,1
APP1196,Seydou,Konaté,seydou.konaté1195@email.com,M,28,Cameroun,Partenaire,2022-09-13,1
APP1197,Ibrahim,Cisse,ibrahim.cisse1196@email.com,M,31,Cameroun,Reseaux sociaux,2024-06-30,0
APP1198,Awa,Toure,awa.toure1197@email.com,F,31,Mali,Publicite,2024-06-30,0
APP1199,Kofi,Ouattara,kofi.ouattara1198@email.com,M,23,France,Organique,2022-02-20,1
APP1200,Laure,Kone,laure.kone1199@email.com,F,30,Burkina Faso,Reseaux sociaux,2024-06-30,0
APP1201,Thierry,Sylla,thierry.sylla1200@email.com,M,200,Cote d'Ivoire,Organique,2022-11-24,0
APP1202,Ibrahim,Ndoye,ibrahim.ndoye1201@email.com,M,29,Senegal,Partenaire,2023-02-08,0
APP1203,Awa,Coulibaly,awa.coulibaly1202@email.com,F,33,Mali,Organique,2023-07-27,0
APP1204,Aminata,Barry,aminata.barry1203@email.com,F,32,Cote d'Ivoire,Reseaux sociaux,2022-03-11,0
APP1205,Kofi,Konaté,kofi.konaté1204@email.com,M,29,Cameroun,Partenaire,2022-10-25,1
APP1206,Thierry,Doumbia,thierry.doumbia1205@email.com,M,29,Cote d'Ivoire,Organique,2022-03-15,0
APP1207,Awa,Doumbia,awa.doumbia1206@email.com,F,31,Burkina Faso,Organique,2022-08-14,0
APP1208,Eric,Toure,eric.toure1207@email.com,M,32,Cameroun,Organique,2022-02-10,1
APP1209,Ibrahim,Ndoye,ibrahim.ndoye1208@email.com,M,19,Cameroun,Partenaire,2022-09-05,0
APP1210,Cheick,Coulibaly,cheick.coulibaly1209@email.com,M,29,Mali,Organique,2022-03-24,0
APP1211,Aida,Barry,aida.barry1210@email.com,F,26,Cote d'Ivoire,Reseaux sociaux,2022-10-15,1
APP1212,Marie,Doumbia,marie.doumbia1211@email.com,F,25,Senegal,Reseaux sociaux,2023-02-28,1
APP1213,Luc,Coulibaly,luc.coulibaly1212@email.com,M,35,Burkina Faso,Publicite,2024-06-30,1
APP1214,Moussa,Sylla,moussa.sylla1213@email.com,M,23,Cote d'Ivoire,Partenaire,2023-01-01,0
APP1215,Yao,Coulibaly,yao.coulibaly1214@email.com,M,19,Mali,Organique,2023-03-14,0
APP1216,Kofi,Coulibaly,kofi.coulibaly1215@email.com,M,32,Cote d'Ivoire,Publicite,2022-01-08,1
APP1217,Amadou,Cisse,amadou.cisse1216@email.com,M,19,Senegal,Partenaire,2023-01-20,1
APP1218,Kone,Ouattara,kone.ouattara1217@email.com,M,18,Senegal,Partenaire,2022-08-04,0
APP1219,Bintou,Doumbia,bintou.doumbia1218@email.com,F,33,Cameroun,Reseaux sociaux,2022-12-23,1
APP1220,Luc,Ouattara,luc.ouattara1219@email.com,M,28,Burkina Faso,Organique,2022-04-16,0
APP1221,Luc,Konaté,luc.konaté1220@email.com,M,30,Cote d'Ivoire,Partenaire,2022-08-04,0
APP1222,Seydou,Barry,seydou.barry1221@email.com,M,25,Cote d'Ivoire,Reseaux sociaux,2024-04-28,0
APP1223,Adjoua,Ouattara,adjoua.ouattara1222@email.com,F,19,Senegal,Organique,2023-01-19,0
APP1224,Aminata,Sow,aminata.sow1223@email.com,F,20,Cameroun,Organique,2023-10-27,1
APP1225,Kone,Ndoye,kone.ndoye1224@email.com,M,26,Mali,Organique,2022-10-08,0
APP1226,Aida,Sylla,aida.sylla1225@email.com,F,20,Mali,Reseaux sociaux,2022-02-25,1
APP1227,Luc,Bamba,luc.bamba1226@email.com,M,29,Cote d'Ivoire,Organique,2022-01-01,0
APP1228,Moussa,Diallo,moussa.diallo1227@email.com,M,25,Ghana,Partenaire,2022-10-02,1
APP1229,Aida,Bah,aida.bah1228@email.com,F,29,Cote d'Ivoire,Partenaire,2022-11-29,0
APP1230,Moussa,Cisse,moussa.cisse1229@email.com,M,28,Cote d'Ivoire,Organique,2022-06-01,1
APP1231,Oumar,Ouattara,oumar.ouattara1230@email.com,M,30,Cote d'Ivoire,Organique,2022-11-14,0
APP1232,Bintou,Cisse,bintou.cisse1231@email.com,F,30,Ghana,Organique,2023-09-05,1
APP1233,Moussa,Camara,moussa.camara1232@email.com,M,25,Cote d'Ivoire,Reseaux sociaux,2022-08-15,1
APP1234,Rokia,Dembele,rokia.dembele1233@email.com,F,29,Cameroun,Partenaire,2023-05-15,0
APP1235,Cheick,Kone,cheick.kone1234@email.com,M,29,Mali,Reseaux sociaux,2024-06-30,1
APP1236,Cheick,Kone,cheick.kone1235@email.com,M,18,Mali,Publicite,2023-12-07,0
APP1237,Kofi,Traore,kofi.traore1236@email.com,M,31,Ghana,Publicite,2022-07-16,1
APP1238,Ibrahim,Coulibaly,ibrahim.coulibaly1237@email.com,M,28,Cote d'Ivoire,Organique,2022-04-15,0
APP1239,Ibrahim,Keita,ibrahim.keita1238@email.com,M,31,Senegal,Partenaire,2022-11-19,1
APP1240,Paul,Cisse,paul.cisse1239@email.com,M,20,Senegal,Reseaux sociaux,2024-03-08,1
APP1241,Rokia,Toure,rokia.toure1240@email.com,F,26,Cameroun,Reseaux sociaux,2023-03-20,1
APP1242,Kone,Traore,kone.traore1241@email.com,M,21,Cameroun,Organique,2024-06-30,0
APP1243,Moussa,Barry,moussa.barry1242@email.com,M,32,Senegal,Organique,2024-06-30,0
APP1244,Jean,Traore,jean.traore1243@email.com,M,19,Cote d'Ivoire,Partenaire,2022-09-24,1
APP1245,Moussa,Coulibaly,moussa.coulibaly1244@email.com,M,22,Cote d'Ivoire,Reseaux sociaux,2023-09-05,0
APP1246,Thierry,Konaté,thierry.konaté1245@email.com,M,31,Senegal,Organique,2022-09-27,1
APP1247,Marie,Dembele,marie.dembele1246@email.com,F,24,Cote d'Ivoire,Organique,2022-01-01,0
APP1248,Oumar,Mbaye,oumar.mbaye1247@email.com,M,22,Senegal,Reseaux sociaux,2024-06-30,0
APP1249,Rokia,Sylla,rokia.sylla1248@email.com,F,33,Mali,Partenaire,2022-12-29,1
APP1250,Rokia,Konaté,rokia.konaté1249@email.com,F,33,Senegal,Reseaux sociaux,2022-09-19,0
APP1251,Paul,Mbaye,paul.mbaye1250@email.com,M,32,Senegal,Organique,2022-02-06,0
APP1252,Amadou,Diallo,amadou.diallo1251@email.com,M,33,Cote d'Ivoire,Organique,2022-04-30,0
APP1253,Jean,Coulibaly,jean.coulibaly1252@email.com,M,26,Cameroun,Partenaire,2022-05-10,1
APP1254,Marie,Bamba,marie.bamba1253@email.com,F,26,Senegal,Partenaire,2023-05-08,0
APP1255,Thierry,Diallo,thierry.diallo1254@email.com,M,24,Cote d'Ivoire,Organique,2024-04-28,1
APP1256,Clarisse,Sylla,clarisse.sylla1255@email.com,F,29,Cote d'Ivoire,Reseaux sociaux,2022-01-31,0
APP1257,Bintou,Sow,bintou.sow1256@email.com,F,24,Mali,Reseaux sociaux,2023-02-10,0
APP1258,Coumba,Camara,coumba.camara1257@email.com,F,25,Ghana,Partenaire,2022-02-08,0
APP1259,Luc,Ndoye,luc.ndoye1258@email.com,M,31,Senegal,Organique,2022-06-13,0
APP1260,Awa,Coulibaly,awa.coulibaly1259@email.com,F,35,France,Reseaux sociaux,2024-06-30,0
APP1261,Yao,Coulibaly,yao.coulibaly1260@email.com,M,30,Cote d'Ivoire,Publicite,2023-02-04,0
APP1262,Amadou,Diallo,amadou.diallo1261@email.com,M,38,Cote d'Ivoire,Reseaux sociaux,2022-10-08,0
APP1263,Oumar,Kone,oumar.kone1262@email.com,M,23,Ghana,Organique,2024-05-27,1
APP1264,Awa,Toure,awa.toure1263@email.com,F,18,Cote d'Ivoire,Organique,2023-05-03,0
APP1265,Amadou,Bamba,amadou.bamba1264@email.com,M,32,Cameroun,Organique,2022-04-27,0
APP1266,Rokia,Camara,rokia.camara1265@email.com,F,23,Cote d'Ivoire,Publicite,2022-11-28,0
APP1267,Kofi,Sow,kofi.sow1266@email.com,M,26,Cote d'Ivoire,Publicite,2022-12-09,0
APP1268,Rokia,Mbaye,rokia.mbaye1267@email.com,F,18,Senegal,Organique,2022-12-13,1
APP1269,Eric,Doumbia,eric.doumbia1268@email.com,M,22,Cote d'Ivoire,Publicite,2022-06-13,1
APP1270,Moussa,Konaté,moussa.konaté1269@email.com,M,18,Burkina Faso,Organique,2023-03-09,1
APP1271,Marie,Traore,marie.traore1270@email.com,F,25,France,Reseaux sociaux,2022-08-15,0
APP1272,Jean,Sow,jean.sow1271@email.com,M,25,Senegal,Partenaire,2024-06-30,0
APP1273,Cheick,Camara,cheick.camara1272@email.com,M,28,Senegal,Reseaux sociaux,2022-05-06,1
APP1274,Mariame,Bamba,mariame.bamba1273@email.com,F,35,Cote d'Ivoire,Reseaux sociaux,2023-03-23,1
APP1275,Kone,Coulibaly,kone.coulibaly1274@email.com,M,32,Cote d'Ivoire,Reseaux sociaux,2023-03-02,0
APP1276,Cheick,Diop,cheick.diop1275@email.com,M,18,Cote d'Ivoire,Organique,2022-07-06,0
APP1277,Moussa,Diop,moussa.diop1276@email.com,M,31,Burkina Faso,Publicite,2022-03-25,1
APP1278,Ibrahim,Mbaye,ibrahim.mbaye1277@email.com,M,28,Cote d'Ivoire,Organique,2022-02-06,1
APP1279,Mariame,Konaté,mariame.konaté1278@email.com,F,27,Cote d'Ivoire,Organique,2023-02-12,0
APP1280,Adjoua,Diop,adjoua.diop1279@email.com,F,27,Burkina Faso,Publicite,2022-08-06,0
APP1281,Thierry,Cisse,thierry.cisse1280@email.com,M,29,Cameroun,Reseaux sociaux,2022-09-11,1
APP1282,Moussa,Ndoye,moussa.ndoye1281@email.com,M,23,Cameroun,Reseaux sociaux,2022-07-20,1
APP1283,Ibrahim,Bamba,ibrahim.bamba1282@email.com,M,26,Cote d'Ivoire,Organique,2022-02-25,0
APP1284,Aminata,Coulibaly,aminata.coulibaly1283@email.com,F,35,Senegal,Organique,2022-09-01,0
APP1285,Clarisse,Toure,clarisse.toure1284@email.com,F,23,Senegal,Organique,2022-01-07,0
APP1286,Bintou,Diallo,bintou.diallo1285@email.com,F,21,Cote d'Ivoire,Reseaux sociaux,2022-07-03,1
APP1287,Eric,Bamba,eric.bamba1286@email.com,M,27,Cameroun,Reseaux sociaux,2022-10-19,1
APP1288,Amadou,Coulibaly,amadou.coulibaly1287@email.com,M,21,Ghana,Reseaux sociaux,2024-06-30,0
APP1289,Luc,Ndoye,luc.ndoye1288@email.com,M,18,Cote d'Ivoire,Publicite,2022-02-25,0
APP1290,Kone,Keita,kone.keita1289@email.com,M,25,Cote d'Ivoire,Publicite,2022-12-27,1
APP1291,Kofi,Cisse,kofi.cisse1290@email.com,M,36,Cote d'Ivoire,Organique,2022-06-24,0
APP1292,Mariame,Keita,mariame.keita1291@email.com,F,27,Burkina Faso,Publicite,2023-10-15,0
APP1293,Kone,Mbaye,kone.mbaye1292@email.com,M,29,Cote d'Ivoire,Publicite,2022-04-18,0
APP1294,Eric,Bamba,eric.bamba1293@email.com,M,18,Burkina Faso,Publicite,2022-07-30,0
APP1295,Kone,Doumbia,kone.doumbia1294@email.com,M,30,Mali,Partenaire,2023-05-15,1
