inscription_id,apprenant_id,parcours_id,progression_pct,engagement_score,nb_jours_inactif,score_risque,alerte_decrochage,prenom,nom,pays,titre,domaine,instructeur
INS01349,APP0964,PAR010,54.0,0.0,687.0,0.5929636483692918,1,Luc,Doumbia,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS00895,APP0625,PAR005,51.0,0.0,687.0,0.5929636483692918,1,Awa,Ouattara,Burkina Faso,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05343,APP3742,PAR008,13.0,0.0,327.0,0.5914334857197625,1,Thierry,Doumbia,Burkina Faso,Marketing Digital,Marketing Digital,Bamba Clarisse
INS03956,APP2780,PAR003,36.0,0.0,903.0,0.5913899561178021,1,Luc,Camara,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS04154,APP2912,PAR005,21.0,0.0,903.0,0.5913899561178021,1,Thierry,Bah,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05700,APP3989,PAR002,59.0,0.0,269.0,0.5911845217761317,1,Aissatou,Ouattara,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS02455,APP1749,PAR007,23.0,0.0,666.0,0.5911402921209201,1,Ibrahim,Ndoye,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS00468,APP0321,PAR011,69.0,0.0,666.0,0.5911402921209201,1,Laure,Doumbia,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS00467,APP0321,PAR002,67.0,0.0,666.0,0.5911402921209201,1,Laure,Doumbia,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS05988,APP4181,PAR004,30.0,0.0,777.0,0.5904227049447567,1,Clarisse,Keita,Cameroun,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS02849,APP2018,PAR005,60.0,0.0,777.0,0.5904227049447567,1,Serge,Bah,Mali,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05945,APP4156,PAR001,15.0,0.0,760.0,0.5897106437740869,1,Luc,Cisse,Mali,Data Analyse avec Python,Data & IA,Kouassi Yao
INS05946,APP4156,PAR011,71.0,0.0,760.0,0.5897106437740869,1,Luc,Cisse,Mali,Management de Projet,Management,Ouattara Serge
INS00237,APP0171,PAR002,33.0,0.0,760.0,0.5897106437740869,1,Paul,Bamba,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS03504,APP2466,PAR008,58.0,0.0,665.0,0.5894643422582169,1,Aissatou,Konaté,Cameroun,Marketing Digital,Marketing Digital,Bamba Clarisse
INS05287,APP3703,PAR006,66.0,0.0,268.0,0.5893575926914706,1,Kofi,Cisse,Cameroun,React & Node.js Fullstack,Developpement Web,Camara Luc
INS00576,APP0393,PAR010,51.0,0.0,337.0,0.5891829778772094,1,Aminata,Diallo,Senegal,Community Management,Marketing Digital,Konaté Aida
INS03585,APP2523,PAR002,88.0,0.0,337.0,0.5891829778772094,1,Kone,Ouattara,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS02067,APP1466,PAR004,88.0,0.0,337.0,0.5891829778772094,1,Bintou,Sow,Senegal,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS00370,APP0260,PAR010,38.0,0.0,774.0,0.5889152160968771,1,Aissatou,Diop,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS05207,APP3653,PAR002,62.0,0.0,774.0,0.5889152160968771,1,Yao,Sylla,Burkina Faso,Machine Learning Applique,Data & IA,Kouassi Yao
INS04508,APP3160,PAR001,78.0,0.0,775.0,0.5886505676030399,1,Ibrahim,Konaté,Burkina Faso,Data Analyse avec Python,Data & IA,Kouassi Yao
INS04785,APP3357,PAR003,16.0,0.0,775.0,0.5886505676030399,1,Amadou,Sylla,France,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS00026,APP0021,PAR004,34.0,0.0,775.0,0.5886505676030399,1,Mariame,Cisse,Mali,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS01077,APP0762,PAR004,87.0,0.0,693.0,0.5881570971291794,1,Ibrahim,Bah,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS02985,APP2110,PAR011,13.0,0.0,693.0,0.5881570971291794,1,Ibrahim,Ndoye,Cameroun,Management de Projet,Management,Ouattara Serge
INS05482,APP3838,PAR004,40.0,0.0,693.0,0.5881570971291794,1,Eric,Toure,Burkina Faso,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS01634,APP1164,PAR002,88.0,0.0,679.0,0.5878015057236919,1,Eric,Sow,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS00476,APP0326,PAR011,42.0,0.0,679.0,0.5878015057236919,1,Bintou,Kone,Senegal,Management de Projet,Management,Ouattara Serge
INS01278,APP0911,PAR005,48.0,0.0,679.0,0.5878015057236919,1,Marie,Camara,Ghana,HTML CSS JavaScript,Developpement Web,Camara Luc
INS00885,APP0618,PAR006,45.0,0.0,679.0,0.5878015057236919,1,Oumar,Keita,Senegal,React & Node.js Fullstack,Developpement Web,Camara Luc
INS03920,APP2752,PAR012,23.0,0.0,776.0,0.5876882231494548,1,Nathalie,Ouattara,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS06165,APP4296,PAR002,32.0,0.0,900.0,0.5873254317105524,1,Cheick,Bamba,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS05024,APP3523,PAR007,16.0,0.0,900.0,0.5873254317105524,1,Moussa,Toure,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS05433,APP3805,PAR001,30.0,0.0,900.0,0.5873254317105524,1,Moussa,Diop,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS01657,APP1179,PAR004,15.0,0.0,518.0,0.5858242252208661,1,Ibrahim,Diallo,Burkina Faso,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS00819,APP0568,PAR006,35.0,0.0,792.0,0.5851645440420974,1,Thierry,Konaté,Senegal,React & Node.js Fullstack,Developpement Web,Camara Luc
INS01760,APP1252,PAR011,68.0,0.0,792.0,0.5851645440420974,1,Amadou,Diallo,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS04132,APP2898,PAR010,61.0,0.0,771.0,0.585139790127765,1,Ibrahim,Diop,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS02637,APP1873,PAR009,43.0,0.0,771.0,0.585139790127765,1,Coumba,Bamba,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS04000,APP2810,PAR010,39.0,0.0,771.0,0.585139790127765,1,Kofi,Diop,Senegal,Community Management,Marketing Digital,Konaté Aida
INS05502,APP3851,PAR002,43.0,0.0,878.0,0.58449062609658,1,Jean,Ndoye,Ghana,Machine Learning Applique,Data & IA,Kouassi Yao
INS02738,APP1943,PAR007,75.0,0.0,878.0,0.58449062609658,1,Thierry,Toure,Cameroun,Python Web avec Django,Developpement Web,Traore Eric
INS03792,APP2664,PAR012,20.0,0.0,878.0,0.58449062609658,1,Thierry,Coulibaly,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS05277,APP3697,PAR011,49.0,0.0,877.0,0.583636402600519,1,Kofi,Diallo,Senegal,Management de Projet,Management,Ouattara Serge
INS06438,APP4485,PAR011,11.0,0.0,877.0,0.583636402600519,1,Bintou,Ndoye,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS03370,APP2381,PAR002,42.0,0.0,902.0,0.5831950039174771,1,Adjoua,Bah,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS04702,APP3300,PAR011,72.0,0.0,747.0,0.5826238593261437,1,Kone,Traore,Cameroun,Management de Projet,Management,Ouattara Serge
INS04268,APP2993,PAR006,28.0,0.0,747.0,0.5826238593261437,1,Ibrahim,Coulibaly,Mali,React & Node.js Fullstack,Developpement Web,Camara Luc
INS04269,APP2993,PAR010,12.0,0.0,747.0,0.5826238593261437,1,Ibrahim,Coulibaly,Mali,Community Management,Marketing Digital,Konaté Aida
INS01157,APP0819,PAR008,53.0,0.0,746.0,0.5825336459531131,1,Aminata,Ndoye,Senegal,Marketing Digital,Marketing Digital,Bamba Clarisse
INS06393,APP4451,PAR007,59.0,0.0,651.0,0.5819200672554002,1,Mariame,Bamba,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS00582,APP0398,PAR011,87.0,0.0,651.0,0.5819200672554002,1,Kone,Sylla,Senegal,Management de Projet,Management,Ouattara Serge
INS05942,APP4153,PAR011,14.0,0.0,651.0,0.5819200672554002,1,Moussa,Dembele,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS06392,APP4451,PAR010,39.0,0.0,651.0,0.5819200672554002,1,Mariame,Bamba,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS03014,APP2131,PAR001,49.0,0.0,695.0,0.581790002815283,1,Eric,Mbaye,Mali,Data Analyse avec Python,Data & IA,Kouassi Yao
INS02152,APP1530,PAR008,57.0,0.0,745.0,0.5815865349547704,1,Oumar,Ouattara,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS02153,APP1530,PAR009,60.0,0.0,745.0,0.5815865349547704,1,Oumar,Ouattara,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS04467,APP3131,PAR001,71.0,39.04730399431628,109.0,0.5812210071934742,1,Oumar,Sylla,France,Data Analyse avec Python,Data & IA,Kouassi Yao
INS01647,APP1172,PAR001,81.0,0.0,840.0,0.5802815641570415,1,Mariame,Ouattara,Senegal,Data Analyse avec Python,Data & IA,Kouassi Yao
INS01179,APP0835,PAR005,28.0,0.0,840.0,0.5802815641570415,1,Coumba,Diallo,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS03697,APP2595,PAR007,14.0,0.0,840.0,0.5802815641570415,1,Luc,Kone,Cameroun,Python Web avec Django,Developpement Web,Traore Eric
INS04822,APP3383,PAR004,39.0,0.0,840.0,0.5802815641570415,1,Coumba,Konaté,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS00705,APP0487,PAR002,37.0,0.0,840.0,0.5802815641570415,1,Kone,Konaté,Cote d'Ivoire,Machine Learning Applique,Data & IA,Kouassi Yao
INS04118,APP2890,PAR003,22.0,0.0,659.0,0.5802009377342237,1,Kone,Sylla,Cote d'Ivoire,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS01314,APP0941,PAR007,63.0,0.0,659.0,0.5802009377342237,1,Serge,Barry,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS04713,APP3306,PAR001,44.0,0.0,779.0,0.5788632090377789,1,Jean,Bah,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS02789,APP1979,PAR008,48.0,0.0,779.0,0.5788632090377789,1,Bintou,Traore,Cameroun,Marketing Digital,Marketing Digital,Bamba Clarisse
INS02325,APP1658,PAR009,62.0,0.0,644.0,0.5788620078888748,1,Marie,Kone,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS03523,APP2478,PAR012,39.0,0.0,644.0,0.5788620078888748,1,Amadou,Sylla,Ghana,Leadership & Soft Skills,Management,Ouattara Serge
INS04329,APP3036,PAR008,73.0,0.0,644.0,0.5788620078888748,1,Fatoumata,Cisse,Mali,Marketing Digital,Marketing Digital,Bamba Clarisse
INS00859,APP0598,PAR009,57.0,0.0,744.0,0.5788178309662768,1,Rokia,Sow,Burkina Faso,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05760,APP4027,PAR005,74.0,0.0,255.0,0.5787617504567154,1,Aminata,Cisse,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS01625,APP1158,PAR005,37.0,0.0,284.0,0.5779667592047854,1,Seydou,Barry,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS04810,APP3376,PAR009,22.0,0.0,284.0,0.5779667592047854,1,Ibrahim,Bah,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS01626,APP1158,PAR007,68.0,0.0,284.0,0.5779667592047854,1,Seydou,Barry,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS00873,APP0610,PAR008,12.0,0.0,739.0,0.5777858772898466,1,Oumar,Diop,Mali,Marketing Digital,Marketing Digital,Bamba Clarisse
INS00872,APP0610,PAR004,68.0,0.0,739.0,0.5777858772898466,1,Oumar,Diop,Mali,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS03742,APP2625,PAR006,49.0,0.0,582.0,0.5776618799603885,1,Oumar,Diallo,Cameroun,React & Node.js Fullstack,Developpement Web,Camara Luc
INS00989,APP0699,PAR003,42.0,0.0,582.0,0.5776618799603885,1,Laure,Camara,Cameroun,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS01117,APP0790,PAR002,46.0,0.0,350.0,0.577348681583855,1,Clarisse,Coulibaly,Cameroun,Machine Learning Applique,Data & IA,Kouassi Yao
INS02914,APP2061,PAR005,51.0,0.0,645.0,0.5773183469681142,1,Sophie,Diallo,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05243,APP3673,PAR012,14.0,0.0,737.0,0.5772558740858682,1,Thierry,Toure,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS02239,APP1594,PAR012,19.0,0.0,737.0,0.5772558740858682,1,Yao,Dembele,Autre,Leadership & Soft Skills,Management,Ouattara Serge
INS01389,APP0993,PAR011,49.0,0.0,368.0,0.5771456692104847,1,Aida,Doumbia,Ghana,Management de Projet,Management,Ouattara Serge
INS03776,APP2652,PAR012,68.0,0.0,340.0,0.5770789059598684,1,Ibrahim,Ndoye,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS05244,APP3674,PAR002,37.0,0.0,879.0,0.5770363573340734,1,Oumar,Barry,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS06056,APP4227,PAR001,76.0,0.0,879.0,0.5770363573340734,1,Aminata,Cisse,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS03023,APP2135,PAR008,82.0,0.0,879.0,0.5770363573340734,1,Oumar,Coulibaly,Burkina Faso,Marketing Digital,Marketing Digital,Bamba Clarisse
INS02302,APP1640,PAR011,12.0,0.0,773.0,0.5766462060342131,1,Aida,Diallo,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS05409,APP3787,PAR010,77.0,0.0,773.0,0.5766462060342131,1,Aminata,Diop,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS00025,APP0020,PAR009,75.0,0.0,773.0,0.5766462060342131,1,Fatoumata,Bamba,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS04308,APP3019,PAR006,69.0,61.08250747957806,35.0,0.5764116670459082,1,Cheick,Cisse,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS04920,APP3453,PAR002,63.0,0.0,741.0,0.5763261363987184,1,Ibrahim,Cisse,Burkina Faso,Machine Learning Applique,Data & IA,Kouassi Yao
INS04943,APP3468,PAR008,35.0,0.0,741.0,0.5763261363987184,1,Jean,Camara,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS06260,APP4363,PAR001,35.0,21.668793696158342,236.0,0.5760916681145369,1,Laure,Keita,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS01543,APP1099,PAR007,10.0,0.0,658.0,0.5759984736019895,1,Bintou,Camara,Cameroun,Python Web avec Django,Developpement Web,Traore Eric
INS00383,APP0266,PAR006,68.0,0.0,658.0,0.5759984736019895,1,Thierry,Barry,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS00149,APP0108,PAR009,84.0,0.0,881.0,0.5755056974021464,1,Amadou,Toure,Cameroun,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS01768,APP1256,PAR001,22.0,0.0,881.0,0.5755056974021464,1,Clarisse,Sylla,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS02758,APP1956,PAR012,50.0,0.0,881.0,0.5755056974021464,1,Mariame,Toure,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS03217,APP2273,PAR010,72.0,0.0,881.0,0.5755056974021464,1,Nathalie,Coulibaly,Senegal,Community Management,Marketing Digital,Konaté Aida
INS01491,APP1058,PAR002,40.0,0.0,881.0,0.5755056974021464,1,Seydou,Bah,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS03508,APP2470,PAR009,50.0,0.0,770.0,0.5754486702857337,1,Eric,Dembele,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS06251,APP4357,PAR008,74.0,0.0,734.0,0.5754216067390955,1,Mariame,Sow,Cameroun,Marketing Digital,Marketing Digital,Bamba Clarisse
INS01921,APP1361,PAR001,46.0,0.0,734.0,0.5754216067390955,1,Rokia,Diop,Senegal,Data Analyse avec Python,Data & IA,Kouassi Yao
INS02858,APP2024,PAR002,53.0,0.0,738.0,0.5753803761318382,1,Oumar,Sow,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS04659,APP3269,PAR007,77.0,0.0,738.0,0.5753803761318382,1,Aissatou,Diop,Cote d'Ivoire,Python Web avec Django,Developpement Web,Traore Eric
INS02271,APP1619,PAR010,36.0,0.0,367.0,0.5751620835560765,1,Aminata,Coulibaly,France,Community Management,Marketing Digital,Konaté Aida
INS02301,APP1639,PAR007,11.0,0.0,858.0,0.5749683813289511,1,Amadou,Traore,Mali,Python Web avec Django,Developpement Web,Traore Eric
INS03893,APP2732,PAR001,39.0,0.0,858.0,0.5749683813289511,1,Jean,Keita,Cote d'Ivoire,Data Analyse avec Python,Data & IA,Kouassi Yao
INS05868,APP4101,PAR008,67.0,0.0,732.0,0.5747466475319489,1,Seydou,Dembele,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS05091,APP3573,PAR006,26.0,0.0,732.0,0.5747466475319489,1,Thierry,Diop,Mali,React & Node.js Fullstack,Developpement Web,Camara Luc
INS04873,APP3415,PAR008,84.0,0.0,732.0,0.5747466475319489,1,Serge,Traore,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS05372,APP3761,PAR007,19.0,0.0,732.0,0.5747466475319489,1,Sophie,Kone,Senegal,Python Web avec Django,Developpement Web,Traore Eric
INS00879,APP0614,PAR011,63.0,0.0,782.0,0.5736579122883985,1,Coumba,Dembele,Senegal,Management de Projet,Management,Ouattara Serge
INS00977,APP0689,PAR008,54.0,0.0,782.0,0.5736579122883985,1,Aminata,Doumbia,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS06451,APP4495,PAR005,67.0,0.0,733.0,0.5732617557840453,1,Amadou,Coulibaly,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS06012,APP4193,PAR012,68.0,0.0,342.0,0.5730219556759926,1,Amadou,Mbaye,Mali,Leadership & Soft Skills,Management,Ouattara Serge
INS00418,APP0288,PAR011,62.0,0.0,342.0,0.5730219556759926,1,Thierry,Barry,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS05612,APP3928,PAR008,65.0,0.0,342.0,0.5730219556759926,1,Coumba,Bamba,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS04908,APP3443,PAR008,76.0,0.0,859.0,0.572587961487052,1,Serge,Konaté,Ghana,Marketing Digital,Marketing Digital,Bamba Clarisse
INS02443,APP1740,PAR012,36.0,0.0,859.0,0.572587961487052,1,Nathalie,Camara,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS01709,APP1218,PAR002,15.0,0.0,696.0,0.5724824274050547,1,Kone,Ouattara,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS04837,APP3392,PAR009,31.0,0.0,696.0,0.5724824274050547,1,Nathalie,Sow,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS01611,APP1146,PAR005,45.0,0.0,696.0,0.5724824274050547,1,Kone,Diop,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05907,APP4127,PAR009,77.0,0.0,696.0,0.5724824274050547,1,Ibrahim,Keita,Senegal,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS01851,APP1316,PAR005,17.0,0.0,568.0,0.5724233720095404,1,Sophie,Barry,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS04369,APP3066,PAR005,41.0,0.0,568.0,0.5724233720095404,1,Kone,Diallo,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS02862,APP2026,PAR006,24.0,0.0,857.0,0.5723507970504695,1,Eric,Toure,Senegal,React & Node.js Fullstack,Developpement Web,Camara Luc
INS02112,APP1500,PAR003,41.0,0.0,781.0,0.5721106749853749,1,Awa,Diallo,Mali,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS04775,APP3350,PAR011,28.0,0.0,769.0,0.5714473686627172,1,Thierry,Ouattara,Senegal,Management de Projet,Management,Ouattara Serge
INS04138,APP2901,PAR012,68.0,0.0,769.0,0.5714473686627172,1,Thierry,Coulibaly,Ghana,Leadership & Soft Skills,Management,Ouattara Serge
INS01405,APP1003,PAR010,35.0,0.0,769.0,0.5714473686627172,1,Jean,Mbaye,Senegal,Community Management,Marketing Digital,Konaté Aida
INS04407,APP3092,PAR006,51.0,0.0,769.0,0.5714473686627172,1,Bintou,Camara,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS04194,APP2940,PAR003,31.0,0.0,772.0,0.5714338347858605,1,Luc,Bah,Mali,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS03771,APP2648,PAR011,53.0,0.0,672.0,0.571260424104505,1,Nathalie,Mbaye,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS04963,APP3483,PAR009,66.0,0.0,698.0,0.5711080437579573,1,Adjoua,Diop,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS02672,APP1898,PAR011,65.0,0.0,698.0,0.5711080437579573,1,Jean,Diallo,Senegal,Management de Projet,Management,Ouattara Serge
INS00570,APP0390,PAR006,67.0,0.0,698.0,0.5711080437579573,1,Aida,Bamba,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS03901,APP2739,PAR006,26.0,0.0,908.0,0.5709834382476544,1,Sophie,Toure,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS02710,APP1927,PAR003,79.0,0.0,908.0,0.5709834382476544,1,Kofi,Bamba,Mali,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS05298,APP3711,PAR009,38.0,0.0,697.0,0.5704917208905721,1,Laure,Sow,Burkina Faso,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS00629,APP0434,PAR012,16.0,0.0,697.0,0.5704917208905721,1,Fatoumata,Ndoye,Cote d'Ivoire,Leadership & Soft Skills,Management,Ouattara Serge
INS04805,APP3372,PAR005,19.0,0.0,371.0,0.570474740403254,1,Luc,Ouattara,Cameroun,HTML CSS JavaScript,Developpement Web,Camara Luc
INS03563,APP2509,PAR005,40.0,0.0,357.0,0.5702643967068,1,Jean,Diop,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS04427,APP3106,PAR001,31.0,0.0,762.0,0.5700559868387794,1,Aminata,Coulibaly,Burkina Faso,Data Analyse avec Python,Data & IA,Kouassi Yao
INS04956,APP3476,PAR001,61.0,0.0,485.0,0.5699999504075076,1,Oumar,Ndoye,Cameroun,Data Analyse avec Python,Data & IA,Kouassi Yao
INS03041,APP2148,PAR007,48.0,0.0,319.0,0.5692589857458702,1,Aminata,Dembele,Burkina Faso,Python Web avec Django,Developpement Web,Traore Eric
INS04912,APP3447,PAR009,39.0,0.0,319.0,0.5692589857458702,1,Bintou,Camara,Cote d'Ivoire,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS01300,APP0929,PAR011,55.0,0.0,907.0,0.5690149090500688,1,Bintou,Ndoye,Cote d'Ivoire,Management de Projet,Management,Ouattara Serge
INS05905,APP4125,PAR005,24.0,0.0,841.0,0.5688401151979686,1,Clarisse,Keita,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS05146,APP3612,PAR005,19.0,0.0,841.0,0.5688401151979686,1,Amadou,Ndoye,Cote d'Ivoire,HTML CSS JavaScript,Developpement Web,Camara Luc
INS06311,APP4398,PAR008,23.0,0.0,765.0,0.5685936128333922,1,Fatoumata,Mbaye,Cameroun,Marketing Digital,Marketing Digital,Bamba Clarisse
INS01487,APP1055,PAR005,56.0,0.0,523.0,0.5683322261796617,1,Moussa,Barry,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS06317,APP4401,PAR002,28.0,0.0,523.0,0.5683322261796617,1,Laure,Sylla,Ghana,Machine Learning Applique,Data & IA,Kouassi Yao
INS04302,APP3014,PAR007,50.0,0.0,891.0,0.5680593840804086,1,Mariame,Cisse,Cameroun,Python Web avec Django,Developpement Web,Traore Eric
INS02151,APP1529,PAR006,18.0,0.0,521.0,0.5676603704284511,1,Amadou,Ouattara,Burkina Faso,React & Node.js Fullstack,Developpement Web,Camara Luc
INS01063,APP0750,PAR005,44.0,0.0,842.0,0.5675905616903758,1,Nathalie,Ndoye,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS01061,APP0750,PAR012,45.0,0.0,842.0,0.5675905616903758,1,Nathalie,Ndoye,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS03512,APP2472,PAR009,19.0,0.0,791.0,0.5673178738902924,1,Aissatou,Toure,France,SEO & Growth Hacking,Marketing Digital,Bamba Clarisse
INS05884,APP4113,PAR005,33.0,0.0,791.0,0.5673178738902924,1,Clarisse,Cisse,Senegal,HTML CSS JavaScript,Developpement Web,Camara Luc
INS03511,APP2472,PAR008,69.0,0.0,791.0,0.5673178738902924,1,Aissatou,Toure,France,Marketing Digital,Marketing Digital,Bamba Clarisse
INS05294,APP3708,PAR002,61.0,0.0,790.0,0.567140137819448,1,Aida,Bamba,Senegal,Machine Learning Applique,Data & IA,Kouassi Yao
INS02063,APP1464,PAR002,65.0,0.0,790.0,0.567140137819448,1,Yao,Doumbia,Ghana,Machine Learning Applique,Data & IA,Kouassi Yao
INS03454,APP2433,PAR012,45.0,0.0,790.0,0.567140137819448,1,Nathalie,Konaté,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS06018,APP4199,PAR006,12.0,0.0,364.0,0.5666287895129638,1,Ibrahim,Bah,Cote d'Ivoire,React & Node.js Fullstack,Developpement Web,Camara Luc
INS02636,APP1872,PAR004,52.0,0.0,486.0,0.5661073269921022,1,Thierry,Toure,Cote d'Ivoire,Power BI & Dashboards,Data & IA,Diallo Fatoumata
INS03861,APP2711,PAR003,81.0,0.0,522.0,0.5658334413437902,1,Bintou,Mbaye,Cameroun,SQL & Bases de Donnees,Data & IA,Ndoye Cheick
INS04121,APP2891,PAR012,77.0,0.0,522.0,0.5658334413437902,1,Yao,Ouattara,Senegal,Leadership & Soft Skills,Management,Ouattara Serge
INS06173,APP4300,PAR010,80.0,0.0,723.0,0.565549734660765,1,Awa,Bamba,Cote d'Ivoire,Community Management,Marketing Digital,Konaté Aida
INS02825,APP2002,PAR008,64.0,0.0,723.0,0.565549734660765,1,Oumar,Konaté,Cote d'Ivoire,Marketing Digital,Marketing Digital,Bamba Clarisse
INS06256,APP4360,PAR010,24.0,0.0,723.0,0.565549734660765,1,Aissatou,Diallo,Senegal,Community Management,Marketing Digital,Konaté Aida
