client_id,client_nom,nationalite,client_fidele,nb_sejours,revenu_total,duree_moy,csat_moy,quartile,segment
CLI0952,Yao Ndoye,Autre,0,5,1990600.0,4.6,4.0,1,Premium
CLI0510,Aida Ndoye,Ghaneeen,1,7,1983640.0,2.3,4.1,1,Premium
CLI2910,Serge Mensah,Ghaneeen,0,3,1978800.0,3.0,3.7,1,Premium
CLI0333,Adjoua Traore,Ivoirien,0,2,1976560.0,4.0,5.0,1,Premium
CLI1041,Aminata Ndoye,Ivoirien,0,3,1975700.0,3.7,3.0,1,Premium
CLI0062,Awa Traore,Camerounais,0,9,1967920.0,2.8,3.8,1,Premium
CLI1879,Kofi Diallo,Senegalais,0,6,1966500.0,3.5,4.0,1,Premium
CLI1437,Yao Sow,Senegalais,0,4,1965120.0,2.0,4.5,1,Premium
CLI0987,Marie Diallo,Senegalais,0,3,1964340.0,4.0,3.3,1,Premium
CLI2656,Sophie Ndoye,Ivoirien,1,9,1963800.0,2.8,4.6,1,Premium
CLI2594,Ibrahim Koné,Français,0,5,1963580.0,3.8,4.8,1,Premium
CLI1952,Aida Bamba,Camerounais,0,2,1960000.0,2.5,4.0,1,Premium
CLI2029,Moussa Sow,Autre,0,3,1953120.0,4.0,4.0,1,Premium
CLI0523,Luc Camara,Camerounais,0,6,1952080.0,3.5,4.7,1,Premium
CLI1123,Fatou Bamba,Senegalais,0,8,1950840.0,2.1,4.2,1,Premium
CLI0641,Jean Bamba,Ivoirien,0,5,1945000.0,3.4,4.4,1,Premium
CLI0273,Cheick Mensah,Autre,0,7,1944000.0,3.0,4.0,1,Premium
CLI1791,Ibrahim Sow,Camerounais,0,9,1936590.0,2.2,4.3,1,Premium
CLI1096,Moussa Nkomo,Ivoirien,0,6,1935680.0,2.8,3.8,1,Premium
CLI0246,Fatou Diallo,Ivoirien,0,6,1930840.0,3.2,3.5,1,Premium
CLI0113,Eric Camara,Autre,0,2,1930400.0,4.0,4.0,1,Premium
CLI0958,Cheick Koné,Senegalais,0,6,1928600.0,2.8,4.3,1,Premium
CLI2505,Serge Bamba,Ivoirien,0,8,1928000.0,3.8,4.9,1,Premium
CLI2783,Serge Koné,Senegalais,0,5,1924900.0,4.4,3.0,1,Premium
CLI0849,Luc Camara,Americain,1,7,1920240.0,2.7,4.1,1,Premium
CLI2208,Eric Traore,Senegalais,1,5,1916320.0,4.8,3.6,1,Premium
CLI1038,Yao Mensah,Camerounais,1,5,1915500.0,2.0,3.8,1,Premium
CLI0548,Luc Koné,Senegalais,0,4,1913100.0,3.0,3.5,1,Premium
CLI2242,Awa Bamba,Ivoirien,0,7,1907000.0,3.4,4.6,1,Premium
CLI0394,Paul Kouassi,Americain,1,3,1905000.0,2.0,4.0,1,Premium
CLI1629,Aminata Bamba,Ivoirien,0,3,1900600.0,3.0,3.7,1,Premium
CLI2468,Eric Diallo,Allemand,1,5,1899480.0,3.0,4.0,1,Premium
CLI1386,Yao Koné,Ivoirien,0,4,1893620.0,2.5,4.3,1,Premium
CLI1016,Moussa Traore,Senegalais,0,10,1891880.0,2.3,3.9,1,Premium
CLI2161,Luc Camara,Ivoirien,0,7,1891560.0,2.3,3.7,1,Premium
CLI0105,Luc Diallo,Ivoirien,0,4,1890600.0,2.8,4.3,1,Premium
CLI1254,Ibrahim Mensah,Camerounais,0,8,1890560.0,3.8,3.3,1,Premium
CLI1409,Yao Camara,Ivoirien,1,6,1887280.0,2.7,4.0,1,Premium
CLI2990,Awa Nkomo,Senegalais,0,6,1886280.0,2.8,4.0,1,Premium
CLI1875,Moussa Kouassi,Ghaneeen,0,3,1885800.0,2.3,3.7,1,Premium
CLI1604,Yao Nkomo,Autre,0,4,1884640.0,4.5,3.5,1,Premium
CLI1438,Rokia Koné,Americain,0,6,1884000.0,2.8,3.3,1,Premium
CLI0707,Jean Ndoye,Ivoirien,1,4,1883040.0,3.3,3.7,1,Premium
CLI2841,Paul Koné,Ghaneeen,0,4,1881600.0,3.5,5.0,1,Premium
CLI1100,Adjoua Traore,Ivoirien,1,5,1865000.0,2.8,3.4,1,Premium
CLI0715,Yao Bamba,Ivoirien,0,3,1864000.0,2.3,3.3,1,Premium
CLI0698,Paul Diallo,Senegalais,0,8,1862280.0,2.1,2.8,1,Premium
CLI2965,Jean Sow,Autre,0,7,1861600.0,4.4,3.0,1,Premium
CLI0614,Adjoua Bamba,Ghaneeen,0,7,1861500.0,3.3,3.6,1,Premium
CLI0759,Ibrahim Traore,Britannique,0,7,1858780.0,2.1,4.4,1,Premium
CLI1819,Kofi Sow,Senegalais,0,3,1857440.0,3.3,4.7,1,Premium
CLI2226,Ibrahim Mensah,Senegalais,1,3,1856160.0,3.0,4.0,1,Premium
CLI0431,Kofi Diallo,Camerounais,1,3,1856000.0,2.3,4.3,1,Premium
CLI0136,Moussa Kouassi,Senegalais,0,4,1844400.0,3.0,4.3,1,Premium
CLI1055,Serge Mensah,Français,1,6,1843680.0,3.8,3.3,1,Premium
CLI0124,Rokia Ndoye,Britannique,0,11,1843200.0,2.5,4.5,1,Premium
CLI2030,Eric Ndoye,Camerounais,0,3,1841500.0,4.3,4.7,1,Premium
CLI1574,Rokia Ndoye,Français,0,2,1833000.0,5.0,3.5,1,Premium
CLI2772,Binta Mensah,Camerounais,0,2,1831200.0,2.5,5.0,1,Premium
CLI1195,Serge Camara,Allemand,0,5,1831080.0,3.0,3.7,1,Premium
CLI1705,Cheick Sow,Americain,0,7,1826040.0,2.7,3.4,1,Premium
CLI2459,Awa Bamba,Camerounais,0,4,1825200.0,3.3,4.8,1,Premium
CLI2446,Adjoua Diallo,Ivoirien,0,6,1823920.0,2.8,4.0,1,Premium
CLI2005,Cheick Koné,Allemand,0,4,1823760.0,3.5,4.3,1,Premium
CLI1646,Yao Traore,Ivoirien,0,3,1822980.0,3.0,4.0,1,Premium
CLI2768,Moussa Ndoye,Allemand,0,2,1822400.0,3.5,4.0,1,Premium
CLI0228,Aida Nkomo,Ghaneeen,0,4,1821800.0,2.0,3.8,1,Premium
CLI1061,Serge Ndoye,Camerounais,0,6,1819960.0,3.5,4.3,1,Premium
CLI2687,Marie Nkomo,Ghaneeen,0,8,1816840.0,2.0,3.8,1,Premium
CLI0584,Clarisse Nkomo,Ghaneeen,0,7,1816000.0,3.3,4.6,1,Premium
CLI2519,Paul Koné,Autre,1,2,1814800.0,3.0,4.0,1,Premium
CLI0242,Yao Koné,Ivoirien,1,5,1814400.0,3.2,4.6,1,Premium
CLI0258,Serge Kouassi,Ivoirien,0,5,1809640.0,4.4,3.8,1,Premium
CLI1948,Cheick Kouassi,Ivoirien,0,4,1805700.0,2.5,3.0,1,Premium
CLI0904,Awa Camara,Camerounais,0,3,1802740.0,3.0,3.3,1,Premium
CLI1754,Marie Traore,Americain,0,2,1799500.0,3.5,4.5,1,Premium
CLI1258,Awa Kouassi,Senegalais,0,4,1794150.0,4.8,3.8,1,Premium
CLI2182,Aminata Camara,Senegalais,0,5,1792160.0,2.6,4.0,1,Premium
CLI1001,Kofi Diallo,Ivoirien,1,6,1792000.0,2.2,4.5,1,Premium
CLI0853,Jean Sow,Autre,0,5,1790840.0,3.6,4.0,1,Premium
CLI2006,Eric Diallo,Ivoirien,0,3,1789100.0,4.0,4.3,1,Premium
CLI1228,Kofi Bamba,Americain,0,3,1787400.0,3.0,3.7,1,Premium
CLI2073,Yao Traore,Camerounais,1,5,1785200.0,2.6,4.2,1,Premium
CLI0928,Luc Traore,Camerounais,0,3,1783500.0,2.3,4.3,1,Premium
CLI1600,Cheick Camara,Ivoirien,0,3,1782600.0,3.7,4.0,1,Premium
CLI0685,Fatou Bamba,Ivoirien,0,5,1782530.0,2.6,4.0,1,Premium
CLI0804,Aminata Traore,Camerounais,0,5,1780650.0,3.2,4.0,1,Premium
CLI0677,Serge Sow,Britannique,1,3,1779060.0,2.7,4.7,1,Premium
CLI1946,Aminata Koné,Ivoirien,0,3,1778400.0,4.7,4.3,1,Premium
CLI0499,Aida Ndoye,Americain,1,3,1777200.0,3.3,5.0,1,Premium
CLI2757,Serge Traore,Camerounais,0,7,1776000.0,1.9,4.1,1,Premium
CLI2610,Eric Koné,Camerounais,0,6,1775760.0,2.8,3.7,1,Premium
CLI2585,Paul Koné,Français,1,4,1775600.0,2.8,4.0,1,Premium
CLI0947,Paul Nkomo,Ivoirien,0,5,1774400.0,3.0,4.0,1,Premium
CLI2723,Jean Diallo,Americain,1,5,1773360.0,2.2,4.0,1,Premium
CLI1562,Aida Mensah,Senegalais,1,1,1771000.0,5.0,5.0,1,Premium
CLI0800,Yao Diallo,Senegalais,0,5,1769120.0,3.2,4.0,1,Premium
CLI0217,Luc Kouassi,Ivoirien,0,7,1768960.0,2.6,3.4,1,Premium
CLI0553,Binta Diallo,Français,0,5,1766960.0,4.2,3.6,1,Premium
CLI2152,Binta Camara,Ivoirien,0,8,1766500.0,1.9,4.8,1,Premium
CLI1826,Luc Kouassi,Ivoirien,0,5,1765630.0,2.8,4.2,1,Premium
CLI0691,Moussa Mensah,Ivoirien,0,3,1761440.0,6.0,4.3,1,Premium
CLI2223,Jean Koné,Ivoirien,1,4,1759920.0,4.3,4.0,1,Premium
CLI1149,Paul Mensah,Français,0,8,1756160.0,2.8,4.1,1,Premium
CLI2736,Marie Sow,Ghaneeen,0,5,1755760.0,3.8,3.4,1,Premium
CLI1346,Jean Camara,Ivoirien,0,4,1752600.0,4.0,4.5,1,Premium
CLI2198,Paul Camara,Camerounais,1,2,1748900.0,3.5,3.5,1,Premium
CLI2285,Clarisse Ndoye,Ivoirien,0,3,1741900.0,3.3,4.3,1,Premium
CLI2727,Cheick Diallo,Senegalais,1,4,1734000.0,2.3,4.3,1,Premium
CLI0411,Paul Koné,Ivoirien,0,5,1730080.0,3.6,4.4,1,Premium
CLI3000,Aminata Ndoye,Ivoirien,1,5,1729700.0,3.6,4.6,1,Premium
CLI2113,Serge Camara,Ivoirien,0,4,1729400.0,2.8,4.3,1,Premium
CLI1910,Clarisse Koné,Ivoirien,0,4,1728000.0,4.5,3.5,1,Premium
CLI0779,Kofi Mensah,Ivoirien,0,8,1727760.0,3.1,4.4,1,Premium
CLI0009,Adjoua Kouassi,Americain,0,6,1727720.0,2.2,4.3,1,Premium
CLI0515,Ibrahim Mensah,Senegalais,0,7,1723840.0,2.7,4.0,1,Premium
CLI2626,Luc Ndoye,Senegalais,1,2,1723500.0,5.0,3.0,1,Premium
CLI2648,Kofi Traore,Ivoirien,0,4,1719950.0,2.8,5.0,1,Premium
CLI2674,Eric Kouassi,Français,1,5,1718800.0,2.2,3.2,1,Premium
CLI2297,Clarisse Ndoye,Ivoirien,0,4,1718400.0,4.0,4.0,1,Premium
CLI0449,Yao Diallo,Americain,0,4,1715800.0,3.5,4.5,1,Premium
CLI2823,Aida Traore,Britannique,0,4,1715200.0,2.3,4.3,1,Premium
CLI2148,Serge Ndoye,Ghaneeen,0,1,1710625.0,5.0,5.0,1,Premium
CLI2663,Jean Diallo,Ghaneeen,1,9,1707280.0,2.3,4.6,1,Premium
CLI2502,Clarisse Mensah,Ivoirien,0,6,1705840.0,3.3,3.3,1,Premium
CLI2365,Eric Koné,Ivoirien,0,4,1705400.0,3.3,3.3,1,Premium
CLI0022,Ibrahim Koné,Senegalais,0,6,1692170.0,2.0,3.5,1,Premium
CLI0453,Ibrahim Diallo,Camerounais,0,4,1689800.0,3.5,4.0,1,Premium
CLI2579,Awa Ndoye,Camerounais,0,5,1689480.0,2.6,4.8,1,Premium
CLI2836,Ibrahim Bamba,Americain,0,5,1689000.0,3.0,4.6,1,Premium
CLI0967,Ibrahim Ndoye,Français,0,5,1688220.0,2.8,3.4,1,Premium
CLI0754,Eric Traore,Ghaneeen,1,3,1687575.0,3.0,4.0,1,Premium
CLI1531,Kofi Nkomo,Autre,1,6,1685500.0,3.3,4.0,1,Premium
CLI2534,Marie Mensah,Autre,0,3,1683000.0,2.7,4.3,1,Premium
CLI1238,Marie Traore,Camerounais,0,4,1682000.0,4.3,3.8,1,Premium
CLI1456,Cheick Diallo,Camerounais,0,4,1680800.0,3.5,4.0,1,Premium
CLI1943,Yao Traore,Senegalais,0,6,1679400.0,3.0,4.2,1,Premium
CLI0970,Sophie Ndoye,Ivoirien,0,7,1679200.0,2.7,4.4,1,Premium
CLI1568,Awa Ndoye,Camerounais,1,9,1676100.0,2.8,3.4,1,Premium
CLI1820,Moussa Traore,Ghaneeen,0,6,1675880.0,3.2,4.2,1,Premium
CLI1678,Sophie Koné,Ivoirien,0,6,1675200.0,2.5,3.0,1,Premium
CLI2494,Paul Nkomo,Camerounais,0,7,1674240.0,2.7,3.4,1,Premium
CLI1862,Clarisse Camara,Camerounais,1,5,1670560.0,3.4,2.4,1,Premium
CLI2923,Moussa Camara,Ivoirien,0,5,1669800.0,2.6,4.2,1,Premium
CLI1441,Aminata Traore,Camerounais,0,5,1668900.0,3.8,4.0,1,Premium
CLI2478,Ibrahim Camara,Camerounais,0,4,1666400.0,3.3,3.3,1,Premium
CLI1343,Eric Nkomo,Ghaneeen,1,4,1665520.0,3.0,4.8,1,Premium
CLI0096,Cheick Mensah,Autre,0,5,1665000.0,2.8,3.6,1,Premium
CLI1795,Awa Sow,Français,0,4,1662400.0,2.3,4.0,1,Premium
CLI2188,Luc Sow,Ivoirien,1,5,1658880.0,3.0,4.4,1,Premium
CLI1716,Luc Ndoye,Camerounais,0,3,1658560.0,4.0,4.7,1,Premium
CLI0231,Serge Mensah,Ivoirien,0,5,1658020.0,2.2,4.2,1,Premium
CLI0488,Yao Camara,Autre,0,4,1658000.0,3.0,4.3,1,Premium
CLI2972,Binta Sow,Ivoirien,0,3,1656800.0,3.7,2.7,1,Premium
CLI2620,Aminata Nkomo,Senegalais,0,4,1653400.0,2.5,3.3,1,Premium
CLI0720,Serge Diallo,Autre,0,2,1650900.0,3.0,4.0,1,Premium
CLI0803,Eric Koné,Senegalais,0,4,1648800.0,3.0,4.3,1,Premium
CLI0870,Awa Ndoye,Ivoirien,0,6,1645800.0,3.2,4.2,1,Premium
CLI0681,Luc Koné,Ivoirien,0,5,1644800.0,2.6,3.8,1,Premium
CLI0015,Luc Kouassi,Britannique,0,3,1644200.0,2.3,4.3,1,Premium
CLI0161,Kofi Camara,Camerounais,0,7,1643840.0,2.3,4.1,1,Premium
CLI0683,Binta Camara,Senegalais,0,3,1641040.0,4.0,3.3,1,Premium
CLI2889,Binta Nkomo,Français,0,9,1640800.0,2.9,3.8,1,Premium
CLI2788,Kofi Traore,Français,0,1,1638000.0,4.0,3.0,1,Premium
CLI0771,Clarisse Diallo,Senegalais,0,1,1638000.0,4.0,5.0,1,Premium
CLI0719,Fatou Traore,Ghaneeen,1,8,1636840.0,2.5,3.9,1,Premium
CLI0581,Serge Sow,Ivoirien,0,4,1631880.0,3.0,4.8,1,Premium
CLI2286,Aida Nkomo,Ivoirien,1,3,1631160.0,3.3,3.0,1,Premium
CLI2929,Kofi Ndoye,Senegalais,1,4,1630280.0,3.0,5.0,1,Premium
CLI1764,Sophie Kouassi,Ivoirien,1,2,1628700.0,2.5,5.0,1,Premium
CLI1543,Cheick Koné,Autre,0,3,1628000.0,3.3,3.3,1,Premium
CLI0786,Luc Kouassi,Allemand,1,6,1620400.0,2.3,3.8,1,Premium
CLI1168,Sophie Ndoye,Français,0,5,1619200.0,3.4,4.0,1,Premium
CLI0643,Luc Camara,Français,0,2,1618280.0,3.0,5.0,1,Premium
CLI0504,Luc Sow,Camerounais,0,6,1616000.0,2.8,3.7,1,Premium
CLI1462,Cheick Traore,Ivoirien,1,6,1615360.0,4.2,3.3,1,Premium
CLI0731,Moussa Koné,Senegalais,1,5,1613920.0,2.0,5.0,1,Premium
CLI2034,Serge Ndoye,Senegalais,0,2,1611900.0,3.5,4.0,1,Premium
CLI1457,Aida Ndoye,Camerounais,0,4,1611340.0,3.3,4.3,1,Premium
CLI2418,Luc Bamba,Ghaneeen,0,2,1611220.0,3.5,3.5,1,Premium
CLI2228,Moussa Diallo,Ivoirien,1,2,1611200.0,3.5,4.0,1,Premium
CLI0533,Clarisse Sow,Camerounais,1,1,1610000.0,5.0,5.0,1,Premium
CLI2883,Ibrahim Koné,Senegalais,0,1,1610000.0,5.0,5.0,1,Premium
CLI0798,Jean Kouassi,Senegalais,0,2,1610000.0,4.0,4.0,1,Premium
CLI0071,Clarisse Diallo,Camerounais,1,1,1610000.0,5.0,5.0,1,Premium
CLI2612,Eric Camara,Français,0,5,1609800.0,2.8,3.4,1,Premium
CLI2040,Kofi Camara,Camerounais,0,4,1607520.0,2.3,3.8,1,Premium
CLI2708,Fatou Traore,Senegalais,0,5,1605720.0,3.2,4.2,1,Premium
CLI1866,Sophie Sow,Camerounais,0,3,1602950.0,3.0,4.3,1,Premium
CLI1042,Rokia Sow,Senegalais,0,6,1602880.0,2.3,4.3,1,Premium
CLI1763,Kofi Nkomo,Ghaneeen,1,6,1602360.0,3.3,3.7,1,Premium
CLI2129,Sophie Mensah,Ghaneeen,0,5,1602200.0,3.0,4.4,1,Premium
CLI0778,Jean Camara,Camerounais,0,4,1601040.0,3.0,3.5,1,Premium
CLI2992,Ibrahim Ndoye,Ivoirien,1,6,1599600.0,3.5,4.3,1,Premium
CLI1906,Cheick Sow,Ghaneeen,0,6,1593000.0,3.3,4.8,1,Premium
CLI0710,Jean Sow,Camerounais,1,3,1587600.0,2.3,4.3,1,Premium
CLI1151,Clarisse Nkomo,Camerounais,0,3,1587000.0,3.0,4.3,1,Premium
CLI0873,Paul Ndoye,Senegalais,0,3,1586400.0,2.7,3.7,1,Premium
CLI0355,Eric Kouassi,Ghaneeen,0,7,1581920.0,2.7,2.9,1,Premium
CLI0163,Eric Traore,Camerounais,0,5,1579020.0,2.6,3.4,1,Premium
CLI0024,Yao Traore,Ivoirien,0,4,1577040.0,3.0,3.8,1,Premium
CLI0628,Marie Kouassi,Autre,0,3,1575610.0,2.0,3.3,1,Premium
CLI1578,Cheick Mensah,Senegalais,0,5,1575200.0,3.0,4.4,1,Premium
CLI0518,Cheick Bamba,Britannique,0,3,1575000.0,2.3,3.7,1,Premium
CLI0445,Ibrahim Mensah,Camerounais,0,2,1575000.0,3.5,3.0,1,Premium
CLI2562,Serge Ndoye,Ivoirien,0,3,1574880.0,2.7,4.3,1,Premium
CLI2312,Cheick Ndoye,Ivoirien,0,10,1570040.0,2.3,4.0,1,Premium
CLI1396,Jean Ndoye,Senegalais,1,5,1567040.0,2.6,4.0,1,Premium
CLI2986,Ibrahim Bamba,Ghaneeen,1,3,1566520.0,3.3,5.0,1,Premium
CLI2541,Ibrahim Diallo,Autre,0,5,1565320.0,2.0,4.2,1,Premium
CLI1391,Serge Sow,Americain,0,4,1562840.0,3.8,3.3,1,Premium
CLI1505,Yao Camara,Camerounais,0,5,1561240.0,2.6,3.6,1,Premium
CLI0829,Jean Traore,Ivoirien,0,2,1561200.0,3.0,3.5,1,Premium
CLI0020,Eric Traore,Camerounais,0,6,1558000.0,3.5,3.3,1,Premium
CLI0585,Moussa Ndoye,Americain,1,4,1557200.0,2.5,5.0,1,Premium
CLI0899,Aida Kouassi,Autre,0,3,1557000.0,2.3,4.0,1,Premium
CLI0509,Jean Camara,Ivoirien,0,4,1555760.0,3.8,4.0,1,Premium
CLI1009,Marie Sow,Senegalais,0,3,1555500.0,4.7,4.7,1,Premium
CLI1019,Aida Diallo,Français,0,6,1554720.0,3.0,4.3,1,Premium
CLI2299,Eric Mensah,Senegalais,0,3,1552500.0,3.7,4.3,1,Premium
CLI0271,Ibrahim Nkomo,Americain,0,5,1551600.0,3.0,3.0,1,Premium
CLI2078,Marie Mensah,Français,0,5,1550400.0,4.0,3.5,1,Premium
CLI2904,Yao Mensah,Senegalais,0,8,1547440.0,2.5,4.0,1,Premium
CLI2126,Marie Koné,Ivoirien,0,5,1545600.0,3.6,4.4,1,Premium
CLI2640,Luc Bamba,Senegalais,0,6,1545560.0,3.0,3.5,1,Premium
CLI0876,Fatou Camara,Autre,1,6,1545440.0,2.7,3.8,1,Premium
CLI1804,Cheick Ndoye,Camerounais,0,5,1544400.0,2.2,3.8,1,Premium
CLI2063,Aminata Camara,Français,0,5,1544150.0,1.6,4.3,1,Premium
CLI2908,Aminata Kouassi,Ivoirien,0,5,1543920.0,3.0,3.4,1,Premium
CLI2106,Binta Koné,Ivoirien,0,5,1542200.0,2.2,3.8,1,Premium
CLI2893,Jean Bamba,Français,0,4,1540000.0,3.0,4.8,1,Premium
CLI0489,Kofi Camara,Ivoirien,0,8,1538040.0,2.4,4.3,1,Premium
CLI0796,Paul Kouassi,Allemand,1,6,1538010.0,2.2,4.4,1,Premium
CLI0277,Yao Nkomo,Camerounais,0,6,1536600.0,3.7,4.3,1,Premium
CLI2925,Luc Camara,Camerounais,1,4,1532560.0,3.8,4.5,1,Premium
CLI0154,Kofi Nkomo,Senegalais,1,4,1532320.0,3.5,4.3,1,Premium
CLI1295,Yao Diallo,Camerounais,0,7,1531800.0,2.3,2.8,1,Premium
CLI1815,Jean Bamba,Camerounais,1,4,1531200.0,4.0,4.0,1,Premium
CLI2944,Luc Diallo,Ghaneeen,0,3,1530450.0,2.7,4.3,1,Premium
CLI0029,Binta Camara,Autre,0,3,1530000.0,3.7,4.0,1,Premium
CLI0653,Kofi Koné,Allemand,0,5,1529380.0,2.8,3.4,1,Premium
CLI2095,Luc Koné,Ivoirien,1,5,1529100.0,3.2,3.2,1,Premium
CLI2583,Ibrahim Nkomo,Ivoirien,0,4,1527650.0,3.0,4.3,1,Premium
CLI1953,Ibrahim Nkomo,Allemand,1,5,1527600.0,2.6,4.4,1,Premium
CLI2509,Luc Bamba,Camerounais,0,4,1527600.0,4.0,4.0,1,Premium
CLI1350,Binta Mensah,Camerounais,0,8,1527040.0,2.1,4.0,1,Premium
CLI0828,Paul Nkomo,Ivoirien,0,3,1526650.0,2.7,4.0,1,Premium
CLI0699,Serge Bamba,Ivoirien,0,3,1526580.0,2.3,4.3,1,Premium
CLI1135,Aminata Kouassi,Ivoirien,0,7,1525440.0,2.9,3.4,1,Premium
CLI1153,Luc Ndoye,Français,0,6,1523480.0,1.5,3.5,1,Premium
CLI1107,Yao Kouassi,Britannique,0,3,1521840.0,4.0,4.3,1,Premium
CLI0767,Moussa Nkomo,Allemand,1,8,1520800.0,3.0,4.1,1,Premium
CLI1072,Paul Sow,Autre,0,4,1520600.0,3.0,3.3,1,Premium
CLI0637,Aminata Kouassi,Camerounais,0,4,1520520.0,2.5,3.8,1,Premium
CLI0384,Paul Diallo,Senegalais,0,5,1517760.0,4.2,4.8,1,Premium
CLI0592,Cheick Ndoye,Camerounais,0,4,1517400.0,2.5,4.5,1,Premium
CLI1767,Moussa Mensah,Senegalais,1,5,1516200.0,2.6,4.0,1,Premium
CLI2445,Adjoua Bamba,Ivoirien,1,4,1515800.0,4.5,3.0,1,Premium
CLI2775,Paul Diallo,Allemand,0,2,1513920.0,4.5,3.0,1,Premium
CLI2718,Yao Diallo,Ghaneeen,0,4,1509720.0,5.0,3.0,1,Premium
CLI0604,Kofi Kouassi,Senegalais,0,4,1507500.0,2.3,3.7,1,Premium
CLI0210,Moussa Sow,Autre,0,4,1506040.0,2.8,3.3,1,Premium
CLI0766,Cheick Diallo,Senegalais,0,4,1505600.0,4.3,3.8,1,Premium
CLI2675,Serge Koné,Ivoirien,0,6,1502960.0,3.0,4.7,1,Premium
CLI1965,Rokia Koné,Ivoirien,1,4,1501060.0,2.3,4.5,1,Premium
CLI2215,Awa Sow,Americain,1,6,1498500.0,4.7,4.2,1,Premium
CLI2489,Fatou Mensah,Autre,0,5,1498220.0,2.0,4.2,1,Premium
CLI0311,Yao Sow,Allemand,0,5,1497480.0,2.2,4.8,1,Premium
CLI2838,Ibrahim Koné,Ivoirien,0,5,1497300.0,4.2,4.6,1,Premium
CLI1809,Moussa Kouassi,Français,0,7,1495260.0,3.1,3.9,1,Premium
CLI0676,Paul Koné,Senegalais,0,2,1495000.0,2.5,4.5,1,Premium
CLI2090,Yao Mensah,Français,0,6,1494740.0,2.8,4.5,1,Premium
CLI0651,Adjoua Diallo,Senegalais,0,6,1492880.0,2.2,3.7,1,Premium
CLI1835,Moussa Kouassi,Americain,0,6,1492800.0,3.2,4.5,1,Premium
CLI1502,Cheick Sow,Camerounais,0,8,1491520.0,2.0,4.5,1,Premium
CLI2791,Serge Diallo,Americain,0,5,1491240.0,4.0,4.0,1,Premium
CLI1454,Moussa Mensah,Britannique,0,7,1489500.0,1.7,3.7,1,Premium
CLI2460,Eric Koné,Ivoirien,1,5,1487600.0,2.2,3.4,1,Premium
CLI0448,Serge Koné,Americain,0,7,1485400.0,2.0,3.1,1,Premium
CLI0492,Aida Mensah,Autre,1,3,1484550.0,2.3,4.7,1,Premium
CLI0878,Eric Camara,Français,1,7,1483620.0,2.3,3.7,1,Premium
CLI0638,Ibrahim Diallo,Camerounais,1,6,1482800.0,2.5,4.0,1,Premium
CLI2748,Yao Mensah,Senegalais,0,5,1482600.0,2.6,3.2,1,Premium
CLI2818,Kofi Traore,Allemand,0,5,1482180.0,2.8,4.6,1,Premium
CLI1136,Serge Ndoye,Français,0,3,1478880.0,3.3,3.3,1,Premium
CLI1402,Rokia Kouassi,Ivoirien,0,5,1477450.0,2.6,4.2,1,Premium
CLI1144,Jean Koné,Camerounais,0,5,1477440.0,2.8,4.0,1,Premium
CLI0352,Awa Mensah,Ivoirien,0,4,1476600.0,3.0,4.0,1,Premium
CLI2695,Cheick Sow,Ivoirien,0,8,1474480.0,3.0,4.0,1,Premium
CLI2881,Aminata Sow,Autre,0,4,1474400.0,3.0,2.8,1,Premium
CLI2673,Fatou Camara,Senegalais,0,2,1474200.0,7.0,5.0,1,Premium
CLI0282,Paul Nkomo,Ivoirien,1,4,1473600.0,2.8,4.3,1,Premium
CLI1442,Jean Sow,Ivoirien,0,5,1472440.0,2.0,3.2,1,Premium
CLI1490,Cheick Bamba,Ivoirien,0,6,1471800.0,2.0,4.3,1,Premium
CLI2222,Eric Sow,Ghaneeen,1,6,1470570.0,2.5,4.2,1,Premium
CLI1189,Clarisse Traore,Camerounais,0,7,1468710.0,2.6,4.6,1,Premium
CLI1619,Aminata Kouassi,Britannique,0,8,1467900.0,2.3,3.6,1,Premium
CLI0996,Eric Kouassi,Autre,1,3,1467700.0,3.7,4.0,1,Premium
CLI0347,Awa Sow,Ghaneeen,0,5,1466600.0,2.4,3.8,1,Premium
CLI1901,Yao Bamba,Allemand,0,3,1465560.0,3.7,5.0,1,Premium
CLI2628,Fatou Mensah,Americain,1,3,1465120.0,4.3,4.0,1,Premium
CLI2323,Moussa Bamba,Ivoirien,0,6,1464800.0,4.0,4.7,1,Premium
CLI0821,Marie Ndoye,Senegalais,1,4,1462600.0,2.8,3.0,1,Premium
CLI0337,Ibrahim Diallo,Français,0,5,1461840.0,2.4,3.8,1,Premium
CLI0669,Ibrahim Mensah,Ivoirien,0,5,1461600.0,3.4,3.6,1,Premium
CLI1567,Eric Mensah,Autre,0,2,1455900.0,2.5,4.5,1,Premium
CLI1572,Eric Bamba,Camerounais,1,2,1455900.0,3.0,4.5,1,Premium
CLI1473,Clarisse Camara,Ivoirien,1,5,1455000.0,1.6,4.2,1,Premium
CLI0263,Jean Koné,Ivoirien,0,8,1454400.0,2.4,4.1,1,Premium
CLI1106,Luc Koné,Français,1,4,1453840.0,2.8,4.0,1,Premium
CLI0620,Aida Traore,Français,1,4,1452190.0,2.5,3.5,1,Premium
CLI2639,Ibrahim Traore,Ivoirien,0,5,1450520.0,2.2,4.2,1,Premium
CLI1902,Kofi Koné,Ivoirien,0,2,1449000.0,4.5,5.0,1,Premium
CLI1941,Serge Ndoye,Ghaneeen,0,1,1449000.0,4.0,5.0,1,Premium
