client_id,prenom,nom,email,nationalite,genre,age,telephone,client_fidele,nb_sejours_total
CLI0641,Jean,Bamba,jean.bamba640@mail.com,Ivoirien,M,52,+225 07 14 38 49,0,13
CLI0642,Jean,Nkomo,jean.nkomo641@mail.com,Senegalais,M,57,+225 07 41 14 77,0,13
CLI0643,Luc,Camara,luc.camara642@mail.com,Français,M,68,+225 07 58 28 11,0,3
CLI0644,Luc,Bamba,luc.bamba643@mail.com,Français,M,24,+225 07 96 38 39,0,9
CLI0645,Clarisse,Camara,clarisse.camara644@mail.com,Autre,F,56,+225 07 41 33 86,0,5
CLI0646,Cheick,Kouassi,cheick.kouassi645@mail.com,Ivoirien,M,23,+225 07 90 31 85,0,10
CLI0647,Binta,Diallo,binta.diallo646@mail.com,Americain,F,26,+225 07 44 41 68,0,7
CLI0648,Fatou,Kouassi,fatou.kouassi647@mail.com,Americain,F,58,+225 07 24 73 14,1,2
CLI0649,Luc,Mensah,luc.mensah648@mail.com,Senegalais,M,60,+225 07 21 23 92,0,5
CLI0650,Cheick,Kouassi,cheick.kouassi649@mail.com,Ivoirien,M,61,+225 07 93 20 39,1,9
CLI0651,Adjoua,Diallo,adjoua.diallo650@mail.com,Senegalais,F,31,+225 07 42 28 33,0,12
CLI0652,Binta,Camara,binta.camara651@mail.com,Français,F,29,+225 07 57 67 65,0,14
CLI0653,Kofi,Koné,kofi.koné652@mail.com,Allemand,M,23,+225 07 17 65 90,0,3
CLI0654,Awa,Bamba,awa.bamba653@mail.com,Ghaneeen,F,44,+225 07 76 68 20,0,13
CLI0655,Eric,Koné,eric.koné654@mail.com,Camerounais,M,39,+225 07 57 81 50,1,12
CLI0656,Luc,Bamba,luc.bamba655@mail.com,Ghaneeen,M,61,+225 07 78 21 25,0,6
CLI0657,Aminata,Kouassi,aminata.kouassi656@mail.com,Ivoirien,F,49,+225 07 34 20 45,0,5
CLI0658,Kofi,Koné,kofi.koné657@mail.com,Ghaneeen,M,37,+225 07 61 25 84,0,13
CLI0659,Rokia,Camara,rokia.camara658@mail.com,Ivoirien,F,23,+225 07 50 69 39,1,11
CLI0660,Serge,Traore,serge.traore659@mail.com,Autre,M,23,+225 07 53 44 96,0,14
CLI0661,Sophie,Koné,sophie.koné660@mail.com,Allemand,F,49,+225 07 41 24 96,0,2
CLI0662,Jean,Mensah,jean.mensah661@mail.com,Camerounais,M,35,+225 07 66 47 62,0,3
CLI0663,Luc,Kouassi,luc.kouassi662@mail.com,Senegalais,M,43,+225 07 42 35 68,0,14
CLI0664,Luc,Bamba,luc.bamba663@mail.com,Français,M,67,+225 07 27 67 96,1,7
CLI0665,Jean,Bamba,jean.bamba664@mail.com,Ghaneeen,M,55,+225 07 90 21 58,0,9
CLI0666,Fatou,Diallo,fatou.diallo665@mail.com,Français,F,65,+225 07 31 14 41,0,5
CLI0667,Paul,Camara,paul.camara666@mail.com,Camerounais,M,22,+225 07 40 75 52,0,5
CLI0668,Yao,Bamba,yao.bamba667@mail.com,Ivoirien,M,28,+225 07 17 13 65,0,3
CLI0669,Ibrahim,Mensah,ibrahim.mensah668@mail.com,Ivoirien,M,56,+225 07 61 20 53,0,12
CLI0670,Jean,Diallo,jean.diallo669@mail.com,Ivoirien,M,57,+225 07 33 22 11,0,4
CLI0671,Marie,Nkomo,marie.nkomo670@mail.com,Camerounais,F,50,+225 07 52 74 78,0,6
CLI0672,Eric,Traore,eric.traore671@mail.com,Senegalais,M,63,+225 07 47 26 22,1,2
CLI0673,Binta,Mensah,binta.mensah672@mail.com,Camerounais,F,63,+225 07 79 49 91,0,7
CLI0674,Yao,Ndoye,yao.ndoye673@mail.com,Ivoirien,M,36,+225 07 13 84 87,0,8
CLI0675,Awa,Koné,awa.koné674@mail.com,Autre,F,36,+225 07 58 68 22,1,14
CLI0676,Paul,Koné,paul.koné675@mail.com,Senegalais,M,69,+225 07 47 47 46,0,5
CLI0677,Serge,Sow,serge.sow676@mail.com,Britannique,M,52,+225 07 43 66 94,1,8
CLI0678,Binta,Traore,binta.traore677@mail.com,Senegalais,F,27,+225 07 30 80 47,1,8
CLI0679,Awa,Ndoye,awa.ndoye678@mail.com,Senegalais,F,45,+225 07 13 54 29,0,3
CLI0680,Aida,Ndoye,aida.ndoye679@mail.com,Ghaneeen,F,22,+225 07 21 29 30,0,11
CLI0681,Luc,Koné,luc.koné680@mail.com,Ivoirien,M,69,+225 07 89 50 44,0,9
CLI0682,Cheick,Diallo,cheick.diallo681@mail.com,Ivoirien,M,71,+225 07 27 78 93,0,8
CLI0683,Binta,Camara,binta.camara682@mail.com,Senegalais,F,30,+225 07 38 76 55,0,12
CLI0684,Serge,Sow,serge.sow683@mail.com,Americain,M,22,+225 07 11 95 76,0,9
CLI0685,Fatou,Bamba,fatou.bamba684@mail.com,Ivoirien,F,48,+225 07 28 82 78,0,11
CLI0686,Jean,Traore,jean.traore685@mail.com,Senegalais,M,26,+225 07 24 62 65,0,10
CLI0687,Cheick,Camara,cheick.camara686@mail.com,Français,M,44,+225 07 28 20 88,0,3
CLI0688,Adjoua,Kouassi,adjoua.kouassi687@mail.com,Français,F,26,+225 07 23 19 57,0,3
CLI0689,Sophie,Ndoye,sophie.ndoye688@mail.com,Senegalais,F,56,+225 07 54 23 76,1,10
CLI0690,Luc,Koné,luc.koné689@mail.com,Ivoirien,M,71,+225 07 58 24 37,0,9
CLI0691,Moussa,Mensah,moussa.mensah690@mail.com,Ivoirien,M,68,+225 07 84 61 67,0,9
CLI0692,Sophie,Mensah,sophie.mensah691@mail.com,Camerounais,F,28,+225 07 88 10 47,1,7
CLI0693,Paul,Kouassi,paul.kouassi692@mail.com,Britannique,M,45,+225 07 41 18 29,0,6
CLI0694,Luc,Ndoye,luc.ndoye693@mail.com,Ivoirien,M,66,+225 07 75 82 85,1,10
CLI0695,Serge,Bamba,serge.bamba694@mail.com,Allemand,M,57,+225 07 14 75 68,0,6
CLI0696,Sophie,Bamba,sophie.bamba695@mail.com,Français,F,40,+225 07 63 52 40,1,7
CLI0697,Fatou,Kouassi,fatou.kouassi696@mail.com,Ivoirien,F,53,+225 07 37 33 47,0,11
CLI0698,Paul,Diallo,paul.diallo697@mail.com,Senegalais,M,69,+225 07 35 57 54,0,11
CLI0699,Serge,Bamba,serge.bamba698@mail.com,Ivoirien,M,64,+225 07 20 41 68,0,3
CLI0700,Paul,Traore,paul.traore699@mail.com,Autre,M,50,+225 07 75 13 62,0,13
CLI0701,Eric,Sow,eric.sow700@mail.com,Camerounais,M,39,+225 07 10 70 28,1,14
CLI0702,Paul,Traore,paul.traore701@mail.com,Senegalais,M,61,+225 07 34 63 40,0,3
CLI0703,Ibrahim,Nkomo,ibrahim.nkomo702@mail.com,Ivoirien,M,40,+225 07 41 82 51,0,7
CLI0704,Rokia,Mensah,rokia.mensah703@mail.com,Camerounais,F,48,+225 07 13 52 49,0,4
CLI0705,Jean,Ndoye,jean.ndoye704@mail.com,Ivoirien,M,40,+225 07 90 57 54,0,1
CLI0706,Jean,Sow,jean.sow705@mail.com,Ivoirien,M,49,+225 07 25 78 43,0,5
CLI0707,Jean,Ndoye,jean.ndoye706@mail.com,Ivoirien,M,41,+225 07 33 85 11,1,2
CLI0708,Fatou,Camara,fatou.camara707@mail.com,Ghaneeen,F,23,+225 07 26 94 49,0,14
CLI0709,Sophie,Camara,sophie.camara708@mail.com,Ghaneeen,F,26,+225 07 19 11 90,0,13
CLI0710,Jean,Sow,jean.sow709@mail.com,Camerounais,M,38,+225 07 74 54 58,1,10
CLI0711,Clarisse,Diallo,clarisse.diallo710@mail.com,Ivoirien,F,25,+225 07 54 60 75,1,6
CLI0712,Ibrahim,Bamba,ibrahim.bamba711@mail.com,Senegalais,M,44,+225 07 97 57 66,0,11
CLI0713,Cheick,Bamba,cheick.bamba712@mail.com,Britannique,M,55,+225 07 85 76 65,0,2
CLI0714,Aminata,Koné,aminata.koné713@mail.com,Ivoirien,F,52,+225 07 72 58 37,0,1
CLI0715,Yao,Bamba,yao.bamba714@mail.com,Ivoirien,M,45,+225 07 73 79 55,0,7
CLI0716,Cheick,Diallo,cheick.diallo715@mail.com,Ivoirien,M,55,+225 07 91 42 65,1,1
CLI0717,Cheick,Bamba,cheick.bamba716@mail.com,Britannique,M,49,+225 07 41 13 51,1,5
CLI0718,Paul,Bamba,paul.bamba717@mail.com,Ivoirien,M,31,+225 07 21 30 60,0,11
CLI0719,Fatou,Traore,fatou.traore718@mail.com,Ghaneeen,F,57,+225 07 44 90 25,1,11
CLI0720,Serge,Diallo,serge.diallo719@mail.com,Autre,M,26,+225 07 29 44 71,0,1
CLI0721,Paul,Bamba,paul.bamba720@mail.com,Ghaneeen,M,58,+225 07 95 64 55,0,2
CLI0722,Serge,Mensah,serge.mensah721@mail.com,Senegalais,M,28,+225 07 27 33 51,0,14
CLI0723,Kofi,Diallo,kofi.diallo722@mail.com,Ivoirien,M,32,+225 07 67 32 96,0,13
CLI0724,Eric,Camara,eric.camara723@mail.com,Ivoirien,M,37,+225 07 51 57 34,1,1
CLI0725,Yao,Camara,yao.camara724@mail.com,Ivoirien,M,55,+225 07 10 38 88,0,10
CLI0726,Aida,Mensah,aida.mensah725@mail.com,Autre,F,36,+225 07 66 29 66,0,10
CLI0727,Paul,Ndoye,paul.ndoye726@mail.com,Ivoirien,M,23,+225 07 36 58 38,0,4
CLI0728,Jean,Ndoye,jean.ndoye727@mail.com,Ivoirien,M,66,+225 07 88 91 16,1,5
CLI0729,Yao,Mensah,yao.mensah728@mail.com,Britannique,M,24,+225 07 49 17 36,0,14
CLI0730,Cheick,Diallo,cheick.diallo729@mail.com,Senegalais,M,23,+225 07 68 66 21,0,13
CLI0731,Moussa,Koné,moussa.koné730@mail.com,Senegalais,M,27,+225 07 67 21 94,1,4
CLI0732,Marie,Koné,marie.koné731@mail.com,Français,F,39,+225 07 11 10 92,0,14
CLI0733,Luc,Nkomo,luc.nkomo732@mail.com,Camerounais,M,54,+225 07 12 73 11,0,2
CLI0734,Adjoua,Ndoye,adjoua.ndoye733@mail.com,Autre,F,34,+225 07 70 85 60,0,3
CLI0735,Fatou,Ndoye,fatou.ndoye734@mail.com,Camerounais,F,42,+225 07 59 95 43,1,9
CLI0736,Paul,Sow,paul.sow735@mail.com,Français,M,71,+225 07 75 65 38,0,7
CLI0737,Cheick,Bamba,cheick.bamba736@mail.com,Allemand,M,53,+225 07 90 92 83,0,4
CLI0738,Paul,Traore,paul.traore737@mail.com,Camerounais,M,52,+225 07 94 89 69,0,5
CLI0739,Fatou,Traore,fatou.traore738@mail.com,Ivoirien,F,47,+225 07 45 45 63,0,2
CLI0740,Eric,Mensah,eric.mensah739@mail.com,Autre,M,71,+225 07 13 55 47,0,9
CLI0741,Binta,Sow,binta.sow740@mail.com,Ivoirien,F,22,+225 07 97 71 79,1,6
CLI0742,Adjoua,Bamba,adjoua.bamba741@mail.com,Ivoirien,F,38,+225 07 79 89 48,0,11
CLI0743,Sophie,Traore,sophie.traore742@mail.com,Ghaneeen,F,26,+225 07 69 44 46,0,13
CLI0744,Cheick,Ndoye,cheick.ndoye743@mail.com,Autre,M,62,+225 07 40 36 55,0,10
CLI0745,Binta,Koné,binta.koné744@mail.com,Ivoirien,F,69,+225 07 85 58 38,0,7
CLI0746,Yao,Koné,yao.koné745@mail.com,Britannique,M,27,+225 07 70 22 97,1,6
CLI0747,Cheick,Bamba,cheick.bamba746@mail.com,Britannique,M,30,+225 07 94 57 90,1,6
CLI0748,Kofi,Traore,kofi.traore747@mail.com,Autre,M,63,+225 07 54 55 60,0,10
CLI0749,Binta,Bamba,binta.bamba748@mail.com,Senegalais,F,53,+225 07 61 42 20,1,10
CLI0750,Eric,Diallo,eric.diallo749@mail.com,Ivoirien,M,46,+225 07 79 94 59,0,9
CLI0751,Aminata,Diallo,aminata.diallo750@mail.com,Camerounais,F,26,+225 07 12 74 91,0,9
CLI0752,Ibrahim,Sow,ibrahim.sow751@mail.com,Ivoirien,M,57,+225 07 75 71 17,1,4
CLI0753,Aida,Mensah,aida.mensah752@mail.com,Britannique,F,39,+225 07 44 97 38,0,10
CLI0754,Eric,Traore,eric.traore753@mail.com,Ghaneeen,M,62,+225 07 84 29 47,1,8
CLI0755,Paul,Traore,paul.traore754@mail.com,Camerounais,M,45,+225 07 29 28 77,0,14
CLI0756,Clarisse,Nkomo,clarisse.nkomo755@mail.com,Camerounais,F,60,+225 07 25 22 48,0,8
CLI0757,Kofi,Ndoye,kofi.ndoye756@mail.com,Français,M,30,+225 07 98 90 68,0,7
CLI0758,Ibrahim,Ndoye,ibrahim.ndoye757@mail.com,Camerounais,M,29,+225 07 63 50 81,0,11
CLI0759,Ibrahim,Traore,ibrahim.traore758@mail.com,Britannique,M,43,+225 07 66 66 55,0,4
CLI0760,Yao,Diallo,yao.diallo759@mail.com,Autre,M,30,+225 07 81 93 64,0,6
CLI0761,Serge,Mensah,serge.mensah760@mail.com,Autre,M,24,+225 07 57 33 33,0,3
CLI0762,Jean,Kouassi,jean.kouassi761@mail.com,Ghaneeen,M,67,+225 07 56 96 44,0,14
CLI0763,Ibrahim,Bamba,ibrahim.bamba762@mail.com,Français,M,50,+225 07 50 56 85,1,10
CLI0764,Aminata,Kouassi,aminata.kouassi763@mail.com,Senegalais,F,63,+225 07 76 54 39,0,10
CLI0765,Jean,Camara,jean.camara764@mail.com,Ivoirien,M,42,+225 07 42 14 12,0,8
CLI0766,Cheick,Diallo,cheick.diallo765@mail.com,Senegalais,M,42,+225 07 95 30 44,0,4
CLI0767,Moussa,Nkomo,moussa.nkomo766@mail.com,Allemand,M,37,+225 07 38 69 83,1,4
CLI0768,Serge,Koné,serge.koné767@mail.com,Ivoirien,M,50,+225 07 95 24 13,0,8
CLI0769,Sophie,Sow,sophie.sow768@mail.com,Camerounais,F,68,+225 07 67 12 48,0,3
CLI0770,Rokia,Sow,rokia.sow769@mail.com,Ivoirien,F,31,+225 07 69 51 61,0,6
CLI0771,Clarisse,Diallo,clarisse.diallo770@mail.com,Senegalais,F,22,+225 07 48 42 79,0,4
CLI0772,Ibrahim,Camara,ibrahim.camara771@mail.com,Ivoirien,M,33,+225 07 28 34 77,0,1
CLI0773,Paul,Sow,paul.sow772@mail.com,Français,M,33,+225 07 83 76 78,0,6
CLI0774,Eric,Bamba,eric.bamba773@mail.com,Britannique,M,31,+225 07 60 86 32,0,1
CLI0775,Paul,Sow,paul.sow774@mail.com,Americain,M,61,+225 07 86 94 44,1,6
CLI0776,Yao,Traore,yao.traore775@mail.com,Français,M,35,+225 07 92 63 42,0,3
CLI0777,Binta,Diallo,binta.diallo776@mail.com,Ivoirien,F,64,+225 07 48 23 39,1,1
CLI0778,Jean,Camara,jean.camara777@mail.com,Camerounais,M,63,+225 07 57 45 59,0,11
CLI0779,Kofi,Mensah,kofi.mensah778@mail.com,Ivoirien,M,34,+225 07 18 13 49,0,11
CLI0780,Ibrahim,Koné,ibrahim.koné779@mail.com,Senegalais,M,44,+225 07 62 82 68,0,13
CLI0781,Ibrahim,Diallo,ibrahim.diallo780@mail.com,Camerounais,M,56,+225 07 61 10 58,0,1
CLI0782,Yao,Bamba,yao.bamba781@mail.com,Ghaneeen,M,36,+225 07 60 82 49,0,12
CLI0783,Kofi,Bamba,kofi.bamba782@mail.com,Ivoirien,M,31,+225 07 90 62 85,0,1
CLI0784,Fatou,Koné,fatou.koné783@mail.com,Britannique,F,67,+225 07 61 20 57,0,1
CLI0785,Eric,Ndoye,eric.ndoye784@mail.com,Camerounais,M,44,+225 07 60 84 41,0,11
CLI0786,Luc,Kouassi,luc.kouassi785@mail.com,Allemand,M,34,+225 07 70 35 52,1,9
CLI0787,Serge,Bamba,serge.bamba786@mail.com,Camerounais,M,63,+225 07 74 20 43,0,14
CLI0788,Rokia,Mensah,rokia.mensah787@mail.com,Camerounais,F,56,+225 07 49 14 31,1,2
CLI0789,Yao,Ndoye,yao.ndoye788@mail.com,Français,M,55,+225 07 94 37 70,0,7
CLI0790,Rokia,Mensah,rokia.mensah789@mail.com,Britannique,F,32,+225 07 48 87 69,0,3
CLI0791,Sophie,Ndoye,sophie.ndoye790@mail.com,Ivoirien,F,25,+225 07 77 27 36,0,13
CLI0792,Eric,Camara,eric.camara791@mail.com,Camerounais,M,33,+225 07 32 43 86,0,14
CLI0793,Adjoua,Koné,adjoua.koné792@mail.com,Ivoirien,F,67,+225 07 85 70 58,1,6
CLI0794,Cheick,Bamba,cheick.bamba793@mail.com,Camerounais,M,57,+225 07 11 54 86,0,3
CLI0795,Fatou,Ndoye,fatou.ndoye794@mail.com,Britannique,F,65,+225 07 66 23 75,1,13
CLI0796,Paul,Kouassi,paul.kouassi795@mail.com,Allemand,M,65,+225 07 14 43 18,1,4
CLI0797,Sophie,Koné,sophie.koné796@mail.com,Ivoirien,F,54,+225 07 81 88 41,0,2
CLI0798,Jean,Kouassi,jean.kouassi797@mail.com,Senegalais,M,33,+225 07 76 71 56,0,11
CLI0799,Eric,Kouassi,eric.kouassi798@mail.com,Camerounais,M,36,+225 07 94 96 12,1,13
CLI0800,Yao,Diallo,yao.diallo799@mail.com,Senegalais,M,51,+225 07 71 72 63,0,4
CLI0801,Rokia,Camara,rokia.camara800@mail.com,Ivoirien,F,0,+225 07 38 10 59,0,6
CLI0802,Cheick,Koné,cheick.koné801@mail.com,Senegalais,M,70,+225 07 70 50 73,0,10
CLI0803,Eric,Koné,eric.koné802@mail.com,Senegalais,M,68,+225 07 38 48 32,0,9
CLI0804,Aminata,Traore,aminata.traore803@mail.com,Camerounais,F,32,+225 07 92 80 49,0,3
CLI0805,Adjoua,Ndoye,adjoua.ndoye804@mail.com,Autre,F,50,+225 07 26 24 96,0,6
CLI0806,Serge,Camara,serge.camara805@mail.com,Camerounais,M,26,+225 07 46 71 39,0,9
CLI0807,Yao,Camara,yao.camara806@mail.com,Senegalais,M,34,+225 07 33 32 73,0,5
CLI0808,Kofi,Koné,kofi.koné807@mail.com,Ghaneeen,M,38,+225 07 92 87 45,1,4
CLI0809,Aminata,Sow,aminata.sow808@mail.com,Americain,F,44,+225 07 63 70 19,0,2
CLI0810,Moussa,Nkomo,moussa.nkomo809@mail.com,Senegalais,M,47,+225 07 91 35 50,0,4
CLI0811,Aida,Camara,aida.camara810@mail.com,Camerounais,F,34,+225 07 58 70 84,0,13
CLI0812,Moussa,Traore,moussa.traore811@mail.com,Ivoirien,M,46,+225 07 13 33 80,1,12
CLI0813,Ibrahim,Nkomo,ibrahim.nkomo812@mail.com,Allemand,M,36,+225 07 31 75 84,0,11
CLI0814,Eric,Bamba,eric.bamba813@mail.com,Allemand,M,52,+225 07 87 13 72,0,2
CLI0815,Eric,Kouassi,eric.kouassi814@mail.com,Ivoirien,M,26,+225 07 76 76 51,1,13
CLI0816,Clarisse,Kouassi,clarisse.kouassi815@mail.com,Senegalais,F,31,+225 07 84 62 70,1,10
CLI0817,Jean,Camara,jean.camara816@mail.com,Ivoirien,M,71,+225 07 13 98 33,1,7
CLI0818,Kofi,Koné,kofi.koné817@mail.com,Autre,M,49,+225 07 94 21 13,0,10
CLI0819,Rokia,Ndoye,rokia.ndoye818@mail.com,Ivoirien,F,23,+225 07 96 57 94,0,7
CLI0820,Sophie,Nkomo,sophie.nkomo819@mail.com,Ivoirien,F,23,+225 07 19 39 75,1,10
CLI0821,Marie,Ndoye,marie.ndoye820@mail.com,Senegalais,F,54,+225 07 42 80 36,1,4
CLI0822,Ibrahim,Traore,ibrahim.traore821@mail.com,Camerounais,M,57,+225 07 51 68 17,0,8
CLI0823,Serge,Ndoye,serge.ndoye822@mail.com,Ivoirien,M,43,+225 07 19 72 23,0,11
CLI0824,Awa,Sow,awa.sow823@mail.com,Camerounais,F,54,+225 07 51 61 26,0,2
CLI0825,Moussa,Sow,moussa.sow824@mail.com,Français,M,65,+225 07 37 41 41,0,12
CLI0826,Cheick,Sow,cheick.sow825@mail.com,Britannique,M,69,+225 07 44 68 54,1,14
CLI0827,Awa,Koné,awa.koné826@mail.com,Ivoirien,F,40,+225 07 65 94 83,0,3
CLI0828,Paul,Nkomo,paul.nkomo827@mail.com,Ivoirien,M,40,+225 07 94 97 23,0,2
CLI0829,Jean,Traore,jean.traore828@mail.com,Ivoirien,M,43,+225 07 87 91 90,0,11
CLI0830,Sophie,Kouassi,sophie.kouassi829@mail.com,Autre,F,66,+225 07 58 14 82,0,14
CLI0831,Aminata,Kouassi,aminata.kouassi830@mail.com,Ghaneeen,F,50,+225 07 67 70 45,0,14
CLI0832,Serge,Ndoye,serge.ndoye831@mail.com,Camerounais,M,50,+225 07 16 85 17,1,3
CLI0833,Kofi,Ndoye,kofi.ndoye832@mail.com,Americain,M,58,+225 07 49 29 10,0,12
CLI0834,Luc,Traore,luc.traore833@mail.com,Ghaneeen,M,36,+225 07 16 59 79,1,1
CLI0835,Jean,Diallo,jean.diallo834@mail.com,Ivoirien,M,34,+225 07 65 14 37,1,11
CLI0836,Clarisse,Traore,clarisse.traore835@mail.com,Camerounais,F,33,+225 07 13 29 17,1,9
CLI0837,Binta,Ndoye,binta.ndoye836@mail.com,Français,F,58,+225 07 42 16 71,0,8
CLI0838,Serge,Bamba,serge.bamba837@mail.com,Ivoirien,M,51,+225 07 22 32 75,0,14
CLI0839,Yao,Koné,yao.koné838@mail.com,Ghaneeen,M,66,+225 07 35 49 90,0,10
CLI0840,Sophie,Koné,sophie.koné839@mail.com,Camerounais,F,52,+225 07 35 88 13,0,1
CLI0841,Serge,Camara,serge.camara840@mail.com,Ivoirien,M,62,+225 07 70 43 42,0,6
CLI0842,Eric,Ndoye,eric.ndoye841@mail.com,Ivoirien,M,27,+225 07 38 93 72,0,2
CLI0843,Jean,Nkomo,jean.nkomo842@mail.com,Senegalais,M,36,+225 07 71 89 73,1,3
CLI0844,Sophie,Camara,sophie.camara843@mail.com,Senegalais,F,62,+225 07 70 55 61,1,12
CLI0845,Kofi,Mensah,kofi.mensah844@mail.com,Ivoirien,M,41,+225 07 13 44 66,1,7
CLI0846,Clarisse,Ndoye,clarisse.ndoye845@mail.com,Ghaneeen,F,48,+225 07 73 11 32,0,11
CLI0847,Ibrahim,Diallo,ibrahim.diallo846@mail.com,Senegalais,M,62,+225 07 84 55 95,0,6
CLI0848,Binta,Mensah,binta.mensah847@mail.com,Camerounais,F,44,+225 07 71 45 23,0,13
CLI0849,Luc,Camara,luc.camara848@mail.com,Americain,M,41,+225 07 96 63 78,1,12
CLI0850,Paul,Kouassi,paul.kouassi849@mail.com,Ivoirien,M,69,+225 07 68 94 85,0,10
CLI0851,Jean,Mensah,jean.mensah850@mail.com,Senegalais,M,31,+225 07 59 82 94,1,5
CLI0852,Serge,Mensah,serge.mensah851@mail.com,Ivoirien,M,65,+225 07 56 14 20,1,5
CLI0853,Jean,Sow,jean.sow852@mail.com,Autre,M,46,+225 07 52 27 30,0,14
CLI0854,Moussa,Nkomo,moussa.nkomo853@mail.com,Ivoirien,M,49,+225 07 13 89 94,1,4
CLI0855,Serge,Kouassi,serge.kouassi854@mail.com,Britannique,M,62,+225 07 79 11 72,0,4
CLI0856,Yao,Nkomo,yao.nkomo855@mail.com,Ivoirien,M,62,+225 07 45 84 23,0,9
CLI0857,Sophie,Nkomo,sophie.nkomo856@mail.com,Senegalais,F,49,+225 07 74 17 70,0,4
CLI0858,Cheick,Kouassi,cheick.kouassi857@mail.com,Ghaneeen,M,22,+225 07 62 31 55,0,11
CLI0859,Fatou,Mensah,fatou.mensah858@mail.com,Britannique,F,36,+225 07 39 61 65,1,9
CLI0860,Sophie,Nkomo,sophie.nkomo859@mail.com,Ivoirien,F,35,+225 07 34 94 18,1,6
CLI0861,Eric,Sow,eric.sow860@mail.com,Ivoirien,M,61,+225 07 53 74 44,0,5
CLI0862,Clarisse,Ndoye,clarisse.ndoye861@mail.com,Allemand,F,70,+225 07 86 62 11,0,9
CLI0863,Adjoua,Mensah,adjoua.mensah862@mail.com,Senegalais,F,29,+225 07 60 81 38,1,10
CLI0864,Clarisse,Traore,clarisse.traore863@mail.com,Ivoirien,F,65,+225 07 79 48 14,1,7
CLI0865,Ibrahim,Bamba,ibrahim.bamba864@mail.com,Français,M,32,+225 07 84 60 25,0,9
CLI0866,Jean,Diallo,jean.diallo865@mail.com,Ivoirien,M,64,+225 07 88 50 47,1,14
CLI0867,Cheick,Koné,cheick.koné866@mail.com,Allemand,M,56,+225 07 73 30 97,0,7
CLI0868,Jean,Ndoye,jean.ndoye867@mail.com,Allemand,M,56,+225 07 90 44 44,0,11
CLI0869,Awa,Sow,awa.sow868@mail.com,Britannique,F,59,+225 07 72 78 93,0,1
CLI0870,Awa,Ndoye,awa.ndoye869@mail.com,Ivoirien,F,50,+225 07 45 37 89,0,10
CLI0871,Moussa,Camara,moussa.camara870@mail.com,Ivoirien,M,26,+225 07 67 23 30,0,9
CLI0872,Clarisse,Sow,clarisse.sow871@mail.com,Senegalais,F,59,+225 07 49 93 43,1,3
CLI0873,Paul,Ndoye,paul.ndoye872@mail.com,Senegalais,M,44,+225 07 46 86 21,0,1
CLI0874,Marie,Nkomo,marie.nkomo873@mail.com,Autre,F,43,+225 07 27 57 96,0,4
CLI0875,Moussa,Mensah,moussa.mensah874@mail.com,Ghaneeen,M,61,+225 07 97 18 53,1,12
CLI0876,Fatou,Camara,fatou.camara875@mail.com,Autre,F,34,+225 07 56 97 66,1,14
CLI0877,Marie,Camara,marie.camara876@mail.com,Americain,F,56,+225 07 64 37 16,0,11
CLI0878,Eric,Camara,eric.camara877@mail.com,Français,M,28,+225 07 57 82 89,1,14
CLI0879,Moussa,Traore,moussa.traore878@mail.com,Ivoirien,M,50,+225 07 51 30 19,0,11
CLI0880,Marie,Ndoye,marie.ndoye879@mail.com,Ivoirien,F,25,+225 07 19 33 87,1,14
CLI0881,Yao,Mensah,yao.mensah880@mail.com,Ivoirien,M,22,+225 07 86 49 16,0,5
CLI0882,Ibrahim,Mensah,ibrahim.mensah881@mail.com,Ghaneeen,M,44,+225 07 30 92 80,1,3
CLI0883,Fatou,Nkomo,fatou.nkomo882@mail.com,Ivoirien,F,44,+225 07 76 13 74,0,7
CLI0884,Ibrahim,Sow,ibrahim.sow883@mail.com,Autre,M,23,+225 07 77 33 94,0,12
CLI0885,Luc,Koné,luc.koné884@mail.com,Ivoirien,M,40,+225 07 63 59 36,0,13
CLI0886,Luc,Bamba,luc.bamba885@mail.com,Autre,M,69,+225 07 24 74 92,0,2
CLI0887,Yao,Sow,yao.sow886@mail.com,Ghaneeen,M,33,+225 07 61 81 39,0,5
CLI0888,Binta,Traore,binta.traore887@mail.com,Ivoirien,F,58,+225 07 43 43 94,0,9
CLI0889,Luc,Koné,luc.koné888@mail.com,Ivoirien,M,66,+225 07 27 93 94,0,6
CLI0890,Yao,Ndoye,yao.ndoye889@mail.com,Senegalais,M,42,+225 07 79 72 28,0,9
CLI0891,Yao,Koné,yao.koné890@mail.com,Senegalais,M,68,+225 07 67 92 90,0,3
CLI0892,Clarisse,Sow,clarisse.sow891@mail.com,Senegalais,F,63,+225 07 81 32 15,0,6
CLI0893,Paul,Sow,paul.sow892@mail.com,Camerounais,M,26,+225 07 13 48 78,0,3
CLI0894,Marie,Nkomo,marie.nkomo893@mail.com,Ivoirien,F,36,+225 07 36 33 40,0,4
CLI0895,Rokia,Bamba,rokia.bamba894@mail.com,Ivoirien,F,59,+225 07 63 67 61,0,14
CLI0896,Fatou,Kouassi,fatou.kouassi895@mail.com,Français,F,32,+225 07 22 83 89,0,2
CLI0897,Rokia,Diallo,rokia.diallo896@mail.com,Autre,F,33,+225 07 56 71 61,0,4
CLI0898,Rokia,Kouassi,rokia.kouassi897@mail.com,Ivoirien,F,53,+225 07 38 96 32,1,13
