id_client,nom,prenom,sexe,age,ville,code_offre,date_souscription,date_resiliation,statut
CL00723,FRANÇOIS,Charlotte,F,32,Abidjan,CONNECT,2023-04-03,,actif
CL00724,PARIS,Thierry,M,45,Abidjan,CONNECT,2022-05-14,,actif
CL00725,COUTURIER,Stéphane,M,48,Abidjan,PULSE,2025-09-22,,actif
CL00726,LÉVY,Marguerite,F,49,Abidjan,PULSE,2025-01-04,,actif
CL00727,WEBER,Lucie,F,29,Abidjan,PULSE,2022-02-14,,actif
CL00728,DE SOUSA,Philippe,M,44,Bouake,PREMIUM,2025-01-12,,actif
CL00729,TEXIER,Philippine,F,26,Abidjan,PULSE,2024-11-04,,actif
CL00730,PERRIN,Bertrand,M,31,Bouake,CONNECT,2023-01-13,2024-04-08,resilie
CL00731,BÈGUE,Gabrielle,F,18,Korhogo,CONNECT,2023-05-19,2025-06-23,resilie
CL00732,PERRET,Maurice,M,25,Bouake,PULSE,2024-01-06,2025-05-16,resilie
CL00733,DUMAS,Olivie,F,27,Abidjan,SENIOR,2024-02-14,,actif
CL00734,MAILLOT,Michel,M,33,Abidjan,PULSE,2025-03-13,2025-12-06,resilie
CL00735,ALEXANDRE,Patricia,F,32,Abidjan,PULSE,2023-09-17,,actif
CL00736,CHAUVEAU,Brigitte,F,28,Yamoussoukro,CONNECT,2025-09-10,,actif
CL00737,BOUVIER,Pénélope,F,41,Abidjan,SENIOR,2022-07-21,,actif
CL00738,BOUVIER,Xavier,M,29,Abidjan,ETUDIANT,2025-02-15,,actif
CL00739,ADAM,Michelle,F,50,Korhogo,PULSE,2022-12-27,2025-03-20,resilie
CL00740,BRUNET,Zacharie,M,39,Korhogo,CONNECT,2025-03-14,,actif
CL00741,REYNAUD,Antoinette,F,18,Abidjan,PULSE,2024-12-27,,actif
CL00742,ROBIN,Aurélie,F,18,Bouake,CONNECT,2023-03-19,,actif
CL00743,MORIN,Martin,M,42,Abidjan,PULSE,2023-07-20,2024-03-17,resilie
CL00744,PEREIRA,Julien,M,41,Abidjan,PULSE,2025-01-27,,actif
CL00745,DUMONT,Anne,F,31,Abidjan,SENIOR,2023-01-13,,actif
CL00746,COSTE,Roger,M,27,Bouake,CONNECT,2022-02-12,,actif
CL00747,GUILBERT,Margot,F,18,Abidjan,PREMIUM,2024-04-05,,actif
CL00748,LECONTE,Charles,M,37,Abidjan,CONNECT,2022-12-09,,actif
CL00749,BOUCHET,Joseph,M,49,Bouake,PULSE,2025-01-22,2025-11-01,resilie
CL00750,CHARTIER,Pauline,F,61,Abidjan,PULSE,2022-06-20,,actif
CL00751,MACE,André,M,71,Abidjan,SENIOR,2022-04-30,2024-08-25,resilie
CL00752,HERVÉ,Marcelle,F,18,San-Pedro,PREMIUM,2023-12-09,,actif
CL00753,BENARD,Bernard,M,49,Abidjan,PRO,2023-11-10,2024-11-13,resilie
CL00754,VERDIER,Philippe,M,35,Abidjan,PRO,2024-10-11,,actif
CL00755,LECOMTE,Denis,M,42,Korhogo,PULSE,2024-06-13,2025-07-07,resilie
CL00756,DESCAMPS,Olivier,M,28,Abidjan,SENIOR,2022-07-05,,actif
CL00757,HUBERT,Bernard,M,49,Bouake,CONNECT,2023-05-30,,actif
CL00758,MARTY,Michèle,F,33,Abidjan,PULSE,2023-07-13,2025-12-29,resilie
CL00759,NOËL,Laurence,F,25,Abidjan,CONNECT,2024-03-18,,actif
CL00760,BAUDRY,Hélène,F,53,Bouake,ETUDIANT,2022-07-17,2024-11-11,resilie
CL00761,GILBERT,Roger,M,33,Yamoussoukro,PRO,2024-01-18,,actif
CL00762,GOSSELIN,Alexandrie,F,37,Bouake,SENIOR,2022-10-09,2025-03-17,resilie
CL00763,RAYNAUD,Vincent,M,31,San-Pedro,CONNECT,2025-02-24,,actif
CL00764,LEMONNIER,Grégoire,M,31,San-Pedro,ETUDIANT,2022-08-10,2024-12-28,resilie
CL00765,LEROY,Édith,F,42,Bouake,ETUDIANT,2025-05-17,,actif
CL00766,MAILLARD,Honoré,M,18,Abidjan,CONNECT,2024-03-09,2025-08-04,resilie
CL00767,MAILLOT,Jérôme,M,49,Bouake,PULSE,2022-07-03,,actif
CL00768,ROBERT,Édith,F,47,Abidjan,CONNECT,2025-03-27,,actif
CL00769,MEUNIER,Roland,M,25,Abidjan,SENIOR,2022-12-24,2024-11-04,resilie
CL00770,DESCAMPS,Luc,M,46,Abidjan,SENIOR,2024-10-16,2025-04-09,resilie
CL00771,MULLER,David,M,47,Abidjan,PULSE,2023-07-30,,actif
CL00772,TRAORE,Timothée,M,41,Yamoussoukro,ETUDIANT,2022-06-17,,actif
CL00773,MARTINEZ,Bernadette,F,25,Yamoussoukro,PRO,2025-07-14,,actif
CL00774,LETELLIER,Gabrielle,F,40,Bouake,PRO,2024-08-05,,actif
CL00775,MALLET,Marc,M,38,Abidjan,CONNECT,2022-01-24,,actif
CL00776,DE SOUSA,Jean,M,48,Abidjan,CONNECT,2025-07-04,,actif
CL00777,BARBIER,Julien,M,24,Abidjan,PULSE,2024-06-30,2025-11-19,resilie
CL00778,LANGLOIS,Marguerite,F,31,Yamoussoukro,SENIOR,2023-09-18,,actif
CL00779,DIALLO,Aurélie,F,18,Abidjan,CONNECT,2024-09-18,,actif
CL00780,ROUX,Denis,M,36,Yamoussoukro,PREMIUM,2023-10-26,,actif
CL00781,BARBIER,Thierry,M,18,Abidjan,PULSE,2025-04-04,,actif
CL00782,GIRARD,Yves,M,23,Yamoussoukro,ETUDIANT,2024-02-20,2025-06-26,resilie
CL00783,FAURE,Grégoire,M,45,Abidjan,CONNECT,2022-09-01,,actif
CL00784,PICHON,Pauline,F,31,Abidjan,PREMIUM,2025-05-07,,actif
CL00785,VALLÉE,Simone,F,34,Abidjan,PREMIUM,2025-02-10,2025-11-13,resilie
CL00786,LEGROS,Grégoire,M,37,Abidjan,ETUDIANT,2023-03-16,,actif
CL00787,FABRE,Pierre,M,18,Bouake,PREMIUM,2022-06-01,,actif
CL00788,NOËL,Jérôme,M,36,Abidjan,PREMIUM,2024-10-29,,actif
CL00789,PERRET,Bertrand,M,45,Yamoussoukro,ETUDIANT,2023-05-21,2024-06-06,resilie
CL00790,JACQUET,Yves,M,20,Bouake,CONNECT,2024-02-22,2025-09-24,resilie
CL00791,POTIER,Théodore,M,39,Abidjan,CONNECT,2025-01-09,,actif
CL00792,COULON,Rémy,M,26,Abidjan,PULSE,2025-01-28,2025-12-31,resilie
CL00793,MARTINEAU,Honoré,M,26,Yamoussoukro,PULSE,2025-01-14,,actif
CL00794,LAMBERT,Geneviève,F,36,Abidjan,CONNECT,2022-08-22,,actif
CL00795,DELAUNAY,Théophile,M,29,San-Pedro,PULSE,2022-12-17,,actif
CL00796,LEFÈVRE,Adèle,F,36,Abidjan,PRO,2025-03-09,,actif
CL00797,MARTINS,Henri,M,24,Abidjan,PULSE,2023-11-21,,actif
CL00798,LECOMTE,Daniel,M,29,San-Pedro,PULSE,2022-08-15,2024-09-21,resilie
CL00799,SALMON,Joséphine,F,37,Abidjan,ETUDIANT,2024-11-21,,actif
CL00800,CHARPENTIER,Marguerite,F,36,Abidjan,SENIOR,2024-07-11,,actif
CL00801,MATHIEU,Adrien,M,37,Abidjan,CONNECT,2025-04-30,,actif
CL00802,MAHE,Philippine,F,25,Bouake,PREMIUM,2023-12-18,,actif
CL00803,ROGER,Christophe,M,47,Korhogo,PRO,2022-08-13,,actif
CL00804,GILLET,Henriette,F,51,Korhogo,PREMIUM,2022-09-05,,actif
CL00805,CHARRIER,Marthe,F,25,Yamoussoukro,PREMIUM,2023-12-25,,actif
CL00806,GUÉRIN,Louis,M,29,Abidjan,CONNECT,2023-03-10,,actif
CL00807,TRAORE,Alphonse,M,34,Abidjan,CONNECT,2024-09-12,2025-12-15,resilie
CL00808,NGUYEN,Alain,M,42,Abidjan,CONNECT,2023-10-26,2024-03-09,resilie
CL00809,JACQUES,Astrid,F,26,Yamoussoukro,CONNECT,2022-02-26,,actif
CL00810,BOUVIER,Pénélope,F,31,Yamoussoukro,ETUDIANT,2022-12-13,,actif
CL00811,BAUDRY,Océane,F,42,Abidjan,ETUDIANT,2024-12-02,2025-05-22,resilie
CL00812,LACOMBE,Timothée,M,18,Abidjan,PREMIUM,2025-03-02,,actif
CL00813,DELATTRE,William,M,18,Abidjan,PREMIUM,2023-04-30,,actif
CL00814,NOËL,Océane,F,45,Yamoussoukro,PULSE,2023-01-27,,actif
CL00815,LEFEBVRE,Isaac,M,18,Bouake,PULSE,2024-03-31,2025-01-17,resilie
CL00816,PICARD,Thierry,M,56,San-Pedro,PULSE,2025-05-07,,actif
CL00817,JACQUES,Maryse,F,26,Abidjan,CONNECT,2023-03-26,2025-12-21,resilie
CL00818,BLANC,Renée,F,31,Abidjan,ETUDIANT,2025-04-07,2025-11-20,resilie
CL00819,GAUTIER,Jacqueline,F,30,Abidjan,CONNECT,2024-01-30,,actif
CL00820,NGUYEN,Théodore,M,20,Abidjan,CONNECT,2022-09-01,,actif
CL00821,MARÉCHAL,Rémy,M,33,Korhogo,CONNECT,2024-12-26,,actif
CL00822,CHEVALIER,Louis,M,30,Bouake,PULSE,2025-05-17,,actif
CL00823,RUIZ,Jean,M,44,Abidjan,SENIOR,2025-04-27,2025-10-24,resilie
CL00824,LOUIS,Jacques,M,44,Abidjan,PULSE,2025-06-28,2025-12-21,resilie
CL00825,MERLE,Émile,M,43,Abidjan,PULSE,2025-06-22,,actif
CL00826,GARNIER,Dominique,F,42,Abidjan,PULSE,2023-10-14,2024-11-19,resilie
CL00827,COUTURIER,Céline,F,35,Abidjan,CONNECT,2023-01-20,,actif
CL00828,LAPORTE,Dominique,F,55,Abidjan,PULSE,2024-11-22,,actif
CL00829,LECLERCQ,Marine,F,36,San-Pedro,PULSE,2025-04-02,,actif
CL00830,MARTY,Claudine,F,34,San-Pedro,PRO,2024-10-03,,actif
CL00831,HUET,Caroline,F,30,Abidjan,PULSE,2025-02-20,2025-08-02,resilie
CL00832,RODRIGUES,Joséphine,F,54,Abidjan,PULSE,2023-01-29,2025-04-06,resilie
CL00833,PHILIPPE,Diane,F,32,Yamoussoukro,CONNECT,2024-01-16,,actif
CL00834,MARION,Denis,M,18,Abidjan,SENIOR,2022-10-17,,actif
CL00835,SAMSON,Victor,M,34,Korhogo,PULSE,2025-03-06,,actif
CL00836,SANCHEZ,Emmanuel,M,37,Abidjan,PULSE,2024-04-27,,actif
CL00837,LELEU,Thomas,M,28,Bouake,PRO,2024-07-08,,actif
CL00838,TEIXEIRA,Susan,F,29,Bouake,PULSE,2025-03-13,2025-12-22,resilie
CL00839,FAIVRE,Sophie,F,40,Abidjan,PREMIUM,2023-09-01,2024-08-18,resilie
CL00840,BAZIN,Roland,M,49,Abidjan,CONNECT,2022-12-21,,actif
CL00841,WEISS,Timothée,M,30,Abidjan,ETUDIANT,2025-02-09,,actif
CL00842,FERRAND,Margot,F,40,Bouake,PULSE,2023-07-13,,actif
CL00843,TECHER,Hugues,M,22,Abidjan,SENIOR,2025-01-25,,actif
CL00844,FERNANDES,Sabine,F,63,Abidjan,PULSE,2024-07-02,,actif
CL00845,MERCIER,Noël,M,62,Abidjan,PULSE,2022-08-08,,actif
CL00846,PICHON,Madeleine,F,34,Yamoussoukro,CONNECT,2023-09-12,,actif
CL00847,PARIS,Andrée,F,18,Abidjan,PULSE,2024-07-20,2025-12-10,resilie
CL00848,BENARD,Claude,F,55,Abidjan,PULSE,2024-06-28,,actif
CL00849,LEGRAND,Marcelle,F,27,Korhogo,PULSE,2023-05-11,2025-08-25,resilie
CL00850,PINTO,Maurice,M,42,Korhogo,SENIOR,2025-06-13,,actif
CL00851,MOREL,Andrée,F,18,Abidjan,CONNECT,2025-06-25,2025-10-19,resilie
CL00852,TESSIER,Louise,F,40,Abidjan,PREMIUM,2022-05-12,,actif
CL00853,GARNIER,Tristan,M,39,Yamoussoukro,PULSE,2025-05-17,,actif
CL00854,ROBIN,Thibault,M,34,Abidjan,PREMIUM,2023-09-02,,actif
CL00855,VALENTIN,Philippe,M,44,Bouake,PULSE,2024-11-29,,actif
CL00856,JACOB,Susan,F,18,Bouake,PRO,2022-10-15,,actif
CL00857,BLIN,Robert,M,29,Abidjan,CONNECT,2022-05-12,,actif
CL00858,ROUSSET,Alice,F,33,Korhogo,PULSE,2022-10-09,2025-12-29,resilie
CL00859,LEBRETON,Sébastien,M,18,Abidjan,ETUDIANT,2023-06-01,,actif
CL00860,GILLES,Étienne,M,42,Bouake,PULSE,2024-10-09,2025-11-26,resilie
CL00861,LEBRUN,Thibaut,M,27,Abidjan,PREMIUM,2025-07-19,,actif
CL00862,OLLIVIER,Philippe,M,33,Abidjan,PULSE,2022-06-14,,actif
CL00863,FERNANDES,Anne,F,44,Korhogo,PULSE,2024-04-15,,actif
CL00864,LEBRETON,Bernard,M,31,Yamoussoukro,CONNECT,2024-02-05,,actif
CL00865,LE GOFF,Augustin,M,53,San-Pedro,SENIOR,2023-11-12,,actif
CL00866,BODIN,Diane,F,25,Bouake,CONNECT,2024-08-06,,actif
CL00867,FOURNIER,Gérard,M,24,Bouake,CONNECT,2022-05-20,,actif
CL00868,NEVEU,Matthieu,M,45,Bouake,PULSE,2023-04-02,,actif
CL00869,NAVARRO,Constance,F,34,Abidjan,PULSE,2024-10-20,2025-06-12,resilie
CL00870,MARCHAL,Julien,M,20,Abidjan,PULSE,2025-02-04,,actif
CL00871,CARRE,Léon,M,28,Korhogo,CONNECT,2023-12-15,,actif
CL00872,LEJEUNE,Maggie,F,43,Abidjan,CONNECT,2022-04-15,2025-04-15,resilie
CL00873,POTIER,Anastasie,F,56,Abidjan,CONNECT,2022-09-22,,actif
CL00874,LEFORT,Margaret,F,35,San-Pedro,SENIOR,2024-07-02,,actif
CL00875,FRANÇOIS,Jacques,M,31,Yamoussoukro,CONNECT,2023-03-01,,actif
CL00876,GAUTHIER,Nathalie,F,46,Abidjan,PULSE,2025-09-03,2025-12-29,resilie
CL00877,JACQUET,Gilbert,M,18,Abidjan,ETUDIANT,2022-07-21,,actif
CL00878,RAMOS,Vincent,M,39,Abidjan,PULSE,2022-06-28,,actif
CL00879,MARION,Clémence,F,18,Yamoussoukro,ETUDIANT,2022-04-27,,actif
CL00880,LE ROUX,Augustin,M,36,Abidjan,PREMIUM,2023-05-05,,actif
CL00881,GUILLON,Claire,F,43,Abidjan,ETUDIANT,2022-07-24,2025-05-03,resilie
CL00882,MARTY,Marcelle,F,50,Abidjan,PULSE,2022-10-09,,actif
CL00883,BÈGUE,Vincent,M,26,Abidjan,PRO,2022-01-30,2024-12-17,resilie
CL00884,MICHAUD,Christelle,F,32,Abidjan,CONNECT,2024-05-24,,actif
CL00885,VALENTIN,Augustin,M,24,Korhogo,PULSE,2022-06-05,2024-04-01,resilie
CL00886,RUIZ,Michelle,F,34,Abidjan,PULSE,2022-08-10,2024-11-02,resilie
CL00887,WEISS,Margot,F,43,Yamoussoukro,ETUDIANT,2024-03-04,,actif
CL00888,RODRIGUEZ,Bernadette,F,18,Abidjan,PULSE,2025-08-16,,actif
CL00889,IMBERT,Pauline,F,50,Yamoussoukro,PULSE,2022-05-31,,actif
CL00890,GRÉGOIRE,Maryse,F,20,Abidjan,ETUDIANT,2025-06-13,,actif
CL00891,MOREAU,Jules,M,25,Bouake,PREMIUM,2023-12-31,,actif
CL00892,RUIZ,Édith,F,53,Abidjan,CONNECT,2024-05-03,,actif
CL00893,BENOIT,Jean,M,22,Yamoussoukro,CONNECT,2023-03-31,2024-04-12,resilie
CL00894,GOSSELIN,Véronique,F,41,Korhogo,PULSE,2022-09-20,,actif
CL00895,OLIVIER,Frédéric,M,43,Abidjan,PREMIUM,2023-12-31,,actif
CL00896,DOS SANTOS,Denis,M,18,Yamoussoukro,PULSE,2022-10-24,2025-10-22,resilie
CL00897,GARNIER,Lucie,F,61,Abidjan,ETUDIANT,2023-06-03,,actif
CL00898,ROUSSEL,Philippe,M,75,Yamoussoukro,PREMIUM,2022-03-06,,actif
CL00899,PIRES,Richard,M,29,Korhogo,PREMIUM,2023-03-07,,actif
CL00900,ROUSSET,Alex,F,59,Bouake,ETUDIANT,2024-03-23,2024-08-15,resilie
CL00901,PELTIER,Maggie,F,45,Abidjan,CONNECT,2024-10-20,,actif
CL00902,GOSSELIN,Christelle,F,25,Abidjan,SENIOR,2024-10-30,,actif
CL00903,GODARD,Michelle,F,40,Bouake,CONNECT,2024-12-27,,actif
CL00904,BRUNET,Corinne,F,44,Korhogo,CONNECT,2024-01-20,,actif
CL00905,ARNAUD,Danielle,F,18,Yamoussoukro,PREMIUM,2024-03-13,,actif
CL00906,MACE,Matthieu,M,28,Abidjan,PULSE,2024-01-29,,actif
CL00907,BERTRAND,Olivie,F,18,Bouake,ETUDIANT,2024-09-01,,actif
CL00908,MARCHAL,Inès,F,29,Abidjan,SENIOR,2022-02-14,,actif
CL00909,HEBERT,Lorraine,F,34,Bouake,ETUDIANT,2023-07-01,2024-03-02,resilie
CL00910,CHRÉTIEN,Maurice,M,24,Abidjan,ETUDIANT,2024-11-13,2025-10-25,resilie
CL00911,REY,René,M,18,Abidjan,ETUDIANT,2024-05-27,,actif
CL00912,DUPUIS,Marcelle,F,49,Abidjan,PULSE,2025-08-14,,actif
CL00913,LELIÈVRE,Élise,F,43,Bouake,PRO,2023-08-02,,actif
CL00914,TESSIER,Sabine,F,28,Abidjan,PREMIUM,2024-11-23,,actif
CL00915,PINTO,Lorraine,F,50,San-Pedro,PULSE,2025-01-13,2025-05-16,resilie
CL00916,MERLE,Laurent,M,37,Bouake,PULSE,2024-06-24,,actif
CL00917,GAUDIN,Paulette,F,18,Abidjan,CONNECT,2022-05-09,,actif
CL00918,RENARD,Eugène,M,39,Bouake,CONNECT,2022-09-05,,actif
CL00919,TEXIER,Christine,F,25,Abidjan,PRO,2023-10-06,,actif
CL00920,DESCHAMPS,Anastasie,F,55,Abidjan,CONNECT,2022-09-12,2024-05-20,resilie
CL00921,CLERC,Valérie,F,18,Abidjan,CONNECT,2022-12-12,,actif
CL00922,GUICHARD,Robert,M,51,Korhogo,PREMIUM,2024-12-17,,actif
CL00923,HENRY,Raymond,M,49,Abidjan,CONNECT,2022-12-18,,actif
CL00924,DENIS,Guy,M,54,Yamoussoukro,PULSE,2022-09-09,,actif
CL00925,PEREZ,Corinne,F,20,Abidjan,SENIOR,2023-11-28,,actif
CL00926,MAILLARD,Maurice,M,20,Abidjan,CONNECT,2024-12-18,2025-04-26,resilie
CL00927,BLANCHET,David,M,30,Yamoussoukro,PREMIUM,2024-07-31,,actif
CL00928,NGUYEN,Bernadette,F,21,Abidjan,CONNECT,2024-10-30,,actif
CL00929,LOUIS,Stéphanie,F,18,Abidjan,CONNECT,2024-02-03,2024-08-16,resilie
CL00930,LÉVÊQUE,Alexandrie,F,24,Abidjan,PULSE,2023-04-23,,actif
CL00931,LEGROS,Anastasie,F,36,Bouake,PULSE,2022-04-11,,actif
CL00932,DELAUNAY,Camille,F,34,Abidjan,SENIOR,2023-05-26,2025-01-07,resilie
CL00933,BESSON,Georges,M,26,Bouake,PREMIUM,2022-11-14,,actif
CL00934,COLLIN,Audrey,F,30,Bouake,PULSE,2025-02-16,,actif
CL00935,BESSON,Frédéric,M,45,Bouake,CONNECT,2023-04-15,,actif
CL00936,LEROY,Hugues,M,18,Abidjan,PULSE,2023-10-28,2024-04-14,resilie
CL00937,PERRIN,Victor,M,48,Korhogo,PULSE,2022-09-12,,actif
CL00938,DANIEL,Claudine,F,37,Abidjan,SENIOR,2023-01-13,,actif
CL00939,DOS SANTOS,Alex,F,41,Abidjan,CONNECT,2024-04-11,2025-10-29,resilie
CL00940,RENAULT,Noël,M,38,Bouake,PREMIUM,2023-10-09,,actif
CL00941,GRENIER,Daniel,M,30,Bouake,PULSE,2022-01-27,,actif
CL00942,THIERRY,Noël,M,33,Abidjan,SENIOR,2025-03-10,,actif
CL00943,PONS,Adèle,F,49,Abidjan,PREMIUM,2024-08-18,,actif
CL00944,CHEVALIER,Alain,M,29,Korhogo,PULSE,2023-02-15,,actif
CL00945,BOUCHER,Gabrielle,F,33,Abidjan,PRO,2022-11-15,2025-02-23,resilie
CL00946,GÉRARD,Pauline,F,31,San-Pedro,CONNECT,2023-05-03,,actif
CL00947,MASSON,Louise,F,27,Bouake,PULSE,2023-11-28,2025-12-30,resilie
CL00948,GOMEZ,Henri,M,18,Bouake,CONNECT,2023-10-02,2025-06-26,resilie
CL00949,RIVIÈRE,Anaïs,F,18,Bouake,PULSE,2024-05-19,,actif
CL00950,DUPUIS,Paulette,F,43,Abidjan,ETUDIANT,2022-10-29,,actif
CL00951,RIOU,Suzanne,F,23,Abidjan,PULSE,2022-04-10,,actif
CL00952,ANDRE,Bertrand,M,24,Abidjan,CONNECT,2024-02-12,,actif
CL00953,DIDIER,Agnès,F,43,Bouake,PULSE,2025-04-14,2025-08-16,resilie
CL00954,LEFORT,Pierre,M,54,Korhogo,ETUDIANT,2022-06-13,,actif
CL00955,BRUNEAU,Isabelle,F,40,Korhogo,CONNECT,2024-06-19,,actif
CL00956,WAGNER,Claire,F,40,Abidjan,CONNECT,2023-05-10,,actif
CL00957,KLEIN,Marcel,M,46,Abidjan,PULSE,2024-03-25,,actif
CL00958,MARTIN,Thibault,M,46,Abidjan,ETUDIANT,2023-10-24,,actif
CL00959,BENARD,Isabelle,F,49,Abidjan,CONNECT,2022-06-12,,actif
CL00960,MASSE,Patricia,F,67,San-Pedro,PREMIUM,2025-04-22,2025-08-17,resilie
CL00961,LEMOINE,Aurélie,F,30,Bouake,PULSE,2024-07-19,,actif
CL00962,HARDY,Jules,M,54,Bouake,CONNECT,2022-09-15,,actif
CL00963,MERCIER,Claude,F,61,Korhogo,PULSE,2024-07-24,2025-03-06,resilie
CL00964,GUILLOU,Aimée,F,23,Yamoussoukro,PULSE,2022-07-15,2025-12-03,resilie
CL00965,PERRIER,Noël,M,28,Abidjan,CONNECT,2025-05-30,2025-12-12,resilie
CL00966,BERTRAND,Timothée,M,33,Abidjan,CONNECT,2022-11-10,2024-09-11,resilie
CL00967,CHEVALLIER,Julien,M,27,Bouake,PULSE,2024-04-01,,actif
CL00968,FLEURY,Alain,M,54,Abidjan,PULSE,2023-06-27,,actif
CL00969,HAMON,Antoinette,F,45,Yamoussoukro,PREMIUM,2022-03-15,,actif
CL00970,BARRE,Georges,M,38,Abidjan,PULSE,2025-02-22,,actif
CL00971,PERON,Caroline,F,18,Abidjan,CONNECT,2022-07-23,,actif
CL00972,LELEU,Margaret,F,22,Abidjan,CONNECT,2022-09-16,2024-08-15,resilie
CL00973,LUCAS,Amélie,F,40,Abidjan,ETUDIANT,2023-02-20,,actif
CL00974,BENARD,Richard,M,-41,Korhogo,CONNECT,2025-07-24,,actif
CL00975,MAILLOT,Diane,F,35,Korhogo,ETUDIANT,2025-04-17,,actif
CL00976,MERLE,Susan,F,18,Abidjan,CONNECT,2022-02-24,,actif
CL00977,GRENIER,Valentine,F,36,Abidjan,ETUDIANT,2025-08-25,,actif
CL00978,LEFORT,Édith,F,75,Bouake,ETUDIANT,2022-07-18,,actif
CL00979,DUFOUR,Arthur,M,39,Abidjan,CONNECT,2022-09-18,2025-04-17,resilie
CL00980,AUGER,Suzanne,F,42,Abidjan,PREMIUM,2022-12-21,,actif
CL00981,DA SILVA,William,M,41,Abidjan,PULSE,2024-03-29,,actif
CL00982,RENAUD,Alphonse,M,21,Abidjan,PULSE,2024-06-02,2024-12-18,resilie
CL00983,BOURGEOIS,Alice,F,47,Abidjan,PULSE,2023-07-28,2024-06-01,resilie
CL00984,GOMES,Marcelle,F,46,Abidjan,PULSE,2025-06-21,,actif
CL00985,BUISSON,Nicole,F,24,Abidjan,PULSE,2025-08-28,2025-12-22,resilie
CL00986,DEVAUX,Noël,M,18,Abidjan,CONNECT,2022-05-15,2025-01-27,resilie
CL00987,FLEURY,Alex,F,18,Abidjan,SENIOR,2024-05-18,,actif
CL00988,CHRÉTIEN,Élisabeth,F,26,Bouake,CONNECT,2025-07-25,,actif
CL00989,RENAULT,Martine,F,18,Abidjan,PREMIUM,2024-03-04,,actif
CL00990,VALETTE,André,M,18,Bouake,PULSE,2024-09-19,,actif
CL00991,BÈGUE,Jacques,M,18,San-Pedro,PREMIUM,2023-12-16,,actif
CL00992,MAILLARD,Charles,M,34,Abidjan,PULSE,2024-03-16,2024-07-10,resilie
CL00993,TESSIER,Martin,M,21,Abidjan,PULSE,2025-05-17,2025-10-25,resilie
CL00994,ALEXANDRE,Sabine,F,37,Bouake,PULSE,2024-09-03,,actif
CL00995,COLLIN,Maggie,F,46,Abidjan,CONNECT,2022-12-03,2025-11-03,resilie
CL00996,LEMOINE,Zoé,F,30,Abidjan,PULSE,2023-07-10,,actif
CL00997,JACQUOT,Zoé,F,70,Bouake,PREMIUM,2023-04-05,,actif
CL00998,TESSIER,Raymond,M,18,Abidjan,PULSE,2024-01-07,,actif
CL00999,DA COSTA,Aurélie,F,37,San-Pedro,ETUDIANT,2023-01-06,2024-11-21,resilie
CL01000,PETITJEAN,Marcel,M,58,San-Pedro,CONNECT,2025-05-06,2025-11-02,resilie
CL01001,CHEVALIER,Philippine,F,49,Abidjan,PULSE,2025-03-09,,actif
CL01002,MARION,Éric,M,25,San-Pedro,ETUDIANT,2025-01-25,,actif
CL01003,MORVAN,William,M,22,Abidjan,ETUDIANT,2022-03-29,2024-08-26,resilie
CL01004,LEBRUN,Caroline,F,33,San-Pedro,PULSE,2022-02-20,,actif
CL01005,CHEVALIER,Marguerite,F,45,Korhogo,PULSE,2023-11-21,,actif
CL01006,PELTIER,Lucie,F,18,Bouake,PULSE,2022-10-05,2024-06-30,resilie
CL01007,SCHNEIDER,Maurice,M,50,Abidjan,SENIOR,2022-05-12,2025-08-23,resilie
CL01008,MARION,Pénélope,F,27,Bouake,CONNECT,2022-08-26,,actif
CL01009,BRUN,Matthieu,M,25,Abidjan,PULSE,2022-06-08,,actif
CL01010,MARTY,Maurice,M,18,Abidjan,CONNECT,2025-04-25,2025-10-09,resilie
CL01011,DUPONT,Joseph,M,46,Bouake,PULSE,2022-10-17,,actif
CL01012,BONNEAU,Martin,M,51,Abidjan,PREMIUM,2025-08-12,,actif
CL01013,PARIS,Timothée,M,31,Yamoussoukro,PRO,2023-01-02,,actif
CL01014,BOYER,Auguste,M,33,Abidjan,PULSE,2023-04-13,,actif
CL01015,LECONTE,Océane,F,40,Yamoussoukro,PRO,2024-02-24,,actif
CL01016,MARCHAL,Pierre,M,54,Yamoussoukro,CONNECT,2022-09-28,2024-01-02,resilie
CL01017,BOUVET,Yves,M,39,Bouake,PRO,2025-03-18,2025-11-17,resilie
CL01018,LEROUX,Alexandre,M,21,Abidjan,PULSE,2025-06-16,2025-11-25,resilie
CL01019,MEUNIER,Sabine,F,38,San-Pedro,PRO,2024-10-23,,actif
CL01020,FONTAINE,Charlotte,F,40,Bouake,PREMIUM,2023-05-13,,actif
CL01021,MERCIER,Georges,M,36,Bouake,PULSE,2022-12-20,,actif
CL01022,MERLE,Mathilde,F,47,Abidjan,PREMIUM,2025-08-11,,actif
CL01023,ÉTIENNE,Léon,M,22,Abidjan,PULSE,2024-07-13,2025-01-26,resilie
CL01024,DUHAMEL,Alexandria,F,24,Abidjan,CONNECT,2022-05-29,,actif
CL01025,TEXIER,Colette,F,34,Abidjan,PULSE,2022-01-13,2025-03-24,resilie
CL01026,POTIER,Maurice,M,46,Bouake,CONNECT,2022-12-17,,actif
CL01027,LEMAÎTRE,Julien,M,41,Yamoussoukro,PULSE,2024-02-25,2025-06-13,resilie
CL01028,HEBERT,Astrid,F,48,Bouake,PULSE,2024-09-18,,actif
CL01029,BAUDRY,Christine,F,36,Abidjan,PULSE,2022-12-10,,actif
