ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,sla_heures,first_response_heures,resolution_heures,sla_breach,nb_contacts,reopened,csat,in_backlog,ratio_sla,nom,tier,tier_num,bureau,csat_moyen,taux_resolution_pct,tickets_actifs,nom_cat,domaine,priorite_defaut,sla_strict,heure_creation,jour_semaine,mois,est_weekend,heure_hors_bureau,ticket_at_risk,is_high_priority,is_long_wait,is_reopened
TKT004307,2022-09-26 10:35:00,CAT004,AGT004,Senegal,Téléphone,3,Escaladé,240,28.6,264.2,1,1,0,,0,1.101,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Remboursement,Billing,3,True,10,0,9,0,0,1,0,1,0
TKT004308,2022-09-26 14:36:00,CAT002,AGT008,France,Chat,2,Résolu,120,16.4,111.8,0,3,0,4.6,0,0.932,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Panne technique,Technical,2,True,14,0,9,0,0,0,1,1,0
TKT004309,2022-09-26 03:46:00,CAT005,AGT002,Senegal,App mobile,1,Résolu,60,2.0,19.7,0,2,0,3.8,0,0.328,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Acces compte,Technical,1,True,3,0,9,0,1,0,1,0,0
TKT004310,2022-09-26 19:22:00,CAT007,AGT002,Senegal,Téléphone,5,Escaladé,480,167.5,901.6,1,3,0,,0,1.878,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Demande info,General,5,False,19,0,9,0,1,1,0,1,0
TKT004311,2022-09-27 16:40:00,CAT003,AGT002,Maroc,Web form,3,Résolu,180,34.5,191.3,1,2,0,4.1,0,1.063,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Livraison retardee,Delivery,3,True,16,1,9,0,0,1,0,1,0
TKT004312,2022-09-27 16:23:00,CAT004,AGT006,Ghana,Chat,3,Escaladé,240,47.9,255.9,1,2,0,,0,1.066,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Remboursement,Billing,3,True,16,1,9,0,0,1,0,1,0
TKT004313,2022-09-27 08:48:00,CAT002,AGT009,Ghana,Email,2,En cours,120,35.4,189.8,1,4,0,,0,1.582,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,8,1,9,0,0,1,1,1,0
TKT004314,2022-09-27 10:44:00,CAT003,AGT009,Ghana,Chat,3,Résolu,180,15.0,270.9,1,4,0,4.4,0,1.505,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Livraison retardee,Delivery,3,True,10,1,9,0,0,1,0,1,0
TKT004315,2022-09-27 20:17:00,CAT003,AGT002,Maroc,Email,3,Résolu,180,37.0,323.5,1,2,0,3.9,0,1.797,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Livraison retardee,Delivery,3,True,20,1,9,0,1,1,0,1,0
TKT004316,2022-09-27 20:58:00,CAT007,AGT009,France,Téléphone,5,Escaladé,480,134.2,582.2,1,1,0,,0,1.213,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Demande info,General,5,False,20,1,9,0,1,1,0,1,0
TKT004317,2022-09-27 13:47:00,CAT007,AGT008,Senegal,Email,5,Escaladé,480,51.5,480.8,1,1,0,,0,1.002,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,13,1,9,0,0,1,0,1,0
TKT004318,2022-09-27 16:33:00,CAT005,AGT004,CI,Chat,1,Résolu,60,11.2,46.7,0,1,0,3.8,0,0.778,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Acces compte,Technical,1,True,16,1,9,0,0,0,1,1,0
TKT004319,2022-09-27 16:02:00,CAT008,AGT002,Senegal,Email,2,Résolu,120,17.1,136.6,1,1,0,3.6,0,1.138,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Probleme paiement,Billing,2,True,16,1,9,0,0,1,1,1,0
TKT004320,2022-09-27 10:06:00,CAT008,AGT004,CI,Web form,2,En cours,120,15.4,70.7,0,4,0,,0,0.589,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Probleme paiement,Billing,2,True,10,1,9,0,0,0,1,1,0
TKT004321,2022-09-27 15:55:00,CAT003,AGT005,CI,Téléphone,3,Escaladé,180,30.3,224.1,1,2,0,,0,1.245,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Livraison retardee,Delivery,3,True,15,1,9,0,0,1,0,1,0
TKT004322,2022-09-27 11:51:00,CAT008,AGT003,Senegal,App mobile,2,En cours,120,7.5,57.0,0,1,0,,0,0.475,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Probleme paiement,Billing,2,True,11,1,9,0,0,0,1,1,0
TKT004323,2022-09-27 15:09:00,CAT004,AGT002,France,Email,3,Escaladé,240,65.4,366.2,1,1,0,,0,1.526,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Remboursement,Billing,3,True,15,1,9,0,0,1,0,1,0
TKT004324,2022-09-27 17:28:00,CAT006,AGT006,CI,Email,3,Résolu,360,37.3,240.4,0,1,0,5.0,0,0.668,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Qualite produit,Product,3,False,17,1,9,0,0,0,0,1,0
TKT004325,2022-09-27 07:34:00,CAT003,AGT005,France,Chat,3,Résolu,180,21.2,150.2,0,1,0,4.5,0,0.834,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Livraison retardee,Delivery,3,True,7,1,9,0,1,0,0,1,0
TKT004326,2022-09-27 14:40:00,CAT004,AGT004,CI,Téléphone,3,En cours,240,97.3,415.9,1,1,0,,0,1.733,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Remboursement,Billing,3,True,14,1,9,0,0,1,0,1,0
TKT004327,2022-09-27 01:12:00,CAT002,AGT009,France,Chat,2,En cours,120,20.7,185.4,1,2,0,,0,1.545,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,1,1,9,0,1,1,1,1,0
TKT004328,2022-09-27 09:06:00,CAT007,AGT006,Senegal,Email,5,Résolu,480,41.7,737.4,1,1,0,4.7,0,1.536,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,9,1,9,0,0,1,0,1,0
TKT004329,2022-09-27 15:56:00,CAT006,AGT008,Cameroun,Chat,3,Résolu,360,14.0,84.5,0,3,1,3.8,0,0.235,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Qualite produit,Product,3,False,15,1,9,0,0,0,0,1,1
TKT004330,2022-09-27 19:00:00,CAT007,AGT009,Senegal,Chat,5,Escaladé,480,53.5,827.6,1,4,0,,0,1.724,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Demande info,General,5,False,19,1,9,0,1,1,0,1,0
TKT004331,2022-09-28 10:52:00,CAT007,AGT006,Senegal,Chat,5,Résolu,480,147.1,790.0,1,1,0,4.7,0,1.646,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,10,2,9,0,0,1,0,1,0
TKT004332,2022-09-28 15:01:00,CAT004,AGT005,CI,Chat,3,Fermé,240,54.0,268.3,1,2,0,5.0,0,1.118,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Remboursement,Billing,3,True,15,2,9,0,0,1,0,1,0
TKT004333,2022-09-28 09:06:00,CAT002,AGT010,Maroc,App mobile,2,En cours,120,16.1,139.4,1,3,1,,0,1.162,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Panne technique,Technical,2,True,9,2,9,0,0,1,1,1,1
TKT004334,2022-09-28 08:26:00,CAT007,AGT004,France,Email,5,Résolu,480,105.0,678.0,1,4,1,2.9,0,1.412,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Demande info,General,5,False,8,2,9,0,0,1,0,1,1
TKT004335,2022-09-28 05:00:00,CAT008,AGT006,Senegal,Web form,2,Résolu,120,7.7,48.3,0,2,0,4.5,0,0.402,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Probleme paiement,Billing,2,True,5,2,9,0,1,0,1,1,0
TKT004336,2022-09-28 00:15:00,CAT002,AGT009,Ghana,Chat,2,Résolu,120,5.1,57.2,0,2,0,3.8,0,0.477,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,0,2,9,0,1,0,1,1,0
TKT004337,2022-09-28 15:50:00,CAT005,AGT007,Cameroun,Téléphone,1,En cours,60,5.1,62.6,1,4,0,,0,1.043,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Acces compte,Technical,1,True,15,2,9,0,0,1,1,1,0
TKT004338,2022-09-28 06:48:00,CAT001,AGT002,CI,App mobile,4,En cours,240,47.2,198.5,0,1,0,,0,0.827,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Facturation,Billing,4,True,6,2,9,0,1,0,0,1,0
TKT004339,2022-09-28 08:23:00,CAT007,AGT008,Senegal,Téléphone,5,Résolu,480,125.7,512.8,1,5,1,4.0,0,1.068,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,8,2,9,0,0,1,0,1,1
TKT004340,2022-09-28 08:42:00,CAT001,AGT011,Mali,Chat,4,En cours,240,29.9,177.1,0,3,0,,0,0.738,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Facturation,Billing,4,True,8,2,9,0,0,0,0,1,0
TKT004341,2022-09-28 18:19:00,CAT006,AGT007,CI,Chat,3,En cours,360,53.0,414.0,1,2,0,,0,1.15,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Qualite produit,Product,3,False,18,2,9,0,0,1,0,1,0
TKT004342,2022-09-28 15:39:00,CAT007,AGT011,Cameroun,Chat,5,Résolu,480,25.2,415.7,0,1,0,3.1,0,0.866,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Demande info,General,5,False,15,2,9,0,0,0,0,1,0
TKT004343,2022-09-28 18:32:00,CAT007,AGT004,Mali,Chat,5,En cours,480,52.7,660.8,1,2,0,,0,1.377,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Demande info,General,5,False,18,2,9,0,0,1,0,1,0
TKT004344,2022-09-29 17:06:00,CAT002,AGT007,Maroc,Téléphone,2,Résolu,120,22.3,186.0,1,5,0,3.8,0,1.55,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Panne technique,Technical,2,True,17,3,9,0,0,1,1,1,0
TKT004345,2022-09-29 11:17:00,CAT003,AGT001,Maroc,Email,3,Résolu,180,58.0,235.7,1,3,0,3.4,0,1.309,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Livraison retardee,Delivery,3,True,11,3,9,0,0,1,0,1,0
TKT004346,2022-09-29 10:42:00,CAT009,AGT005,CI,Chat,1,Résolu,480,22.2,155.2,0,3,0,4.7,0,0.323,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Escalade juridique,Legal,1,True,10,3,9,0,0,0,1,1,0
TKT004347,2022-09-29 09:34:00,CAT007,AGT012,CI,Chat,5,Résolu,480,113.6,472.5,0,4,0,4.7,0,0.984,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Demande info,General,5,False,9,3,9,0,0,0,0,1,0
TKT004348,2022-09-29 13:30:00,CAT002,AGT005,Senegal,Chat,2,Résolu,120,23.1,106.0,0,2,0,4.9,0,0.883,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Panne technique,Technical,2,True,13,3,9,0,0,0,1,1,0
TKT004349,2022-09-29 21:22:00,CAT002,AGT003,France,Téléphone,2,En cours,120,27.4,111.2,0,2,0,,0,0.927,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Panne technique,Technical,2,True,21,3,9,0,1,0,1,1,0
TKT004350,2022-09-29 15:22:00,CAT002,AGT001,Cameroun,Chat,2,Résolu,120,16.3,99.3,0,2,0,4.3,0,0.828,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Panne technique,Technical,2,True,15,3,9,0,0,0,1,1,0
TKT004351,2022-09-29 10:09:00,CAT008,AGT011,Maroc,Chat,2,Résolu,120,13.2,113.5,0,5,0,3.4,0,0.946,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Probleme paiement,Billing,2,True,10,3,9,0,0,0,1,1,0
TKT004352,2022-09-29 15:17:00,CAT007,AGT011,Senegal,Email,5,Résolu,480,30.5,606.8,1,1,0,4.1,0,1.264,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Demande info,General,5,False,15,3,9,0,0,1,0,1,0
TKT004353,2022-09-29 18:17:00,CAT006,AGT002,CI,Email,3,Résolu,360,61.6,343.9,0,2,0,4.3,0,0.955,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Qualite produit,Product,3,False,18,3,9,0,0,0,0,1,0
TKT004354,2022-09-29 19:07:00,CAT007,AGT011,CI,Email,5,Escaladé,480,154.0,667.0,1,1,0,,0,1.39,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Demande info,General,5,False,19,3,9,0,1,1,0,1,0
TKT004355,2022-09-29 17:30:00,CAT002,AGT007,CI,Web form,2,Backlog,120,21.9,100.7,0,2,0,,1,0.839,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Panne technique,Technical,2,True,17,3,9,0,0,1,1,1,0
TKT004356,2022-09-29 21:43:00,CAT004,AGT008,Senegal,Web form,3,Résolu,240,55.8,303.7,1,2,0,4.5,0,1.265,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Remboursement,Billing,3,True,21,3,9,0,1,1,0,1,0
TKT004357,2022-09-29 04:44:00,CAT009,AGT002,Cameroun,Téléphone,1,Escaladé,480,71.3,639.8,1,3,1,,0,1.333,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Escalade juridique,Legal,1,True,4,3,9,0,1,1,1,1,1
TKT004358,2022-09-29 15:10:00,CAT001,AGT005,Cameroun,Email,4,Résolu,240,44.7,200.0,0,2,0,5.0,0,0.833,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,15,3,9,0,0,0,0,1,0
TKT004359,2022-09-29 12:35:00,CAT003,AGT004,CI,Téléphone,3,En cours,180,69.4,294.0,1,3,0,,0,1.633,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Livraison retardee,Delivery,3,True,12,3,9,0,0,1,0,1,0
TKT004360,2022-09-29 10:26:00,CAT010,AGT006,Ghana,Chat,1,Escaladé,60,9.2,40.8,0,1,0,,0,0.68,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Fraude signalée,Security,1,True,10,3,9,0,0,1,1,1,0
TKT004361,2022-09-29 21:30:00,CAT007,AGT007,Ghana,Email,5,Escaladé,480,160.4,713.0,1,2,0,,0,1.485,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Demande info,General,5,False,21,3,9,0,1,1,0,1,0
TKT004362,2022-09-29 11:25:00,CAT001,AGT001,CI,Email,4,Résolu,240,37.7,385.6,1,1,0,3.6,0,1.607,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Facturation,Billing,4,True,11,3,9,0,0,1,0,1,0
TKT004363,2022-09-30 22:18:00,CAT004,AGT003,France,Téléphone,3,Résolu,240,33.1,154.8,0,2,0,3.7,0,0.645,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Remboursement,Billing,3,True,22,4,9,0,1,0,0,1,0
TKT004364,2022-09-30 09:12:00,CAT003,AGT001,Senegal,Téléphone,3,Escaladé,180,32.6,181.1,1,3,0,,0,1.006,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Livraison retardee,Delivery,3,True,9,4,9,0,0,1,0,1,0
TKT004365,2022-09-30 12:55:00,CAT005,AGT011,CI,Chat,1,Résolu,60,1.8,16.0,0,1,0,3.6,0,0.267,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Acces compte,Technical,1,True,12,4,9,0,0,0,1,0,0
TKT004366,2022-09-30 09:59:00,CAT002,AGT009,Mali,Téléphone,2,Escaladé,120,32.3,147.4,1,4,0,,0,1.228,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,9,4,9,0,0,1,1,1,0
TKT004367,2022-09-30 11:44:00,CAT001,AGT001,Cameroun,Téléphone,4,Résolu,240,44.4,353.2,1,3,0,4.6,0,1.472,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Facturation,Billing,4,True,11,4,9,0,0,1,0,1,0
TKT004368,2022-09-30 12:16:00,CAT010,AGT010,France,Téléphone,1,Résolu,60,1.7,8.4,0,2,0,5.0,0,0.14,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Fraude signalée,Security,1,True,12,4,9,0,0,0,1,0,0
TKT004369,2022-09-30 13:44:00,CAT010,AGT004,Belgique,Chat,1,Résolu,60,15.9,82.5,1,1,0,2.6,0,1.375,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Fraude signalée,Security,1,True,13,4,9,0,0,1,1,1,0
TKT004370,2022-09-30 15:51:00,CAT003,AGT012,CI,Web form,3,Escaladé,180,40.9,264.7,1,1,0,,0,1.471,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Livraison retardee,Delivery,3,True,15,4,9,0,0,1,0,1,0
TKT004371,2022-09-30 10:46:00,CAT002,AGT002,Ghana,Chat,2,Résolu,120,10.5,48.4,0,3,0,3.4,0,0.403,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Panne technique,Technical,2,True,10,4,9,0,0,0,1,1,0
TKT004372,2022-09-30 23:01:00,CAT001,AGT006,CI,Email,4,Résolu,240,22.3,150.5,0,1,0,4.7,0,0.627,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Facturation,Billing,4,True,23,4,9,0,1,0,0,1,0
TKT004373,2022-09-30 10:23:00,CAT008,AGT009,Ghana,Chat,2,Escaladé,120,15.0,108.7,0,2,0,,0,0.906,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Probleme paiement,Billing,2,True,10,4,9,0,0,1,1,1,0
TKT004374,2022-09-30 07:02:00,CAT003,AGT002,Maroc,Chat,3,Résolu,180,14.3,198.7,1,2,0,3.6,0,1.104,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Livraison retardee,Delivery,3,True,7,4,9,0,1,1,0,1,0
TKT004375,2022-09-30 08:15:00,CAT007,AGT006,France,Chat,5,Fermé,480,98.2,850.1,1,2,0,4.3,0,1.771,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,8,4,9,0,0,1,0,1,0
TKT004376,2022-09-30 16:18:00,CAT002,AGT006,Maroc,Email,2,En cours,120,2.1,31.3,0,1,0,,0,0.261,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Panne technique,Technical,2,True,16,4,9,0,0,0,1,0,0
TKT004377,2022-09-30 17:21:00,CAT003,AGT003,Cameroun,Chat,3,En cours,180,13.7,80.8,0,2,0,,0,0.449,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Livraison retardee,Delivery,3,True,17,4,9,0,0,0,0,1,0
TKT004378,2022-10-01 09:29:00,CAT003,AGT003,France,Email,3,Backlog,180,7.5,133.0,0,2,0,,1,0.739,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Livraison retardee,Delivery,3,True,9,5,10,1,0,1,0,1,0
TKT004379,2022-10-01 12:14:00,CAT001,AGT007,CI,Téléphone,4,Résolu,240,38.9,367.0,1,1,0,3.7,0,1.529,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Facturation,Billing,4,True,12,5,10,1,0,1,0,1,0
TKT004380,2022-10-01 09:23:00,CAT002,AGT012,Senegal,Web form,2,Résolu,120,15.5,118.4,0,1,0,4.0,0,0.987,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Panne technique,Technical,2,True,9,5,10,1,0,0,1,1,0
TKT004381,2022-10-01 08:09:00,CAT007,AGT011,Mali,Email,5,En cours,480,98.5,437.5,0,1,0,,0,0.911,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Demande info,General,5,False,8,5,10,1,0,0,0,1,0
TKT004382,2022-10-01 18:30:00,CAT006,AGT012,CI,Chat,3,Résolu,360,19.6,155.6,0,2,0,5.0,0,0.432,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Qualite produit,Product,3,False,18,5,10,1,0,0,0,1,0
TKT004383,2022-10-02 13:10:00,CAT001,AGT012,Ghana,Téléphone,4,Résolu,240,38.3,191.5,0,3,0,4.7,0,0.798,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Facturation,Billing,4,True,13,6,10,1,0,0,0,1,0
TKT004384,2022-10-02 09:57:00,CAT003,AGT011,France,App mobile,3,En cours,180,16.9,138.4,0,3,1,,0,0.769,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Livraison retardee,Delivery,3,True,9,6,10,1,0,0,0,1,1
TKT004385,2022-10-02 14:00:00,CAT007,AGT002,Belgique,Web form,5,Résolu,480,92.3,396.7,0,1,0,3.6,0,0.826,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Demande info,General,5,False,14,6,10,1,0,0,0,1,0
TKT004386,2022-10-02 12:02:00,CAT003,AGT011,CI,Email,3,Résolu,180,24.6,262.5,1,1,0,3.9,0,1.458,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Livraison retardee,Delivery,3,True,12,6,10,1,0,1,0,1,0
TKT004387,2022-10-02 05:49:00,CAT003,AGT004,France,Téléphone,3,Résolu,180,4.0,43.9,0,2,0,3.5,0,0.244,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Livraison retardee,Delivery,3,True,5,6,10,1,1,0,0,0,0
TKT004388,2022-10-02 03:55:00,CAT003,AGT009,Ghana,Chat,3,Résolu,180,33.4,173.5,0,1,0,4.1,0,0.964,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Livraison retardee,Delivery,3,True,3,6,10,1,1,0,0,1,0
TKT004389,2022-10-02 14:47:00,CAT008,AGT004,Mali,Email,2,Escaladé,120,10.8,215.2,1,2,0,,0,1.793,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Probleme paiement,Billing,2,True,14,6,10,1,0,1,1,1,0
TKT004390,2022-10-02 02:29:00,CAT001,AGT005,France,App mobile,4,Escaladé,240,67.6,363.9,1,1,0,,0,1.516,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,2,6,10,1,1,1,0,1,0
TKT004391,2022-10-02 20:02:00,CAT007,AGT009,Maroc,Téléphone,5,Escaladé,480,168.8,755.1,1,2,0,,0,1.573,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Demande info,General,5,False,20,6,10,1,1,1,0,1,0
TKT004392,2022-10-02 08:11:00,CAT007,AGT012,Ghana,Email,5,Résolu,480,19.4,311.8,0,1,0,4.4,0,0.65,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Demande info,General,5,False,8,6,10,1,0,0,0,1,0
TKT004393,2022-10-03 18:30:00,CAT001,AGT002,Cameroun,App mobile,4,Résolu,240,57.5,454.7,1,1,0,3.1,0,1.895,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Facturation,Billing,4,True,18,0,10,0,0,1,0,1,0
TKT004394,2022-10-03 10:45:00,CAT005,AGT011,Ghana,Email,1,Résolu,60,4.0,18.4,0,2,0,3.4,0,0.307,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Acces compte,Technical,1,True,10,0,10,0,0,0,1,0,0
TKT004395,2022-10-03 15:58:00,CAT001,AGT003,CI,Chat,4,Résolu,240,95.1,492.6,1,1,0,2.7,0,2.052,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Facturation,Billing,4,True,15,0,10,0,0,1,0,1,0
TKT004396,2022-10-03 16:09:00,CAT002,AGT006,Senegal,Email,2,Résolu,120,5.2,65.6,0,2,0,4.8,0,0.547,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Panne technique,Technical,2,True,16,0,10,0,0,0,1,1,0
TKT004397,2022-10-03 08:33:00,CAT007,AGT001,CI,Email,5,Résolu,480,83.6,811.7,1,1,0,4.0,0,1.691,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Demande info,General,5,False,8,0,10,0,0,1,0,1,0
TKT004398,2022-10-03 16:14:00,CAT001,AGT010,Cameroun,Chat,4,En cours,240,39.4,230.5,0,5,1,,0,0.96,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Facturation,Billing,4,True,16,0,10,0,0,0,0,1,1
TKT004399,2022-10-03 16:33:00,CAT009,AGT007,CI,Email,1,En cours,480,65.0,309.7,0,1,0,,0,0.645,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Escalade juridique,Legal,1,True,16,0,10,0,0,0,1,1,0
TKT004400,2022-10-03 14:29:00,CAT008,AGT009,Ghana,App mobile,2,Escaladé,120,3.5,37.3,0,1,0,,0,0.311,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Probleme paiement,Billing,2,True,14,0,10,0,0,1,1,0,0
TKT004401,2022-10-03 04:03:00,CAT002,AGT009,CI,Téléphone,2,Backlog,120,12.2,124.7,1,1,0,,1,1.039,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,4,0,10,0,1,1,1,1,0
TKT004402,2022-10-03 10:30:00,CAT004,AGT004,Mali,Téléphone,3,Résolu,240,52.1,352.1,1,4,0,3.5,0,1.467,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Remboursement,Billing,3,True,10,0,10,0,0,1,0,1,0
TKT004403,2022-10-03 14:34:00,CAT003,AGT010,CI,Chat,3,En cours,180,47.7,213.7,1,1,0,,0,1.187,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Livraison retardee,Delivery,3,True,14,0,10,0,0,1,0,1,0
TKT004404,2022-10-03 13:04:00,CAT007,AGT003,Maroc,Email,5,Résolu,480,28.7,350.3,0,1,0,4.8,0,0.73,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Demande info,General,5,False,13,0,10,0,0,0,0,1,0
TKT004405,2022-10-03 16:05:00,CAT002,AGT009,Cameroun,Email,2,Escaladé,120,6.5,56.2,0,2,0,,0,0.468,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,16,0,10,0,0,1,1,1,0
TKT004406,2022-10-03 13:01:00,CAT002,AGT010,Belgique,Chat,2,Backlog,120,8.8,80.9,0,5,0,,1,0.674,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Panne technique,Technical,2,True,13,0,10,0,0,1,1,1,0
TKT004407,2022-10-03 06:19:00,CAT008,AGT011,CI,Email,2,Résolu,120,19.8,118.0,0,1,0,3.3,0,0.983,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Probleme paiement,Billing,2,True,6,0,10,0,1,0,1,1,0
TKT004408,2022-10-03 15:41:00,CAT007,AGT007,France,Email,5,Résolu,480,146.3,633.4,1,2,0,3.6,0,1.32,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Demande info,General,5,False,15,0,10,0,0,1,0,1,0
TKT004409,2022-10-04 21:44:00,CAT003,AGT005,Senegal,Email,3,Résolu,180,14.5,102.1,0,1,0,4.9,0,0.567,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Livraison retardee,Delivery,3,True,21,1,10,0,1,0,0,1,0
TKT004410,2022-10-04 19:55:00,CAT008,AGT006,France,App mobile,2,En cours,120,4.4,31.7,0,2,0,,0,0.264,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Probleme paiement,Billing,2,True,19,1,10,0,1,0,1,1,0
