employe_id,prenom,nom,email,genre,date_naissance,ville,departement_id,poste,niveau_etude,type_contrat,date_embauche,salaire_base,statut,date_depart,motif_depart
EMP0156,Thierry,Ouattara,thierry.ouattara156@telcomci.ci,M,1975-05-29,Abidjan,DEP03,Technicien Senior,Bac+3,CDD,2017-11-05,799000,Actif,,
EMP0157,Kofi,Ndoye,kofi.ndoye157@telcomci.ci,M,1982-11-12,Bouake,DEP03,Technicien Senior,Bac+5,CDI,2015-08-09,751000,Actif,,
EMP0158,Sophie,Bamba,sophie.bamba158@telcomci.ci,F,2004-01-26,Abidjan,DEP03,Technicien Senior,Bac+5,CDI,2016-06-14,742000,Actif,,
EMP0159,Marie,Cisse,marie.cisse159@telcomci.ci,F,2010-03-21,San Pedro,DEP03,Technicien Senior,Bac+5,CDI,2020-03-17,728000,Actif,,
EMP0160,Paul,Toure,paul.toure160@telcomci.ci,M,1978-08-04,San Pedro,DEP03,Technicien Senior,Bac+5,CDI,2019-08-27,724000,Inactif,2020-03-07,Retraite
EMP0161,Eric,Camara,eric.camara161@telcomci.ci,M,1979-06-05,Abidjan,DEP03,Technicien Senior,Bac+2,CDI,2022-11-17,722000,Actif,,
EMP0162,Adjoua,Cisse,adjoua.cisse162@telcomci.ci,F,1989-03-08,San Pedro,DEP03,Technicien Senior,Bac+3,CDI,2022-10-25,893000,Actif,,
EMP0163,Thierry,Bamba,thierry.bamba163@telcomci.ci,M,2008-10-22,Abidjan,DEP03,Technicien Senior,Bac+3,CDI,2023-05-23,792000,Inactif,2024-01-07,Mutation
EMP0164,Luc,Traore,luc.traore164@telcomci.ci,M,1979-04-07,Daloa,DEP03,Technicien Senior,Bac+4,CDI,2019-11-01,722000,Actif,,
EMP0165,Fatoumata,Kone,fatoumata.kone165@telcomci.ci,F,1986-11-01,Abidjan,DEP03,Technicien Junior,Bac+2,CDI,2021-08-05,558000,Actif,,
EMP0166,Luc,Ouattara,luc.ouattara166@telcomci.ci,M,1984-04-23,Daloa,DEP03,Technicien Junior,Bac+3,CDI,2021-11-19,657000,Actif,,
EMP0167,Kofi,Diallo,kofi.diallo167@telcomci.ci,M,2008-11-01,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2016-08-02,524000,Actif,,
EMP0168,Fatoumata,Ndoye,fatoumata.ndoye168@telcomci.ci,F,2004-11-11,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2017-03-09,641000,Actif,,
EMP0169,Moussa,Ndoye,moussa.ndoye169@telcomci.ci,M,1984-10-14,Abidjan,DEP03,Technicien Junior,Bac+2,CDI,2017-12-20,521000,Actif,,
EMP0170,Eric,Kouassi,eric.kouassi170@telcomci.ci,M,1990-09-20,Abidjan,DEP03,Technicien Junior,Bac+2,CDI,2021-12-06,578000,Actif,,
EMP0171,Paul,Diallo,paul.diallo171@telcomci.ci,M,1980-01-09,Bouake,DEP03,Technicien Junior,Bac,CDI,2018-03-17,659000,Actif,,
EMP0172,Moussa,Traore,moussa.traore172@telcomci.ci,M,2009-12-13,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2016-06-16,529000,Actif,,
EMP0173,Clarisse,Kouassi,clarisse.kouassi173@telcomci.ci,F,1987-11-08,San Pedro,DEP03,Technicien Junior,Bac+4,CDI,2015-01-06,599000,Actif,,
EMP0174,Luc,Ndoye,luc.ndoye174@telcomci.ci,M,2007-08-27,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2019-09-28,665000,Actif,,
EMP0175,Eric,Ouattara,eric.ouattara175@telcomci.ci,M,1988-09-08,Abidjan,DEP03,Technicien Junior,Bac+2,CDI,2022-05-22,552000,Inactif,2024-03-19,Mutation
EMP0176,Awa,Kone,awa.kone176@telcomci.ci,F,1983-06-03,Korhogo,DEP03,Technicien Junior,Bac+3,CDI,2020-07-20,631000,Actif,,
EMP0177,Awa,Bamba,awa.bamba177@telcomci.ci,F,1975-02-03,Daloa,DEP03,Technicien Junior,Bac+5,CDI,2021-09-20,666000,Actif,,
EMP0178,Thierry,Diallo,thierry.diallo178@telcomci.ci,M,1994-11-09,Abidjan,DEP03,Technicien Junior,Bac+5,CDD,2019-02-01,520000,Actif,,
EMP0179,Ibrahim,Bamba,ibrahim.bamba179@telcomci.ci,M,2004-01-11,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2018-09-09,573000,Actif,,
EMP0180,Fatoumata,Diallo,fatoumata.diallo180@telcomci.ci,F,1978-08-17,Abidjan,DEP03,Technicien Junior,Bac,CDD,2019-03-20,553000,Actif,,
EMP0181,Adama,Kouassi,adama.kouassi181@telcomci.ci,M,1992-12-21,Abidjan,DEP03,Technicien Junior,Bac,CDI,2023-10-22,648000,Actif,,
EMP0182,Clarisse,Bamba,clarisse.bamba182@telcomci.ci,F,2003-07-24,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2019-09-27,546000,Actif,,
EMP0183,Kofi,Toure,kofi.toure183@telcomci.ci,M,1997-06-16,Abidjan,DEP03,Technicien Junior,Bac,CDI,2022-12-21,618000,Actif,,
EMP0184,Sophie,Toure,sophie.toure184@telcomci.ci,F,1993-07-24,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2018-09-27,553000,Actif,,
EMP0185,Thierry,Cisse,thierry.cisse185@telcomci.ci,M,2001-09-06,Abidjan,DEP03,Technicien Junior,Bac+5,CDD,2017-11-23,607000,Actif,,
EMP0186,Eric,Ndoye,eric.ndoye186@telcomci.ci,M,2005-01-11,Abidjan,DEP03,Technicien Junior,Bac,CDI,2017-11-29,628000,Actif,,
EMP0187,Luc,Bamba,luc.bamba187@telcomci.ci,M,1985-12-31,Abidjan,DEP03,Technicien Junior,Bac+3,CDD,2022-10-07,517000,Actif,,
EMP0188,Kouassi,Diallo,kouassi.diallo188@telcomci.ci,M,2005-09-28,San Pedro,DEP03,Technicien Junior,Bac+3,CDI,2023-02-12,587000,Actif,,
EMP0189,Thierry,Camara,thierry.camara189@telcomci.ci,M,2000-01-01,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2017-09-28,549000,Actif,,
EMP0190,Eric,Kone,eric.kone190@telcomci.ci,M,2013-06-21,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2021-02-09,563000,Actif,,
EMP0191,Aminata,Traore,aminata.traore191@telcomci.ci,F,2009-02-19,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2022-07-21,549000,Actif,,
EMP0192,Ibrahim,Cisse,ibrahim.cisse192@telcomci.ci,M,2013-02-25,Korhogo,DEP03,Technicien Junior,Bac+4,CDD,2020-08-20,535000,Actif,,
EMP0193,Clarisse,Kouassi,clarisse.kouassi193@telcomci.ci,F,2004-10-11,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2015-03-10,626000,Actif,,
EMP0194,Luc,Ndoye,luc.ndoye194@telcomci.ci,M,1987-03-17,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2019-01-26,605000,Actif,,
EMP0195,Yao,Ndoye,yao.ndoye195@telcomci.ci,M,1983-10-01,Abidjan,DEP03,Technicien Junior,Bac+5,CDI,2017-07-21,635000,Actif,,
EMP0196,Kouassi,Diallo,kouassi.diallo196@telcomci.ci,M,1984-05-17,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2015-01-25,632000,Actif,,
EMP0197,Jean,Kouassi,jean.kouassi197@telcomci.ci,M,1990-08-04,Korhogo,DEP03,Technicien Junior,Bac+5,CDI,2016-01-11,667000,Actif,,
EMP0198,Adama,Kone,adama.kone198@telcomci.ci,M,2000-04-15,Abidjan,DEP03,Technicien Junior,Bac,CDI,2018-10-08,655000,Actif,,
EMP0199,Sophie,Ouattara,sophie.ouattara199@telcomci.ci,F,1985-10-26,Abidjan,DEP03,Technicien Junior,Bac+5,CDI,2017-03-23,647000,Actif,,
EMP0200,Adama,Kouassi,adama.kouassi200@telcomci.ci,M,1984-09-27,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2022-06-03,567000,Actif,,
EMP0201,Aida,Kouassi,aida.kouassi201@telcomci.ci,F,2014-08-27,Abidjan,DEP03,Technicien Junior,Bac+5,CDI,2015-01-05,0,Actif,,
EMP0202,Aminata,Bamba,aminata.bamba202@telcomci.ci,F,1982-02-09,Abidjan,DEP03,Technicien Junior,Bac+5,CDI,2021-06-27,548000,Actif,,
EMP0203,Sophie,Kone,sophie.kone203@telcomci.ci,F,1989-02-14,Korhogo,DEP03,Technicien Junior,Bac+2,CDD,2021-10-20,630000,Actif,,
EMP0204,Paul,Toure,paul.toure204@telcomci.ci,M,1981-09-09,Abidjan,DEP03,Technicien Junior,Bac+5,CDD,2018-09-18,623000,Actif,,
EMP0205,Thierry,Toure,thierry.toure205@telcomci.ci,M,2010-02-20,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2020-01-30,510000,Actif,,
EMP0206,Thierry,Diallo,thierry.diallo206@telcomci.ci,M,2009-01-02,Bouake,DEP03,Technicien Junior,Bac+5,CDI,2015-08-08,493000,Actif,,
EMP0207,Sophie,Ndoye,sophie.ndoye207@telcomci.ci,F,2007-11-26,Abidjan,DEP03,Technicien Junior,Bac+2,CDI,2021-08-28,522000,Actif,,
EMP0208,Yao,Ouattara,yao.ouattara208@telcomci.ci,M,1996-10-22,Abidjan,DEP03,Technicien Junior,Bac+3,CDI,2022-05-04,636000,Inactif,2023-06-20,Fin CDD
EMP0209,Adjoua,Toure,adjoua.toure209@telcomci.ci,F,1995-02-26,Abidjan,DEP03,Technicien Junior,Bac+4,CDI,2016-10-17,624000,Actif,,
EMP0210,Ibrahim,Kouassi,ibrahim.kouassi210@telcomci.ci,M,1988-06-24,Abidjan,DEP03,Technicien Junior,Bac+5,CDI,2016-12-14,624000,Inactif,2022-09-04,Demission
EMP0211,Aida,Kone,aida.kone211@telcomci.ci,F,1990-12-06,San Pedro,DEP04,Directeur Service Client,Bac+3,CDI,2015-07-19,2983000,Actif,,
EMP0212,Ibrahim,Traore,ibrahim.traore212@telcomci.ci,M,2013-03-15,Daloa,DEP04,Superviseur,Bac+3,CDI,2019-01-01,1446000,Actif,,
EMP0213,Yao,Cisse,yao.cisse213@telcomci.ci,M,2001-03-23,Abidjan,DEP04,Superviseur,Bac+3,CDI,2019-03-21,1218000,Actif,,
EMP0214,Marie,Bamba,marie.bamba214@telcomci.ci,F,2012-03-18,Abidjan,DEP04,Superviseur,Bac+4,CDI,2019-11-29,1382000,Inactif,2022-06-27,Demission
EMP0215,Ibrahim,Diallo,ibrahim.diallo215@telcomci.ci,M,1991-09-26,Abidjan,DEP04,Superviseur,Bac+3,CDI,2017-07-28,1401000,Actif,,
EMP0216,Yao,Kone,yao.kone216@telcomci.ci,M,1993-01-02,Abidjan,DEP04,Superviseur,Bac+3,CDI,2018-06-08,1309000,Actif,,
EMP0217,Luc,Toure,luc.toure217@telcomci.ci,M,1975-01-16,Bouake,DEP04,Superviseur,Bac+3,CDI,2018-03-25,1188000,Actif,,
EMP0218,Marie,Sow,marie.sow218@telcomci.ci,F,2008-08-05,Korhogo,DEP04,Superviseur,Bac+3,CDI,2016-07-13,1288000,Actif,,
EMP0219,Paul,Bamba,paul.bamba219@telcomci.ci,M,1998-06-01,Abidjan,DEP04,Superviseur,Bac+5,CDD,2019-03-24,1181000,Actif,,
EMP0220,Moussa,Toure,moussa.toure220@telcomci.ci,M,1978-02-09,Abidjan,DEP04,Agent Senior,Bac+3,CDD,2015-11-19,684000,Actif,,
EMP0221,Kouassi,Cisse,kouassi.cisse221@telcomci.ci,M,1989-06-03,Abidjan,DEP04,Agent Senior,Bac+4,CDD,2018-01-24,607000,Actif,,
EMP0222,Moussa,Camara,moussa.camara222@telcomci.ci,M,2002-12-16,Abidjan,DEP04,Agent Senior,Bac+2,CDI,2020-06-10,782000,Actif,,
EMP0223,Paul,Bamba,paul.bamba223@telcomci.ci,M,1999-10-07,San Pedro,DEP04,Agent Senior,Bac+2,CDI,2019-02-06,621000,Actif,,
EMP0224,Jean,Bamba,jean.bamba224@telcomci.ci,M,1977-06-28,Abidjan,DEP04,Agent Senior,Bac+3,CDD,2022-04-23,804000,Inactif,2023-02-14,Retraite
EMP0225,Paul,Cisse,paul.cisse225@telcomci.ci,M,2007-03-24,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2023-03-01,631000,Actif,,
EMP0226,Awa,Camara,awa.camara226@telcomci.ci,F,2006-10-09,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2019-05-27,675000,Actif,,
EMP0227,Thierry,Ndoye,thierry.ndoye227@telcomci.ci,M,1982-09-21,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2016-12-07,617000,Actif,,
EMP0228,Paul,Kone,paul.kone228@telcomci.ci,M,1990-02-25,Korhogo,DEP04,Agent Senior,Bac+2,CDD,2018-03-13,686000,Actif,,
EMP0229,Jean,Bamba,jean.bamba229@telcomci.ci,M,1988-02-29,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2021-11-21,690000,Actif,,
EMP0230,Ibrahim,Ouattara,ibrahim.ouattara230@telcomci.ci,M,1977-10-26,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2020-11-14,662000,Actif,,
EMP0231,Eric,Kone,eric.kone231@telcomci.ci,M,2003-11-27,Bouake,DEP04,Agent Senior,Bac+3,CDI,2019-06-19,677000,Actif,,
EMP0232,Jean,Ouattara,jean.ouattara232@telcomci.ci,M,1982-04-03,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2021-09-26,769000,Actif,,
EMP0233,Yao,Traore,yao.traore233@telcomci.ci,M,2012-10-17,Korhogo,DEP04,Agent Senior,Bac+3,Interim,2020-11-07,677000,Actif,,
EMP0234,Paul,Camara,paul.camara234@telcomci.ci,M,1978-04-30,Abidjan,DEP04,Agent Senior,Bac+4,CDI,2015-01-16,738000,Actif,,
EMP0235,Laure,Ndoye,laure.ndoye235@telcomci.ci,F,2006-06-12,Korhogo,DEP04,Agent Senior,Bac+4,CDD,2017-02-18,693000,Inactif,2020-12-14,Retraite
EMP0236,Jean,Camara,jean.camara236@telcomci.ci,M,2001-11-11,Abidjan,DEP04,Agent Senior,Bac+4,CDI,2022-11-01,714000,Actif,,
EMP0237,Kofi,Toure,kofi.toure237@telcomci.ci,M,1996-06-11,Bouake,DEP04,Agent Senior,Bac+2,CDD,2016-11-30,798000,Actif,,
EMP0238,Eric,Kone,eric.kone238@telcomci.ci,M,1979-09-09,Abidjan,DEP04,Agent Senior,Bac+4,CDD,2016-09-02,779000,Actif,,
EMP0239,Yao,Kone,yao.kone239@telcomci.ci,M,1997-07-24,Korhogo,DEP04,Agent Senior,Bac+4,CDD,2017-03-06,801000,Actif,,
EMP0240,Adama,Ndoye,adama.ndoye240@telcomci.ci,M,1983-11-04,Bouake,DEP04,Agent Senior,Bac+5,CDI,2018-04-19,620000,Actif,,
EMP0241,Thierry,Cisse,thierry.cisse241@telcomci.ci,M,2009-12-13,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2021-07-06,600000,Actif,,
EMP0242,Moussa,Traore,moussa.traore242@telcomci.ci,M,2006-08-07,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2021-02-25,735000,Actif,,
EMP0243,Yao,Diallo,yao.diallo243@telcomci.ci,M,1995-11-16,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2023-07-27,640000,Actif,,
EMP0244,Thierry,Traore,thierry.traore244@telcomci.ci,M,1983-12-24,Bouake,DEP04,Agent Senior,Bac+4,Interim,2018-01-25,794000,Actif,,
EMP0245,Kofi,Traore,kofi.traore245@telcomci.ci,M,2001-01-18,Abidjan,DEP04,Agent Senior,Bac+4,CDI,2020-03-11,778000,Actif,,
EMP0246,Thierry,Diallo,thierry.diallo246@telcomci.ci,M,1994-02-16,San Pedro,DEP04,Agent Senior,Bac+3,CDI,2018-11-04,707000,Actif,,
EMP0247,Clarisse,Ndoye,clarisse.ndoye247@telcomci.ci,F,2012-05-29,Bouake,DEP04,Agent Senior,Bac+2,CDD,2019-11-10,785000,Inactif,2021-07-20,Fin CDD
EMP0248,Eric,Cisse,eric.cisse248@telcomci.ci,M,2003-11-13,Abidjan,DEP04,Agent Senior,Bac+5,CDD,2016-01-18,770000,Actif,,
EMP0249,Yao,Traore,yao.traore249@telcomci.ci,M,2013-09-21,Abidjan,DEP04,Agent Senior,Bac+4,CDI,2021-04-23,688000,Inactif,2022-10-22,Demission
EMP0250,Yao,Bamba,yao.bamba250@telcomci.ci,M,1980-02-05,Abidjan,DEP04,Agent Senior,Bac+3,CDD,2016-09-08,798000,Inactif,2021-12-31,Mutation
EMP0251,Awa,Kouassi,awa.kouassi251@telcomci.ci,F,2008-08-30,Korhogo,DEP04,Agent Senior,Bac+2,CDI,2020-07-08,793000,Actif,,
EMP0252,Moussa,Camara,moussa.camara252@telcomci.ci,M,1992-07-04,Abidjan,DEP04,Agent Senior,Bac+2,CDI,2019-11-12,784000,Actif,,
EMP0253,Thierry,Camara,thierry.camara253@telcomci.ci,M,1990-06-11,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2022-09-09,671000,Actif,,
EMP0254,Adjoua,Ouattara,adjoua.ouattara254@telcomci.ci,F,2008-05-20,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2015-09-10,689000,Actif,,
EMP0255,Kofi,Bamba,kofi.bamba255@telcomci.ci,M,1983-03-24,Abidjan,DEP04,Agent Senior,Bac+3,CDI,2022-09-02,800000,Actif,,
EMP0256,Aida,Ndoye,aida.ndoye256@telcomci.ci,F,2012-04-16,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2023-05-07,645000,Inactif,2024-01-05,Demission
EMP0257,Kouassi,Bamba,kouassi.bamba257@telcomci.ci,M,2011-06-22,Bouake,DEP04,Agent Senior,Bac+5,CDI,2018-04-01,708000,Actif,,
EMP0258,Eric,Toure,eric.toure258@telcomci.ci,M,1980-02-06,Abidjan,DEP04,Agent Senior,Bac+5,CDI,2022-02-19,776000,Actif,,
EMP0259,Yao,Ouattara,yao.ouattara259@telcomci.ci,M,1992-07-02,Abidjan,DEP04,Agent Senior,Bac+2,CDI,2018-08-18,794000,Actif,,
EMP0260,Kofi,Cisse,kofi.cisse260@telcomci.ci,M,1981-12-18,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2019-10-26,464000,Actif,,
EMP0261,Paul,Sow,paul.sow261@telcomci.ci,M,2003-11-09,Bouake,DEP04,Agent Junior,Bac+5,CDD,2021-11-04,441000,Actif,,
EMP0262,Luc,Sow,luc.sow262@telcomci.ci,M,2012-06-11,Abidjan,DEP04,Agent Junior,Bac+4,Interim,2015-12-16,493000,Actif,,
EMP0263,Thierry,Toure,thierry.toure263@telcomci.ci,M,1998-09-14,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2019-07-28,478000,Inactif,2022-02-07,Licenciement
EMP0264,Adama,Sow,adama.sow264@telcomci.ci,M,1994-10-05,Daloa,DEP04,Agent Junior,Bac+4,CDI,2020-09-07,561000,Actif,,
EMP0265,Ibrahim,Cisse,ibrahim.cisse265@telcomci.ci,M,2007-11-13,Korhogo,DEP04,Agent Junior,Bac+4,CDI,2022-02-21,512000,Actif,,
EMP0266,Fatoumata,Bamba,fatoumata.bamba266@telcomci.ci,F,1992-05-21,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2020-09-08,509000,Actif,,
EMP0267,Awa,Cisse,awa.cisse267@telcomci.ci,F,1989-10-29,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2021-04-14,479000,Actif,,
EMP0268,Thierry,Ouattara,thierry.ouattara268@telcomci.ci,M,1988-12-23,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2021-07-26,448000,Actif,,
EMP0269,Sophie,Diallo,sophie.diallo269@telcomci.ci,F,2004-11-14,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2016-01-05,548000,Actif,,
EMP0270,Moussa,Cisse,moussa.cisse270@telcomci.ci,M,1988-02-11,Abidjan,DEP04,Agent Junior,Bac+5,CDD,2023-07-10,446000,Actif,,
EMP0271,Clarisse,Toure,clarisse.toure271@telcomci.ci,F,2003-04-23,Bouake,DEP04,Agent Junior,Bac+3,CDD,2016-07-05,442000,Actif,,
EMP0272,Moussa,Kouassi,moussa.kouassi272@telcomci.ci,M,2003-04-07,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2016-04-25,462000,Actif,,
EMP0273,Kouassi,Kone,kouassi.kone273@telcomci.ci,M,1994-03-26,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2018-10-08,531000,Actif,,
EMP0274,Marie,Sow,marie.sow274@telcomci.ci,F,1982-04-06,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2018-12-30,452000,Actif,,
EMP0275,Kofi,Diallo,kofi.diallo275@telcomci.ci,M,1984-08-18,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2021-05-30,527000,Actif,,
EMP0276,Luc,Camara,luc.camara276@telcomci.ci,M,2011-01-03,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2016-03-02,461000,Actif,,
EMP0277,Laure,Toure,laure.toure277@telcomci.ci,F,1994-11-26,Abidjan,DEP04,Agent Junior,Bac,CDI,2018-04-03,511000,Actif,,
EMP0278,Aida,Sow,aida.sow278@telcomci.ci,F,1989-05-05,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2020-06-20,550000,Actif,,
EMP0279,Yao,Toure,yao.toure279@telcomci.ci,M,1994-01-28,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2020-03-05,489000,Actif,,
EMP0280,Adjoua,Cisse,adjoua.cisse280@telcomci.ci,F,1982-11-13,Bouake,DEP04,Agent Junior,Bac+5,CDD,2019-12-03,432000,Actif,,
EMP0281,Aminata,Diallo,aminata.diallo281@telcomci.ci,F,2009-11-22,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2020-12-14,547000,Actif,,
EMP0282,Yao,Toure,yao.toure282@telcomci.ci,M,2014-10-03,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2017-05-22,555000,Actif,,
EMP0283,Ibrahim,Ndoye,ibrahim.ndoye283@telcomci.ci,M,1982-10-20,Bouake,DEP04,Agent Junior,Bac+4,CDI,2016-12-28,425000,Actif,,
EMP0284,Bintou,Kone,bintou.kone284@telcomci.ci,F,1984-01-08,Bouake,DEP04,Agent Junior,Bac,CDI,2022-06-08,445000,Actif,,
EMP0285,Awa,Toure,awa.toure285@telcomci.ci,F,1980-08-06,Abidjan,DEP04,Agent Junior,Bac+5,Interim,2021-11-10,516000,Actif,,
EMP0286,Fatoumata,Sow,fatoumata.sow286@telcomci.ci,F,2014-05-31,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2017-06-18,455000,Actif,,
EMP0287,Adjoua,Sow,adjoua.sow287@telcomci.ci,F,2005-11-08,Bouake,DEP04,Agent Junior,Bac+5,CDI,2020-06-03,472000,Actif,,
EMP0288,Thierry,Ndoye,thierry.ndoye288@telcomci.ci,M,2010-11-17,Abidjan,DEP04,Agent Junior,Bac+3,CDD,2015-01-15,563000,Inactif,2017-05-15,Fin CDD
EMP0289,Adama,Ouattara,adama.ouattara289@telcomci.ci,M,1990-10-19,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2016-04-01,526000,Actif,,
EMP0290,Paul,Sow,paul.sow290@telcomci.ci,M,1996-01-16,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2016-09-28,487000,Actif,,
EMP0291,Laure,Ndoye,laure.ndoye291@telcomci.ci,F,1991-06-18,Abidjan,DEP04,Agent Junior,Bac+5,Interim,2016-06-20,476000,Actif,,
EMP0292,Aida,Ndoye,aida.ndoye292@telcomci.ci,F,1980-03-27,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2021-07-04,431000,Actif,,
EMP0293,Luc,Kouassi,luc.kouassi293@telcomci.ci,M,1986-07-27,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2017-02-13,534000,Actif,,
EMP0294,Luc,Sow,luc.sow294@telcomci.ci,M,1975-12-11,Korhogo,DEP04,Agent Junior,Bac+3,CDI,2017-05-16,454000,Actif,,
EMP0295,Eric,Toure,eric.toure295@telcomci.ci,M,1981-06-22,Bouake,DEP04,Agent Junior,Bac+3,CDI,2018-08-04,475000,Inactif,2023-07-12,Demission
EMP0296,Thierry,Bamba,thierry.bamba296@telcomci.ci,M,1984-12-02,Bouake,DEP04,Agent Junior,Bac+5,CDI,2021-12-24,551000,Actif,,
EMP0297,Adama,Sow,adama.sow297@telcomci.ci,M,2009-09-03,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2022-08-26,461000,Actif,,
EMP0298,Marie,Bamba,marie.bamba298@telcomci.ci,F,2013-12-25,Abidjan,DEP04,Agent Junior,Bac+5,CDD,2016-02-22,554000,Actif,,
EMP0299,Luc,Diallo,luc.diallo299@telcomci.ci,M,2004-10-08,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2023-10-11,537000,Actif,,
EMP0300,Eric,Toure,eric.toure300@telcomci.ci,M,1995-03-12,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2016-01-19,490000,Actif,,
EMP0301,Clarisse,Traore,eric.toure300@telcomci.ci,F,2011-07-03,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2023-07-27,453000,Actif,,
EMP0302,Paul,Ndoye,paul.ndoye302@telcomci.ci,M,1975-04-27,Abidjan,DEP04,Agent Junior,Bac+2,CDD,2019-08-31,533000,Actif,,
EMP0303,Fatoumata,Kouassi,fatoumata.kouassi303@telcomci.ci,F,1989-01-26,Abidjan,DEP04,Agent Junior,Bac,CDI,2018-07-01,510000,Actif,,
EMP0304,Ibrahim,Toure,ibrahim.toure304@telcomci.ci,M,1995-08-25,Bouake,DEP04,Agent Junior,Bac+3,CDI,2015-11-02,545000,Actif,,
EMP0305,Aida,Kouassi,aida.kouassi305@telcomci.ci,F,2010-04-26,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2019-04-13,461000,Actif,,
EMP0306,Marie,Diallo,marie.diallo306@telcomci.ci,F,2011-09-09,Abidjan,DEP04,Agent Junior,Bac+4,CDI,2020-05-28,538000,Inactif,2022-06-18,Fin CDD
EMP0307,Yao,Camara,yao.camara307@telcomci.ci,M,1977-03-17,Bouake,DEP04,Agent Junior,Bac+5,CDD,2019-03-25,468000,Actif,,
EMP0308,Sophie,Ndoye,sophie.ndoye308@telcomci.ci,F,1996-07-16,Abidjan,DEP04,Agent Junior,Bac+3,CDD,2018-07-14,424000,Actif,,
EMP0309,Bintou,Camara,bintou.camara309@telcomci.ci,F,2010-05-28,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2021-07-20,448000,Actif,,
EMP0310,Kouassi,Toure,kouassi.toure310@telcomci.ci,M,1992-09-09,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2017-03-10,420000,Actif,,
EMP0311,Aida,Camara,aida.camara311@telcomci.ci,F,1996-04-01,Abidjan,DEP04,Agent Junior,Bac+3,CDI,2023-04-10,486000,Actif,,
EMP0312,Laure,Kone,laure.kone312@telcomci.ci,F,2013-10-29,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2016-10-18,536000,Actif,,
EMP0313,Laure,Camara,laure.camara313@telcomci.ci,F,2011-02-03,Bouake,DEP04,Agent Junior,Bac+5,CDI,2016-07-06,552000,Actif,,
EMP0314,Luc,Kone,luc.kone314@telcomci.ci,M,1978-07-04,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2016-11-20,434000,Inactif,2017-10-21,Mutation
EMP0315,Sophie,Bamba,sophie.bamba315@telcomci.ci,F,1998-03-12,Abidjan,DEP04,Agent Junior,Bac+2,CDI,2021-07-20,530000,Actif,,
EMP0316,Yao,Camara,yao.camara316@telcomci.ci,M,2003-03-01,Abidjan,DEP04,Agent Junior,Bac+5,CDI,2020-09-09,521000,Actif,,
